Player,position,Age,Nation,club,mv_millions,Season,player_url,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,market_value
Cristiano Piccini,Centre-Back,25.0,ITA,Valencia CF,10.0,2018/2019,https://www.transfermarkt.com/cristiano-piccini/profil/spieler/163086,23.0,21,1868.0,20.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,66.0,75.0,71.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,3.0,25.0,0.58,0.14,0.08,0.33,21.6,0.0,0.0,0.0,0.04,0.5,0.5,779.0,1013.0,76.9,12997.0,4576.0,396.0,443.0,89.4,308.0,394.0,78.2,60.0,127.0,47.2,0.0,0.2,1.3,-0.2,5.0,53.0,19.0,9.0,75.0,28.0,1.35,21.0,1.0,3.0,1.0,2.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,25.0,7.0,0.0,13.0,26.0,50.0,13.0,27.0,7.0,20.0,27.0,59.0,64.0,1.0,1249.0,78.0,353.0,574.0,337.0,15.0,1249.0,56.0,30.0,53.6,26.0,46.4,616.0,4061.0,2195.0,66.0,57.0,6.0,21.0,13.0,693.0,71.0,81.0,54.6,21,86.0,19.0,2,34.0,3,1.48,30.0,22.0,8.0,0.39,-0.08,34.7,25.0,9.7,0.47,0.0,0.0,18.0,14.0,0.0,40.0,27.0,23.0,0.0,0.0,0.0,120.0,26.0,19.0,57.8,€10.00m
Daniel Wass,Central Midfield,29.0,DEN,Valencia CF,14.0,2018/2019,https://www.transfermarkt.com/daniel-wass/profil/spieler/63463,32.0,26,2354.0,26.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,4.3,5.7,60.0,118.0,137.0,0.04,0.11,0.15,0.04,0.15,0.05,0.17,0.22,0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,3.0,10.3,1.11,0.11,0.03,0.33,23.6,6.0,0.0,0.0,0.05,-0.4,-0.4,1033.0,1357.0,76.1,16222.0,5850.0,563.0,639.0,88.1,368.0,470.0,78.3,69.0,158.0,43.7,3.0,4.3,3.2,-1.3,31.0,92.0,24.0,9.0,118.0,62.0,2.37,47.0,4.0,1.0,2.0,5.0,3.0,4.0,0.15,2.0,0.0,0.0,0.0,2.0,0.0,35.0,25.0,9.0,19.0,7.0,20.0,42.0,47.6,22.0,23.0,4.0,19.0,34.0,69.0,49.0,0.0,1568.0,79.0,379.0,750.0,449.0,41.0,1568.0,17.0,10.0,58.8,7.0,41.2,728.0,3535.0,2047.0,60.0,30.0,8.0,27.0,12.0,971.0,137.0,74.0,68.8,26,85.0,18.0,6,26.0,5,1.66,41.0,27.0,14.0,0.54,0.37,46.6,32.9,13.7,0.52,0.18,0.0,28.0,42.0,2.0,72.0,34.0,25.0,1.0,0.0,1.0,130.0,40.0,50.0,44.4,€14.00m
Denis Cheryshev,Left Winger,27.0,RUS,Valencia CF,6.0,2018/2019,https://www.transfermarkt.com/denis-cheryshev/profil/spieler/98322,27.0,19,1706.0,19.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.7,3.7,7.6,11.4,55.0,64.0,178.0,0.11,0.11,0.21,0.11,0.21,0.2,0.4,0.6,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,32.0,6.0,18.8,1.69,0.32,0.06,0.33,16.3,0.0,0.0,0.0,0.12,-1.7,-1.7,447.0,712.0,62.8,7066.0,2163.0,239.0,319.0,74.9,157.0,250.0,62.8,35.0,87.0,40.2,2.0,7.6,5.6,-5.6,37.0,28.0,34.0,18.0,64.0,66.0,3.48,52.0,0.0,5.0,4.0,3.0,2.0,5.0,0.26,2.0,0.0,1.0,0.0,1.0,1.0,46.0,32.0,15.0,22.0,9.0,17.0,37.0,45.9,20.0,35.0,3.0,32.0,15.0,61.0,16.0,0.0,946.0,22.0,169.0,370.0,423.0,74.0,946.0,38.0,19.0,50.0,19.0,50.0,515.0,3010.0,1591.0,55.0,28.0,16.0,44.0,17.0,621.0,178.0,63.0,49.9,19,76.0,9.0,8,33.0,1,1.63,21.0,19.0,2.0,0.11,-0.63,33.8,22.3,11.4,0.6,0.27,0.0,42.0,19.0,10.0,95.0,15.0,32.0,0.0,0.0,0.0,113.0,33.0,43.0,43.4,€6.00m
Ezequiel Garay,Centre-Back,31.0,ARG,Valencia CF,8.0,2018/2019,https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939,24.0,24,2136.0,23.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,0.5,2.1,16.0,82.0,2.0,0.08,0.0,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,6.0,46.2,0.55,0.25,0.15,0.33,11.1,0.0,0.0,0.0,0.12,0.4,0.4,896.0,1075.0,83.3,18868.0,6953.0,266.0,293.0,90.8,480.0,529.0,90.7,142.0,235.0,60.4,0.0,0.5,0.7,-0.5,4.0,89.0,3.0,0.0,82.0,12.0,0.51,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,15.0,3.0,2.0,9.0,18.0,50.0,9.0,30.0,23.0,7.0,16.0,36.0,140.0,0.0,1317.0,172.0,656.0,610.0,61.0,26.0,1317.0,2.0,2.0,100.0,0.0,0.0,634.0,4211.0,2418.0,16.0,10.0,1.0,4.0,0.0,793.0,2.0,89.0,62.5,24,89.0,23.0,0,,3,1.58,31.0,23.0,8.0,0.34,-0.22,39.9,24.2,15.7,0.66,0.51,0.0,19.0,13.0,0.0,2.0,16.0,17.0,0.0,1.0,0.0,89.0,70.0,41.0,63.1,€8.00m
Facundo Roncaglia,Centre-Back,31.0,ARG,Valencia CF,2.5,2018/2019,https://www.transfermarkt.com/facundo-roncaglia/profil/spieler/61546,7.0,7,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.0,0.4,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.45,0.0,0.0,,8.9,0.0,0.0,0.0,0.14,-0.4,-0.4,239.0,298.0,80.2,4526.0,1860.0,85.0,99.0,85.9,126.0,138.0,91.3,22.0,46.0,47.8,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,11.0,4.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,8.0,5.0,0.0,4.0,6.0,66.7,2.0,4.0,2.0,2.0,10.0,23.0,22.0,0.0,360.0,34.0,185.0,161.0,18.0,4.0,360.0,1.0,1.0,100.0,0.0,0.0,169.0,988.0,418.0,3.0,2.0,1.0,2.0,2.0,184.0,0.0,86.0,17.6,7,86.0,5.0,0,,7,1.29,5.0,4.0,1.0,0.15,-0.33,8.4,6.2,2.2,0.32,-0.17,1.0,6.0,6.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,55.0,16.0,9.0,64.0,€2.50m
Facundo Roncaglia,Centre-Back,31.0,ARG,Celta de Vigo,2.5,2018/2019,https://www.transfermarkt.com/facundo-roncaglia/profil/spieler/61546,7.0,7,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.0,0.4,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.45,0.0,0.0,,8.9,0.0,0.0,0.0,0.14,-0.4,-0.4,239.0,298.0,80.2,4526.0,1860.0,85.0,99.0,85.9,126.0,138.0,91.3,22.0,46.0,47.8,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,11.0,4.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,8.0,5.0,0.0,4.0,6.0,66.7,2.0,4.0,2.0,2.0,10.0,23.0,22.0,0.0,360.0,34.0,185.0,161.0,18.0,4.0,360.0,1.0,1.0,100.0,0.0,0.0,169.0,988.0,418.0,3.0,2.0,1.0,2.0,2.0,184.0,0.0,86.0,17.6,7,86.0,5.0,0,,7,1.29,5.0,4.0,1.0,0.15,-0.33,8.4,6.2,2.2,0.32,-0.17,1.0,6.0,6.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,55.0,16.0,9.0,64.0,€2.50m
Ferrán Torres,Centre-Forward,18.0,ESP,Valencia CF,20.0,2018/2019,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,24.0,8,850.0,9.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.5,1.5,1.7,3.2,35.0,27.0,70.0,0.21,0.11,0.32,0.21,0.32,0.16,0.18,0.34,0.16,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,6.0,37.5,1.69,0.64,0.13,0.33,15.6,0.0,0.0,0.0,0.09,0.5,0.5,239.0,330.0,72.4,3643.0,1131.0,127.0,157.0,80.9,83.0,108.0,76.9,19.0,35.0,54.3,1.0,1.7,1.6,-0.7,15.0,13.0,18.0,8.0,27.0,30.0,3.18,26.0,0.0,2.0,1.0,1.0,0.0,4.0,0.42,3.0,0.0,1.0,0.0,0.0,0.0,15.0,8.0,4.0,8.0,3.0,5.0,11.0,45.5,6.0,10.0,1.0,9.0,10.0,25.0,9.0,0.0,439.0,8.0,70.0,169.0,209.0,31.0,439.0,23.0,14.0,60.9,9.0,39.1,259.0,1950.0,1020.0,35.0,21.0,7.0,20.0,16.0,310.0,70.0,35.0,24.9,8,69.0,1.0,16,19.0,12,1.83,12.0,8.0,4.0,0.42,0.0,14.0,11.9,2.1,0.22,-0.33,0.0,18.0,10.0,1.0,34.0,10.0,8.0,0.0,0.0,0.0,50.0,30.0,20.0,60.0,€20.00m
Fran Navarro,Centre-Forward,20.0,ESP,Valencia CF,0.3,2018/2019,https://www.transfermarkt.com/fran-navarro/profil/spieler/284883,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,€300k
Francis Coquelin,Defensive Midfield,27.0,FRA,Valencia CF,17.5,2018/2019,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,26.0,20,1761.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.3,1.6,18.0,106.0,19.0,0.0,0.05,0.05,0.0,0.05,0.02,0.06,0.08,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,3.0,33.3,0.46,0.15,0.0,0.0,20.2,0.0,0.0,0.0,0.04,-0.4,-0.4,836.0,974.0,85.8,14916.0,4550.0,380.0,425.0,89.4,314.0,343.0,91.5,105.0,145.0,72.4,1.0,1.3,1.0,-0.3,18.0,100.0,4.0,1.0,106.0,42.0,2.15,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,46.0,31.0,25.0,14.0,7.0,17.0,35.0,48.6,18.0,21.0,5.0,16.0,49.0,95.0,29.0,1.0,1169.0,48.0,301.0,714.0,172.0,14.0,1169.0,33.0,27.0,81.8,6.0,18.2,623.0,2614.0,1230.0,18.0,13.0,1.0,16.0,26.0,773.0,19.0,68.0,51.5,20,79.0,9.0,6,29.0,2,1.54,29.0,15.0,14.0,0.72,0.61,29.2,20.3,8.9,0.46,-0.02,0.0,22.0,29.0,0.0,1.0,49.0,31.0,0.0,0.0,0.0,162.0,35.0,19.0,64.8,€17.50m
Gabriel Paulista,Centre-Back,27.0,BRA,Valencia CF,20.0,2018/2019,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,30.0,30,2623.0,29.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,1.0,0.2,1.2,6.0,56.0,0.0,0.0,0.03,0.03,0.0,0.03,0.04,0.01,0.04,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,2.0,18.2,0.38,0.07,0.0,0.0,11.3,0.0,0.0,0.0,0.09,-1.1,-1.0,1127.0,1300.0,86.7,23545.0,9286.0,350.0,380.0,92.1,587.0,649.0,90.4,180.0,246.0,73.2,1.0,0.2,0.3,0.8,5.0,57.0,2.0,0.0,56.0,20.0,0.69,16.0,1.0,0.0,2.0,0.0,1.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0,29.0,16.0,20.0,6.0,3.0,14.0,28.0,50.0,14.0,37.0,21.0,16.0,70.0,99.0,162.0,1.0,1638.0,229.0,889.0,716.0,38.0,15.0,1638.0,6.0,3.0,50.0,3.0,50.0,805.0,4292.0,2315.0,6.0,5.0,1.0,11.0,3.0,920.0,0.0,87.0,76.7,30,87.0,28.0,0,,3,1.53,38.0,28.0,10.0,0.34,-0.33,45.1,33.6,11.5,0.39,-0.32,0.0,25.0,30.0,1.0,0.0,70.0,16.0,0.0,1.0,0.0,158.0,60.0,25.0,70.6,€20.00m
Geoffrey Kondogbia,Defensive Midfield,25.0,CTA,Valencia CF,30.0,2018/2019,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,19.0,14,1245.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,0.9,3.1,14.0,87.0,10.0,0.07,0.07,0.14,0.07,0.14,0.16,0.07,0.22,0.16,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,18.2,1.59,0.29,0.05,0.25,21.2,0.0,0.0,0.0,0.1,-1.2,-1.2,628.0,746.0,84.2,12446.0,3392.0,248.0,284.0,87.3,264.0,293.0,90.1,101.0,132.0,76.5,1.0,0.9,0.7,0.1,6.0,81.0,6.0,0.0,87.0,24.0,1.73,19.0,0.0,2.0,1.0,0.0,2.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,47.0,33.0,18.0,23.0,6.0,12.0,27.0,44.4,15.0,20.0,7.0,13.0,27.0,74.0,22.0,2.0,914.0,49.0,221.0,595.0,105.0,12.0,914.0,24.0,22.0,91.7,2.0,8.3,525.0,3155.0,1324.0,14.0,16.0,0.0,15.0,20.0,643.0,10.0,66.0,36.4,14,81.0,10.0,5,23.0,4,1.42,12.0,13.0,-1.0,-0.07,-0.78,17.8,14.0,3.8,0.27,-0.31,0.0,21.0,19.0,0.0,0.0,27.0,33.0,0.0,0.0,0.0,100.0,24.0,28.0,46.2,€30.00m
Gonçalo Guedes,Left Winger,21.0,POR,Valencia CF,40.0,2018/2019,https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,25.0,18,1465.0,16.3,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,2.1,2.1,2.7,4.8,91.0,97.0,147.0,0.31,0.18,0.49,0.31,0.49,0.13,0.17,0.29,0.13,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,35.0,14.0,40.0,2.15,0.86,0.14,0.36,21.3,1.0,0.0,0.0,0.06,2.9,2.9,471.0,667.0,70.6,7219.0,2146.0,260.0,314.0,82.8,160.0,224.0,71.4,35.0,69.0,50.7,3.0,2.7,3.6,0.3,21.0,46.0,39.0,3.0,97.0,56.0,3.44,38.0,1.0,6.0,3.0,8.0,0.0,9.0,0.55,7.0,0.0,1.0,1.0,0.0,0.0,31.0,13.0,16.0,12.0,3.0,14.0,43.0,32.6,29.0,15.0,0.0,15.0,7.0,38.0,1.0,0.0,860.0,4.0,102.0,339.0,435.0,64.0,860.0,56.0,36.0,64.3,20.0,35.7,563.0,4402.0,2666.0,91.0,61.0,23.0,40.0,24.0,674.0,147.0,59.0,42.8,18,71.0,5.0,7,26.0,1,1.76,26.0,10.0,16.0,0.98,0.98,22.9,13.8,9.2,0.56,0.17,0.0,19.0,50.0,7.0,52.0,7.0,13.0,0.0,0.0,0.0,82.0,9.0,11.0,45.0,€40.00m
Jaume Doménech,Goalkeeper,27.0,ESP,Valencia CF,2.5,2018/2019,https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,13.0,12.0,92.3,2.0,2.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,0.0,1.0,0.0,2.6,0.2,1.6,0.4,24.0,49.0,49.0,61.0,18.0,37.7,35.1,30.0,86.7,54.7,58.0,4.0,6.9,2.0,0.5,12.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,59.0,92.0,64.1,2118.0,1850.0,9.0,9.0,100.0,15.0,17.0,88.2,35.0,65.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,93.0,102.0,0.0,0.0,0.0,102.0,0.0,0.0,,0.0,,40.0,327.0,249.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,90.0,10.5,4,90.0,4.0,0,,31,2.0,5.0,1.0,4.0,1.0,0.65,4.9,3.2,1.7,0.42,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,100.0,€2.50m
Jeison Murillo,Centre-Back,26.0,COL,FC Barcelona,10.0,2018/2019,https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,16.0,17.0,94.1,318.0,191.0,2.0,3.0,66.7,12.0,12.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,4.0,6.0,0.0,28.0,4.0,18.0,10.0,0.0,0.0,28.0,0.0,0.0,,0.0,,6.0,34.0,22.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,90.0,2.6,1,90.0,1.0,0,,7,1.0,1.0,1.0,0.0,0.0,-0.43,1.1,0.4,0.7,0.71,0.25,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,60.0,€10.00m
Jeison Murillo,Centre-Back,26.0,COL,Valencia CF,10.0,2018/2019,https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,16.0,17.0,94.1,318.0,191.0,2.0,3.0,66.7,12.0,12.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,4.0,6.0,0.0,28.0,4.0,18.0,10.0,0.0,0.0,28.0,0.0,0.0,,0.0,,6.0,34.0,22.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,90.0,2.6,1,90.0,1.0,0,,7,1.0,1.0,1.0,0.0,0.0,-0.43,1.1,0.4,0.7,0.71,0.25,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,60.0,€10.00m
Kévin Gameiro,Centre-Forward,31.0,FRA,Valencia CF,9.0,2018/2019,https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,33.0,16,1612.0,17.9,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,8.8,8.8,3.7,12.5,53.0,36.0,141.0,0.33,0.06,0.39,0.33,0.39,0.49,0.21,0.7,0.49,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,36.0,15.0,41.7,2.01,0.84,0.17,0.4,12.5,0.0,0.0,0.0,0.24,-2.8,-2.8,332.0,439.0,75.6,4217.0,756.0,205.0,243.0,84.4,88.0,110.0,80.0,8.0,18.0,44.4,1.0,3.7,3.4,-2.7,25.0,16.0,17.0,0.0,36.0,52.0,2.9,42.0,0.0,2.0,2.0,4.0,2.0,6.0,0.33,4.0,0.0,0.0,1.0,1.0,0.0,14.0,9.0,4.0,6.0,4.0,1.0,6.0,16.7,5.0,12.0,2.0,10.0,5.0,19.0,3.0,0.0,577.0,6.0,32.0,218.0,336.0,95.0,577.0,26.0,12.0,46.2,14.0,53.8,340.0,2368.0,1209.0,53.0,28.0,24.0,32.0,28.0,449.0,141.0,49.0,47.1,16,78.0,7.0,17,22.0,1,1.61,20.0,18.0,2.0,0.11,-0.59,27.8,21.9,5.9,0.33,-0.26,0.0,11.0,12.0,17.0,10.0,5.0,9.0,1.0,0.0,0.0,43.0,11.0,42.0,20.8,€9.00m
Michy Batshuayi,Centre-Forward,24.0,BEL,Valencia CF,30.0,2018/2019,https://www.transfermarkt.com/michy-batshuayi/profil/spieler/179184,15.0,4,527.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.8,2.2,9.0,8.0,36.0,0.17,0.0,0.17,0.17,0.17,0.23,0.14,0.37,0.23,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,7.0,41.2,2.9,1.2,0.06,0.14,17.6,0.0,0.0,0.0,0.08,-0.4,-0.4,101.0,135.0,74.8,1583.0,255.0,60.0,72.0,83.3,24.0,35.0,68.6,13.0,13.0,100.0,0.0,0.8,0.4,-0.8,10.0,4.0,4.0,0.0,8.0,15.0,2.56,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,3.0,0.0,1.0,3.0,0.0,202.0,4.0,20.0,93.0,93.0,28.0,202.0,10.0,4.0,40.0,6.0,60.0,125.0,597.0,250.0,9.0,4.0,4.0,19.0,18.0,165.0,36.0,35.0,15.4,4,74.0,1.0,11,21.0,2,1.0,6.0,4.0,2.0,0.34,-0.09,7.2,4.6,2.6,0.44,-0.03,0.0,16.0,8.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,17.0,37.0,€30.00m
