Player,position,Age,Nation,club,mv_millions,Season,player_url,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,market_value
Ander Guevara,Central Midfield,21.0,ESP,Real Sociedad,2.5,2018/2019,https://www.transfermarkt.com/ander-guevara/profil/spieler/465967,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,28.2,0.0,0.0,0.0,0.02,-0.1,-0.1,42.0,44.0,95.5,748.0,199.0,16.0,16.0,100.0,18.0,19.0,94.7,5.0,5.0,100.0,0.0,0.0,0.1,0.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,6.0,33.3,4.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,52.0,1.0,8.0,35.0,9.0,0.0,52.0,3.0,3.0,100.0,0.0,0.0,27.0,163.0,69.0,1.0,1.0,0.0,0.0,1.0,32.0,0.0,90.0,2.6,1,90.0,1.0,0,,2,1.0,1.0,1.0,0.0,0.0,0.03,2.9,1.3,1.6,1.59,1.6,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,100.0,€2.50m
Andoni Gorosabel,Right-Back,21.0,ESP,Real Sociedad,1.5,2018/2019,https://www.transfermarkt.com/andoni-gorosabel/profil/spieler/289255,7.0,6,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,6.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.4,0.0,0.0,,21.4,0.0,0.0,0.0,0.04,-0.1,-0.1,225.0,279.0,80.6,3260.0,1129.0,133.0,146.0,91.1,74.0,92.0,80.4,10.0,17.0,58.8,0.0,0.5,0.3,-0.5,4.0,8.0,5.0,2.0,18.0,5.0,0.99,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,10.0,5.0,1.0,8.0,13.0,61.5,5.0,5.0,1.0,4.0,4.0,20.0,20.0,1.0,347.0,19.0,107.0,163.0,81.0,3.0,347.0,7.0,1.0,14.3,6.0,85.7,143.0,790.0,368.0,6.0,12.0,0.0,12.0,4.0,190.0,25.0,65.0,13.3,6,75.0,4.0,1,4.0,6,1.43,3.0,6.0,-3.0,-0.59,-0.65,5.1,5.6,-0.4,-0.09,-0.14,0.0,5.0,5.0,0.0,9.0,4.0,9.0,0.0,0.0,0.0,23.0,6.0,8.0,42.9,€1.50m
Andoni Zubiaurre,Goalkeeper,21.0,ESP,Real Sociedad,0.3,2018/2019,https://www.transfermarkt.com/andoni-zubiaurre/profil/spieler/428948,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,€300k
Aritz Elustondo,Centre-Back,24.0,ESP,Real Sociedad,10.0,2018/2019,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,27.0,24,2254.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,25.0,71.0,24.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,5.0,50.0,0.4,0.2,0.1,0.2,10.2,0.0,0.0,0.0,0.15,-0.5,-0.5,965.0,1236.0,78.1,17700.0,6583.0,370.0,422.0,87.7,510.0,611.0,83.5,78.0,159.0,49.1,0.0,0.6,0.9,-0.6,9.0,44.0,12.0,9.0,71.0,25.0,1.0,20.0,0.0,1.0,1.0,1.0,2.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,47.0,29.0,31.0,14.0,2.0,26.0,41.0,63.4,15.0,23.0,7.0,16.0,39.0,86.0,150.0,0.0,1541.0,167.0,746.0,659.0,149.0,31.0,1541.0,19.0,16.0,84.2,3.0,15.8,722.0,4275.0,2566.0,25.0,14.0,2.0,13.0,3.0,833.0,24.0,83.0,65.9,24,88.0,22.0,3,44.0,3,1.3,28.0,35.0,-7.0,-0.28,-0.74,32.9,34.8,-1.9,-0.08,-0.31,0.0,22.0,27.0,0.0,28.0,39.0,29.0,0.0,0.0,0.0,137.0,64.0,39.0,62.1,€10.00m
Asier Illarramendi,Defensive Midfield,28.0,ESP,Real Sociedad,25.0,2018/2019,https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344,23.0,20,1821.0,20.2,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.5,0.5,1.4,1.9,24.0,144.0,6.0,0.05,0.05,0.1,0.05,0.1,0.02,0.07,0.1,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,28.6,0.69,0.2,0.07,0.25,24.9,2.0,0.0,0.0,0.04,0.5,0.5,1060.0,1267.0,83.7,19327.0,6015.0,429.0,480.0,89.4,483.0,548.0,88.1,120.0,180.0,66.7,1.0,1.4,1.6,-0.4,11.0,117.0,10.0,0.0,144.0,34.0,1.68,22.0,5.0,1.0,4.0,1.0,1.0,3.0,0.15,2.0,1.0,0.0,0.0,0.0,0.0,39.0,24.0,22.0,14.0,3.0,21.0,51.0,41.2,30.0,36.0,9.0,27.0,31.0,70.0,46.0,1.0,1468.0,79.0,395.0,944.0,142.0,4.0,1468.0,10.0,7.0,70.0,3.0,30.0,796.0,4551.0,2294.0,24.0,19.0,0.0,22.0,13.0,911.0,6.0,79.0,53.2,20,88.0,16.0,3,22.0,1,1.22,23.0,21.0,2.0,0.1,0.27,25.5,24.0,1.4,0.07,0.09,0.0,34.0,35.0,0.0,19.0,31.0,24.0,0.0,0.0,0.0,182.0,28.0,50.0,35.9,€25.00m
David Zurutuza,Central Midfield,32.0,ESP,Real Sociedad,2.5,2018/2019,https://www.transfermarkt.com/david-zurutuza/profil/spieler/59375,21.0,13,1222.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.6,2.2,23.0,63.0,37.0,0.15,0.0,0.15,0.15,0.15,0.12,0.04,0.16,0.12,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,2.0,20.0,0.74,0.15,0.2,1.0,17.3,0.0,0.0,0.0,0.16,0.4,0.4,490.0,616.0,79.5,7978.0,2147.0,247.0,294.0,84.0,188.0,224.0,83.9,39.0,51.0,76.5,0.0,0.6,0.9,-0.6,9.0,49.0,4.0,1.0,63.0,25.0,1.84,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,9.0,15.0,3.0,8.0,22.0,36.4,14.0,19.0,4.0,15.0,24.0,51.0,26.0,1.0,769.0,28.0,150.0,476.0,151.0,16.0,769.0,11.0,5.0,45.5,6.0,54.5,424.0,2454.0,1158.0,23.0,23.0,0.0,21.0,26.0,517.0,37.0,58.0,35.7,13,78.0,6.0,8,26.0,3,1.38,20.0,15.0,5.0,0.37,0.61,19.6,16.7,2.9,0.21,0.28,0.0,18.0,36.0,2.0,6.0,24.0,16.0,0.0,0.0,0.0,88.0,34.0,33.0,50.7,€2.50m
Diego Llorente,Centre-Back,24.0,ESP,Real Sociedad,25.0,2018/2019,https://www.transfermarkt.com/diego-llorente/profil/spieler/246291,21.0,20,1752.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,21.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,1.0,14.3,0.36,0.05,0.0,0.0,19.4,1.0,0.0,0.0,0.07,-0.5,-0.5,935.0,1110.0,84.2,20043.0,6276.0,240.0,267.0,89.9,552.0,605.0,91.2,141.0,215.0,65.6,0.0,0.1,0.4,-0.1,2.0,51.0,3.0,1.0,58.0,9.0,0.46,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,16.0,8.0,2.0,17.0,29.0,58.6,12.0,27.0,15.0,12.0,26.0,52.0,83.0,2.0,1302.0,135.0,659.0,609.0,37.0,14.0,1302.0,4.0,2.0,50.0,2.0,50.0,760.0,4717.0,2950.0,21.0,6.0,1.0,5.0,2.0,864.0,7.0,83.0,51.2,20,85.0,17.0,1,45.0,3,1.62,28.0,17.0,11.0,0.57,1.21,25.6,22.4,3.3,0.17,0.28,0.0,20.0,13.0,1.0,2.0,26.0,15.0,0.0,0.0,1.0,95.0,57.0,41.0,58.2,€25.00m
Gerónimo Rulli,Goalkeeper,26.0,ARG,Real Sociedad,10.0,2018/2019,https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604,27.0,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,1.3,109.0,75.0,69.7,10.0,9.0,8.0,7.0,25.9,3.0,2.0,1.0,0.0,33.3,27.0,35.0,2.0,1.0,10.0,2.0,29.7,0.25,-3.3,-0.12,155.0,430.0,36.0,872.0,107.0,32.2,32.7,218.0,68.3,49.3,430.0,23.0,5.3,31.0,1.15,14.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,782.0,1095.0,71.4,22376.0,15005.0,85.0,86.0,98.8,430.0,436.0,98.6,266.0,565.0,47.1,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,5.0,0.19,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,3.0,12.0,6.0,1162.0,952.0,1152.0,11.0,0.0,0.0,1162.0,0.0,0.0,,0.0,,574.0,2635.0,1726.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,90.0,71.1,27,90.0,27.0,0,,11,1.44,36.0,35.0,1.0,0.04,0.22,36.0,38.4,-2.4,-0.09,-0.41,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,12.0,2.0,85.7,€10.00m
Héctor Moreno,Centre-Back,30.0,MEX,Real Sociedad,6.0,2018/2019,https://www.transfermarkt.com/hector-moreno/profil/spieler/51046,25.0,21,1933.0,21.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,27.0,94.0,6.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.05,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,16.7,0.28,0.05,0.17,1.0,10.4,0.0,0.0,0.0,0.09,0.4,0.4,1037.0,1221.0,84.9,20185.0,7557.0,347.0,369.0,94.0,566.0,615.0,92.0,110.0,196.0,56.1,0.0,0.5,0.6,-0.5,4.0,65.0,2.0,0.0,94.0,13.0,0.61,11.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,12.0,4.0,0.0,9.0,17.0,52.9,8.0,34.0,19.0,15.0,31.0,47.0,73.0,0.0,1401.0,139.0,682.0,685.0,44.0,17.0,1401.0,4.0,2.0,50.0,2.0,50.0,820.0,5256.0,3234.0,27.0,4.0,1.0,5.0,3.0,946.0,6.0,77.0,56.5,21,90.0,21.0,4,10.0,7,1.56,30.0,29.0,1.0,0.05,0.17,29.6,27.3,2.3,0.11,0.18,0.0,17.0,13.0,3.0,5.0,31.0,9.0,0.0,0.0,0.0,95.0,37.0,24.0,60.7,€6.00m
Igor Zubeldia,Centre-Back,21.0,ESP,Real Sociedad,30.0,2018/2019,https://www.transfermarkt.com/igor-zubeldia/profil/spieler/355628,33.0,29,2549.0,28.3,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,1.0,1.6,22.0,89.0,12.0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.05,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,4.0,26.7,0.53,0.14,0.0,0.0,27.3,0.0,0.0,0.0,0.04,-0.5,-0.5,1031.0,1207.0,85.4,19069.0,4583.0,403.0,456.0,88.4,493.0,533.0,92.5,113.0,163.0,69.3,1.0,1.0,0.7,0.0,8.0,82.0,6.0,1.0,89.0,17.0,0.6,14.0,0.0,1.0,0.0,0.0,2.0,4.0,0.14,3.0,0.0,1.0,0.0,0.0,0.0,61.0,35.0,32.0,24.0,5.0,22.0,54.0,40.7,32.0,30.0,6.0,24.0,45.0,106.0,60.0,0.0,1473.0,92.0,451.0,937.0,112.0,4.0,1473.0,44.0,38.0,86.4,6.0,13.6,750.0,4733.0,2296.0,22.0,20.0,0.0,19.0,28.0,880.0,12.0,77.0,74.5,29,85.0,23.0,4,18.0,2,1.39,28.0,37.0,-9.0,-0.32,-1.14,31.1,36.8,-5.7,-0.2,-0.91,0.0,37.0,13.0,0.0,2.0,45.0,35.0,0.0,0.0,0.0,200.0,59.0,52.0,53.2,€30.00m
Jon Bautista,Centre-Forward,23.0,ESP,Real Sociedad,2.0,2018/2019,https://www.transfermarkt.com/jon-bautista/profil/spieler/289236,18.0,4,597.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,0.9,3.6,4.0,6.0,27.0,0.15,0.0,0.15,0.15,0.15,0.41,0.13,0.55,0.41,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,5.0,25.0,3.02,0.75,0.05,0.2,13.0,0.0,0.0,0.0,0.14,-1.7,-1.7,84.0,137.0,61.3,1059.0,173.0,55.0,84.0,65.5,20.0,32.0,62.5,2.0,4.0,50.0,0.0,0.9,0.6,-0.9,4.0,7.0,0.0,0.0,6.0,8.0,1.21,4.0,0.0,2.0,1.0,1.0,0.0,2.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,8.0,1.0,7.0,5.0,10.0,4.0,0.0,223.0,6.0,10.0,116.0,97.0,33.0,223.0,8.0,5.0,62.5,3.0,37.5,83.0,350.0,117.0,4.0,2.0,3.0,18.0,14.0,152.0,27.0,33.0,17.5,4,84.0,2.0,14,19.0,13,0.89,6.0,9.0,-3.0,-0.45,-0.52,9.3,7.7,1.6,0.24,0.26,0.0,14.0,9.0,9.0,0.0,5.0,3.0,1.0,0.0,0.0,14.0,52.0,57.0,47.7,€2.00m
Joseba Zaldúa,Right-Back,26.0,ESP,Real Sociedad,10.0,2018/2019,https://www.transfermarkt.com/joseba-zaldua/profil/spieler/197135,26.0,25,2139.0,23.8,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.1,0.1,1.9,2.0,70.0,94.0,110.0,0.04,0.08,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,40.0,0.21,0.08,0.2,0.5,24.9,0.0,0.0,0.0,0.03,0.9,0.9,956.0,1244.0,76.8,15178.0,6156.0,547.0,613.0,89.2,329.0,426.0,77.2,66.0,133.0,49.6,2.0,1.9,2.1,0.1,14.0,74.0,31.0,16.0,94.0,46.0,1.94,36.0,1.0,4.0,0.0,4.0,1.0,5.0,0.21,4.0,0.0,0.0,0.0,0.0,1.0,36.0,27.0,23.0,10.0,3.0,15.0,32.0,46.9,17.0,19.0,3.0,16.0,38.0,74.0,72.0,0.0,1495.0,82.0,440.0,673.0,391.0,23.0,1495.0,37.0,20.0,54.1,17.0,45.9,664.0,4311.0,2391.0,70.0,43.0,12.0,31.0,11.0,840.0,110.0,82.0,62.5,25,85.0,21.0,1,21.0,3,1.35,29.0,29.0,0.0,0.0,0.07,31.6,31.0,0.6,0.03,-0.01,0.0,33.0,64.0,0.0,73.0,38.0,27.0,0.0,1.0,0.0,90.0,46.0,26.0,63.9,€10.00m
Juanmi,Left Winger,25.0,ESP,Real Sociedad,8.0,2018/2019,https://www.transfermarkt.com/juanmi/profil/spieler/126737,30.0,16,1523.0,16.9,5.0,2.0,7.0,5.0,0.0,0.0,5.0,1.0,6.6,6.6,1.5,8.1,27.0,21.0,86.0,0.3,0.12,0.41,0.3,0.41,0.39,0.09,0.48,0.39,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,43.0,20.0,46.5,2.54,1.18,0.12,0.25,14.7,0.0,0.0,0.0,0.15,-1.6,-1.6,295.0,373.0,79.1,4083.0,716.0,182.0,212.0,85.8,81.0,102.0,79.4,13.0,21.0,61.9,2.0,1.5,1.1,0.5,10.0,12.0,8.0,1.0,21.0,31.0,1.83,18.0,0.0,3.0,5.0,5.0,0.0,6.0,0.35,3.0,0.0,0.0,2.0,1.0,0.0,21.0,12.0,7.0,11.0,3.0,8.0,22.0,36.4,14.0,12.0,0.0,12.0,16.0,37.0,13.0,0.0,533.0,10.0,72.0,287.0,183.0,58.0,533.0,19.0,16.0,84.2,3.0,15.8,326.0,1802.0,694.0,27.0,12.0,11.0,31.0,40.0,395.0,86.0,51.0,44.5,16,79.0,6.0,14,19.0,5,1.17,20.0,23.0,-3.0,-0.18,-0.27,21.1,22.2,-1.1,-0.06,-0.17,1.0,27.0,27.0,24.0,6.0,16.0,12.0,1.0,0.0,0.0,62.0,19.0,27.0,41.3,€8.00m
Kévin Rodrigues,Left-Back,24.0,POR,Real Sociedad,3.0,2018/2019,https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947,7.0,5,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.3,10.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,0.37,0.19,0.0,0.0,26.0,0.0,0.0,0.0,0.04,-0.1,-0.1,180.0,239.0,75.3,2853.0,1331.0,94.0,112.0,83.9,67.0,86.0,77.9,14.0,26.0,53.8,0.0,0.3,0.3,-0.3,6.0,9.0,4.0,3.0,18.0,15.0,2.79,11.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,14.0,6.0,1.0,9.0,17.0,52.9,8.0,13.0,3.0,10.0,8.0,29.0,15.0,0.0,311.0,31.0,107.0,135.0,72.0,2.0,311.0,13.0,9.0,69.2,4.0,30.8,125.0,762.0,512.0,10.0,10.0,0.0,6.0,7.0,152.0,30.0,69.0,14.2,5,90.0,5.0,2,16.0,10,1.57,5.0,6.0,-1.0,-0.19,-0.19,6.1,7.2,-1.1,-0.21,-0.28,0.0,5.0,6.0,0.0,12.0,8.0,11.0,0.0,0.0,0.0,31.0,6.0,13.0,31.6,€3.00m
Luca Sangalli,Central Midfield,23.0,ESP,Real Sociedad,4.0,2018/2019,https://www.transfermarkt.com/luca-sangalli/profil/spieler/289286,18.0,12,999.0,11.1,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.3,2.8,20.0,36.0,34.0,0.09,0.27,0.36,0.09,0.36,0.14,0.11,0.25,0.14,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,5.0,45.5,0.99,0.45,0.09,0.2,19.0,0.0,0.0,0.0,0.14,-0.5,-0.5,275.0,388.0,70.9,4151.0,1110.0,149.0,184.0,81.0,95.0,125.0,76.0,20.0,44.0,45.5,3.0,1.3,0.7,1.7,11.0,25.0,8.0,4.0,36.0,25.0,2.25,14.0,0.0,2.0,1.0,6.0,2.0,3.0,0.27,2.0,0.0,0.0,0.0,1.0,0.0,19.0,13.0,6.0,11.0,2.0,5.0,22.0,22.7,17.0,9.0,1.0,8.0,5.0,24.0,5.0,0.0,483.0,5.0,85.0,268.0,138.0,14.0,483.0,23.0,16.0,69.6,7.0,30.4,318.0,1783.0,870.0,20.0,20.0,0.0,20.0,18.0,355.0,34.0,56.0,29.2,12,73.0,3.0,6,20.0,10,1.22,15.0,17.0,-2.0,-0.18,-0.22,14.1,16.3,-2.2,-0.2,-0.33,0.0,11.0,17.0,0.0,20.0,5.0,13.0,1.0,0.0,0.0,65.0,9.0,21.0,30.0,€4.00m
Martín Merquelanz,Left Winger,23.0,ESP,Real Sociedad,0.4,2018/2019,https://www.transfermarkt.com/martin-merquelanz/profil/spieler/289272,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,100.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0,,0.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,€400k
