Player,position,Age,Nation,club,mv_millions,Season,player_url,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,market_value
Moi Gómez,Left Winger,25.0,ESP,Villarreal CF,4.8,2019/2020,https://www.transfermarkt.com/moi-gomez/profil/spieler/175449,37.0,26,2319.0,25.8,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,3.2,3.2,4.4,7.6,66.0,93.0,165.0,0.19,0.16,0.35,0.19,0.35,0.12,0.17,0.3,0.12,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,36.0,14.0,38.9,1.4,0.54,0.14,0.36,21.5,1.0,0.0,0.0,0.09,1.8,1.8,911.0,1136.0,80.2,13849.0,3234.0,527.0,581.0,90.7,246.0,305.0,80.7,85.0,134.0,63.4,4.0,4.4,4.7,-0.4,28.0,60.0,37.0,17.0,93.0,78.0,3.02,62.0,1.0,3.0,7.0,5.0,0.0,10.0,0.39,4.0,0.0,2.0,1.0,3.0,0.0,30.0,22.0,9.0,14.0,7.0,11.0,33.0,33.3,22.0,22.0,2.0,20.0,25.0,55.0,23.0,0.0,1383.0,34.0,237.0,609.0,546.0,61.0,1383.0,45.0,20.0,44.4,25.0,55.6,881.0,4942.0,2166.0,66.0,40.0,18.0,47.0,21.0,1041.0,165.0,63.0,67.8,26,76.0,8.0,11,31.0,1,1.62,42.0,32.0,10.0,0.39,0.06,41.9,32.6,9.2,0.36,-0.3,0.0,22.0,25.0,9.0,78.0,25.0,22.0,3.0,0.0,0.0,146.0,13.0,28.0,31.7,€4.80m
Paco Alcácer,Centre-Forward,25.0,ESP,Villarreal CF,28.0,2019/2020,https://www.transfermarkt.com/paco-alcacer/profil/spieler/126716,13.0,11,924.0,10.3,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.7,3.7,1.4,5.2,13.0,15.0,50.0,0.39,0.1,0.49,0.39,0.49,0.36,0.14,0.5,0.36,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,26.0,7.0,26.9,2.53,0.68,0.15,0.57,16.4,1.0,0.0,0.0,0.14,0.3,0.3,179.0,227.0,78.9,2197.0,326.0,115.0,132.0,87.1,38.0,54.0,70.4,6.0,8.0,75.0,1.0,1.4,1.3,-0.4,9.0,5.0,5.0,0.0,15.0,17.0,1.66,15.0,0.0,0.0,1.0,1.0,0.0,2.0,0.19,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,7.0,14.3,6.0,4.0,1.0,3.0,2.0,5.0,10.0,0.0,306.0,11.0,29.0,137.0,143.0,36.0,306.0,7.0,3.0,42.9,4.0,57.1,159.0,597.0,270.0,13.0,7.0,9.0,15.0,8.0,213.0,50.0,71.0,27.0,11,77.0,3.0,2,36.0,1,1.77,14.0,13.0,1.0,0.1,-0.37,14.8,11.0,3.8,0.37,-0.12,0.0,4.0,11.0,13.0,1.0,2.0,3.0,1.0,0.0,0.0,25.0,6.0,22.0,21.4,€28.00m
Pau Torres,Centre-Back,22.0,ESP,Villarreal CF,16.0,2019/2020,https://www.transfermarkt.com/pau-torres/profil/spieler/399776,34.0,33,2971.0,33.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,2.3,4.0,27.0,104.0,3.0,0.06,0.03,0.09,0.06,0.09,0.05,0.07,0.12,0.05,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,2.0,20.0,0.3,0.06,0.2,1.0,8.4,0.0,0.0,0.0,0.17,0.3,0.3,1732.0,2036.0,85.1,37785.0,12955.0,500.0,547.0,91.4,881.0,962.0,91.6,326.0,474.0,68.8,1.0,2.3,1.4,-1.3,11.0,99.0,3.0,0.0,104.0,15.0,0.45,14.0,0.0,0.0,1.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,24.0,10.0,0.0,16.0,24.0,66.7,8.0,39.0,23.0,16.0,27.0,61.0,153.0,1.0,2335.0,311.0,1356.0,950.0,46.0,16.0,2335.0,13.0,10.0,76.9,3.0,23.1,1387.0,7969.0,5120.0,27.0,16.0,2.0,13.0,10.0,1610.0,3.0,87.0,86.9,33,90.0,33.0,1,1.0,0,1.47,54.0,45.0,9.0,0.27,-0.73,58.1,41.5,16.7,0.5,0.38,0.0,29.0,9.0,0.0,2.0,27.0,21.0,0.0,2.0,1.0,203.0,45.0,57.0,44.1,€16.00m
Ramiro Funes Mori,Centre-Back,28.0,ARG,Villarreal CF,4.8,2019/2020,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,7.0,5,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.6,0.0,0.0,,26.2,0.0,0.0,0.0,0.04,-0.1,-0.1,224.0,273.0,82.1,4644.0,1584.0,74.0,87.0,85.1,104.0,111.0,93.7,42.0,65.0,64.6,0.0,0.1,0.0,-0.1,2.0,14.0,0.0,0.0,14.0,3.0,0.6,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0,6.0,3.0,8.0,9.0,1.0,311.0,27.0,147.0,155.0,9.0,5.0,311.0,1.0,1.0,100.0,0.0,0.0,198.0,1194.0,711.0,5.0,5.0,0.0,2.0,1.0,209.0,2.0,65.0,13.2,5,90.0,5.0,2,2.0,19,2.29,9.0,7.0,2.0,0.4,0.03,6.3,5.9,0.5,0.09,-0.42,0.0,7.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,35.0,9.0,8.0,52.9,€4.80m
Raúl Albiol,Centre-Back,33.0,ESP,Villarreal CF,3.2,2019/2020,https://www.transfermarkt.com/raul-albiol/profil/spieler/15452,36.0,36,3237.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.3,2.3,0.3,2.5,11.0,118.0,4.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,26.7,0.42,0.11,0.07,0.25,10.8,0.0,0.0,0.0,0.15,-1.3,-1.3,1635.0,1954.0,83.7,36891.0,12724.0,388.0,448.0,86.6,909.0,990.0,91.8,320.0,476.0,67.2,0.0,0.3,0.6,-0.3,4.0,98.0,5.0,1.0,118.0,19.0,0.53,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,43.0,23.0,27.0,16.0,0.0,18.0,27.0,66.7,9.0,29.0,21.0,8.0,42.0,85.0,175.0,2.0,2282.0,336.0,1270.0,971.0,52.0,21.0,2282.0,3.0,3.0,100.0,0.0,0.0,1193.0,6416.0,3896.0,11.0,8.0,1.0,9.0,2.0,1497.0,4.0,90.0,94.6,36,90.0,35.0,0,,1,1.67,61.0,44.0,17.0,0.47,1.95,60.9,42.7,18.1,0.5,0.92,0.0,30.0,25.0,2.0,3.0,42.0,23.0,0.0,2.0,0.0,155.0,74.0,55.0,57.4,€3.20m
Rubén Peña,Right-Back,28.0,ESP,Villarreal CF,6.5,2019/2020,https://www.transfermarkt.com/ruben-pena/profil/spieler/238868,26.0,21,1909.0,21.2,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,2.1,3.2,55.0,90.0,115.0,0.09,0.09,0.19,0.09,0.19,0.05,0.1,0.15,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,3.0,50.0,0.28,0.14,0.33,0.67,16.3,0.0,0.0,0.0,0.18,0.9,0.9,1015.0,1312.0,77.4,16885.0,6169.0,496.0,571.0,86.9,404.0,490.0,82.4,90.0,175.0,51.4,2.0,2.1,2.2,-0.1,18.0,61.0,19.0,11.0,90.0,38.0,1.79,31.0,1.0,3.0,1.0,2.0,0.0,6.0,0.28,4.0,0.0,1.0,0.0,1.0,0.0,42.0,24.0,23.0,19.0,0.0,17.0,50.0,34.0,33.0,25.0,8.0,17.0,35.0,77.0,58.0,2.0,1588.0,70.0,460.0,763.0,382.0,21.0,1588.0,56.0,26.0,46.4,30.0,53.6,796.0,4330.0,2362.0,55.0,39.0,7.0,34.0,19.0,922.0,115.0,73.0,55.8,21,87.0,18.0,5,16.0,7,1.62,36.0,28.0,8.0,0.38,0.02,33.9,24.8,9.1,0.43,-0.06,0.0,39.0,21.0,1.0,78.0,35.0,24.0,0.0,0.0,1.0,114.0,20.0,23.0,46.5,€6.50m
Samuel Chukwueze,Right Winger,20.0,NGA,Villarreal CF,27.0,2019/2020,https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922,37.0,20,2048.0,22.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,4.4,7.8,119.0,85.0,213.0,0.13,0.09,0.22,0.13,0.22,0.15,0.19,0.34,0.15,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,48.0,11.0,22.9,2.11,0.48,0.06,0.27,18.5,0.0,0.0,0.0,0.07,-0.4,-0.4,546.0,762.0,71.7,9159.0,2208.0,274.0,340.0,80.6,198.0,257.0,77.0,57.0,92.0,62.0,2.0,4.4,3.1,-2.4,39.0,37.0,28.0,5.0,85.0,105.0,4.62,70.0,0.0,16.0,3.0,13.0,3.0,12.0,0.53,5.0,0.0,3.0,1.0,3.0,0.0,23.0,14.0,12.0,6.0,5.0,13.0,30.0,43.3,17.0,15.0,1.0,14.0,10.0,33.0,14.0,1.0,1046.0,17.0,134.0,427.0,507.0,107.0,1046.0,112.0,63.0,56.3,49.0,43.8,706.0,5611.0,3146.0,119.0,71.0,54.0,77.0,29.0,806.0,213.0,55.0,59.9,20,79.0,10.0,17,27.0,0,1.54,36.0,35.0,1.0,0.04,-0.81,39.7,29.1,10.6,0.47,0.03,0.0,16.0,50.0,12.0,34.0,10.0,14.0,2.0,0.0,0.0,126.0,13.0,27.0,32.5,€27.00m
Santi Cazorla,Central Midfield,34.0,ESP,Villarreal CF,3.2,2019/2020,https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,35.0,29,2450.0,27.2,11.0,9.0,20.0,3.0,8.0,8.0,3.0,0.0,8.7,2.4,7.4,9.8,55.0,232.0,98.0,0.4,0.33,0.73,0.11,0.44,0.32,0.27,0.59,0.09,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,41.0,16.0,39.0,1.51,0.59,0.07,0.19,24.6,0.0,8.0,8.0,0.06,2.3,0.6,1407.0,1727.0,81.5,26151.0,7891.0,603.0,676.0,89.2,527.0,605.0,87.1,225.0,337.0,66.8,9.0,7.4,6.2,1.6,71.0,178.0,45.0,5.0,232.0,148.0,5.43,96.0,39.0,5.0,6.0,1.0,1.0,20.0,0.73,14.0,5.0,0.0,1.0,0.0,0.0,48.0,25.0,14.0,21.0,13.0,20.0,57.0,35.1,37.0,23.0,1.0,22.0,19.0,67.0,16.0,2.0,1998.0,24.0,252.0,1113.0,660.0,45.0,1990.0,70.0,50.0,71.4,20.0,28.6,1165.0,5983.0,2795.0,55.0,57.0,9.0,59.0,31.0,1484.0,98.0,70.0,71.6,29,80.0,14.0,6,23.0,0,1.6,45.0,39.0,6.0,0.22,-0.52,47.8,32.2,15.6,0.57,0.42,0.0,29.0,37.0,3.0,134.0,19.0,25.0,0.0,0.0,0.0,146.0,11.0,20.0,35.5,€3.20m
Santiago Cáseres,Defensive Midfield,22.0,ARG,Villarreal CF,4.8,2019/2020,https://www.transfermarkt.com/santiago-caseres/profil/spieler/466298,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,€4.80m
Sergio Asenjo,Goalkeeper,30.0,ESP,Villarreal CF,9.5,2019/2020,https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710,34.0,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.0,1.21,145.0,104.0,75.2,17.0,4.0,13.0,11.0,32.4,6.0,5.0,1.0,0.0,16.7,34.0,41.0,5.0,0.0,8.0,1.0,38.7,0.23,-1.3,-0.04,130.0,397.0,32.7,750.0,157.0,33.2,33.2,282.0,52.5,41.6,576.0,16.0,2.8,27.0,0.79,14.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,742.0,1035.0,71.7,20401.0,14089.0,138.0,139.0,99.3,378.0,385.0,98.2,221.0,503.0,43.9,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.12,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,1115.0,1022.0,1113.0,2.0,0.0,0.0,1115.0,1.0,1.0,100.0,0.0,0.0,496.0,2610.0,1667.0,0.0,0.0,0.0,1.0,0.0,442.0,0.0,90.0,89.5,34,90.0,34.0,0,,4,1.62,52.0,41.0,11.0,0.32,-0.43,54.1,39.9,14.2,0.42,-0.34,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.0,6.0,0.0,100.0,€9.50m
Sergio Lozano,Central Midfield,20.0,ESP,Villarreal CF,0.2,2019/2020,https://www.transfermarkt.com/sergio-lozano/profil/spieler/341277,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,€200k
Vicente Iborra,Defensive Midfield,31.0,ESP,Villarreal CF,6.0,2019/2020,https://www.transfermarkt.com/vicente-iborra/profil/spieler/65467,34.0,33,2648.0,29.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,3.8,3.8,1.0,4.8,5.0,115.0,26.0,0.03,0.07,0.1,0.03,0.1,0.13,0.03,0.16,0.13,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,19.0,0.71,0.14,0.05,0.25,14.8,0.0,0.0,0.0,0.18,-2.8,-2.8,1232.0,1443.0,85.4,22884.0,5732.0,498.0,562.0,88.6,534.0,588.0,90.8,158.0,210.0,75.2,2.0,1.0,0.9,1.0,9.0,96.0,5.0,0.0,115.0,28.0,0.95,26.0,1.0,0.0,1.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,61.0,42.0,31.0,25.0,5.0,30.0,67.0,44.8,37.0,35.0,16.0,19.0,40.0,101.0,63.0,1.0,1739.0,113.0,496.0,1084.0,173.0,33.0,1739.0,13.0,8.0,61.5,5.0,38.5,819.0,3115.0,1368.0,5.0,10.0,1.0,22.0,10.0,1085.0,26.0,78.0,77.4,33,79.0,18.0,1,28.0,0,1.59,48.0,39.0,9.0,0.31,-0.28,49.4,34.1,15.3,0.52,0.28,0.0,57.0,46.0,1.0,2.0,40.0,42.0,0.0,1.0,0.0,171.0,91.0,59.0,60.7,€6.00m
Xavi Quintillà,Left-Back,22.0,ESP,Villarreal CF,4.0,2019/2020,https://www.transfermarkt.com/xavi-quintilla/profil/spieler/204102,19.0,17,1573.0,17.5,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,2.4,2.6,24.0,50.0,84.0,0.0,0.11,0.11,0.0,0.11,0.01,0.14,0.15,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,33.3,0.17,0.06,0.0,0.0,21.9,2.0,0.0,0.0,0.06,-0.2,-0.2,842.0,1049.0,80.3,12029.0,3988.0,489.0,530.0,92.3,262.0,329.0,79.6,43.0,103.0,41.7,2.0,2.4,1.9,-0.4,19.0,35.0,14.0,7.0,50.0,31.0,1.77,29.0,2.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,14.0,4.0,4.0,10.0,20.0,50.0,10.0,11.0,4.0,7.0,12.0,34.0,35.0,0.0,1166.0,65.0,352.0,506.0,312.0,7.0,1166.0,5.0,4.0,80.0,1.0,20.0,535.0,2146.0,1281.0,24.0,18.0,3.0,8.0,2.0,743.0,84.0,83.0,46.0,17,88.0,15.0,2,39.0,13,1.63,29.0,22.0,7.0,0.4,0.06,29.0,21.5,7.5,0.43,-0.04,0.0,26.0,12.0,0.0,79.0,12.0,12.0,0.0,0.0,0.0,54.0,10.0,29.0,25.6,€4.00m
Adnan Januzaj,Right Winger,24.0,BEL,Real Sociedad,9.5,2019/2020,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,24.0,13,1167.0,13.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.9,1.9,3.0,5.0,62.0,57.0,133.0,0.23,0.23,0.46,0.23,0.46,0.15,0.23,0.38,0.15,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,8.0,33.3,1.85,0.62,0.13,0.38,20.3,4.0,0.0,0.0,0.08,1.1,1.1,316.0,495.0,63.8,5723.0,1810.0,153.0,203.0,75.4,97.0,129.0,75.2,50.0,114.0,43.9,3.0,3.0,2.4,0.0,23.0,23.0,24.0,2.0,57.0,60.0,4.63,31.0,9.0,7.0,4.0,7.0,2.0,6.0,0.46,3.0,1.0,0.0,1.0,0.0,1.0,8.0,7.0,3.0,2.0,3.0,3.0,16.0,18.8,13.0,9.0,1.0,8.0,7.0,15.0,2.0,0.0,667.0,6.0,45.0,283.0,343.0,38.0,667.0,68.0,37.0,54.4,31.0,45.6,503.0,3075.0,1566.0,62.0,35.0,20.0,50.0,30.0,534.0,133.0,49.0,34.1,13,73.0,4.0,11,20.0,8,1.46,16.0,15.0,1.0,0.08,-0.2,16.6,12.9,3.7,0.29,0.21,0.0,25.0,39.0,2.0,65.0,7.0,7.0,0.0,0.0,0.0,51.0,4.0,14.0,22.2,€9.50m
Aihen Muñoz,Left-Back,21.0,ESP,Real Sociedad,4.0,2019/2020,https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,15.0,11,981.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,19.0,24.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,502.0,660.0,76.1,7833.0,2552.0,255.0,288.0,88.5,210.0,253.0,83.0,28.0,89.0,31.5,0.0,0.1,0.4,-0.1,1.0,21.0,7.0,7.0,24.0,8.0,0.73,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.18,1.0,0.0,0.0,0.0,0.0,1.0,28.0,18.0,13.0,12.0,3.0,18.0,27.0,66.7,9.0,13.0,2.0,11.0,2.0,30.0,19.0,0.0,751.0,25.0,238.0,345.0,171.0,10.0,751.0,11.0,5.0,45.5,6.0,54.5,387.0,1748.0,950.0,19.0,15.0,4.0,9.0,10.0,438.0,55.0,65.0,28.7,11,85.0,8.0,4,12.0,14,1.47,11.0,14.0,-3.0,-0.28,-0.68,12.0,12.0,0.0,0.0,-0.21,0.0,7.0,9.0,0.0,41.0,2.0,18.0,0.0,0.0,0.0,53.0,19.0,16.0,54.3,€4.00m
Alexander Isak,Centre-Forward,19.0,SWE,Real Sociedad,22.5,2019/2020,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,37.0,14,1507.0,16.7,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,7.3,7.3,2.3,9.5,46.0,36.0,98.0,0.54,0.06,0.6,0.54,0.6,0.43,0.14,0.57,0.43,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,44.0,22.0,50.0,2.63,1.31,0.2,0.41,13.5,1.0,0.0,0.0,0.17,1.7,1.7,215.0,298.0,72.1,2902.0,530.0,119.0,157.0,75.8,67.0,84.0,79.8,8.0,12.0,66.7,1.0,2.3,2.1,-1.3,14.0,17.0,14.0,1.0,36.0,31.0,1.85,22.0,0.0,3.0,2.0,3.0,1.0,4.0,0.24,2.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,3.0,4.0,1.0,8.0,12.5,7.0,8.0,0.0,8.0,3.0,10.0,6.0,0.0,481.0,6.0,13.0,212.0,266.0,98.0,481.0,30.0,17.0,56.7,13.0,43.3,312.0,2153.0,1099.0,46.0,30.0,24.0,59.0,37.0,360.0,98.0,41.0,44.1,14,71.0,1.0,23,22.0,1,1.51,25.0,21.0,4.0,0.24,0.05,24.5,21.8,2.6,0.16,0.01,0.0,22.0,15.0,14.0,9.0,3.0,2.0,0.0,0.0,0.0,29.0,23.0,38.0,37.7,€22.50m
Ander Barrenetxea,Left Winger,17.0,ESP,Real Sociedad,9.0,2019/2020,https://www.transfermarkt.com/ander-barrenetxea/profil/spieler/616369,17.0,3,442.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,28.0,20.0,65.0,0.2,0.0,0.2,0.2,0.2,0.18,0.1,0.29,0.18,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,5.0,33.3,3.05,1.02,0.07,0.2,17.5,0.0,0.0,0.0,0.06,0.1,0.1,134.0,186.0,72.0,2043.0,491.0,74.0,88.0,84.1,43.0,61.0,70.5,9.0,15.0,60.0,0.0,0.5,1.0,-0.5,8.0,9.0,8.0,1.0,20.0,19.0,3.86,16.0,0.0,3.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,5.0,5.0,2.0,4.0,10.0,40.0,6.0,3.0,0.0,3.0,3.0,15.0,4.0,0.0,271.0,5.0,22.0,97.0,157.0,36.0,271.0,39.0,22.0,56.4,16.0,41.0,195.0,1429.0,716.0,28.0,8.0,19.0,14.0,12.0,206.0,65.0,26.0,12.9,3,66.0,1.0,14,17.0,9,1.41,7.0,6.0,1.0,0.2,-0.01,6.3,6.6,-0.2,-0.05,-0.23,0.0,14.0,5.0,1.0,23.0,3.0,9.0,0.0,1.0,0.0,23.0,4.0,6.0,40.0,€9.00m
