Player,position,Age,Nation,club,mv_millions,Season,player_url,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,market_value
Junior Firpo,Left-Back,20.0,DOM,Real Betis Balompié,5.0,2017/2018,https://www.transfermarkt.com/junior-firpo/profil/spieler/374139,14,14,1189.0,13.2,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.5,2.8,28.0,40.0,59.0,0.15,0.15,0.3,0.15,0.3,0.1,0.11,0.21,0.1,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,4.0,30.8,0.98,0.3,0.15,0.5,15.1,0.0,0.0,0.0,0.1,0.7,0.7,539.0,652.0,82.7,8642.0,2339.0,282.0,320.0,88.1,219.0,259.0,84.6,32.0,49.0,65.3,2.0,1.5,1.2,0.5,9.0,23.0,8.0,4.0,40.0,16.0,1.21,14.0,1.0,0.0,0.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,15.0,8.0,3.0,10.0,18.0,55.6,8.0,21.0,2.0,19.0,20.0,46.0,37.0,1.0,807.0,36.0,247.0,396.0,168.0,28.0,807.0,19.0,8.0,42.1,11.0,57.9,491.0,1907.0,1034.0,28.0,16.0,8.0,16.0,6.0,503.0,59.0,85.0,34.8,14,85.0,13,0,,1,2.07,19.0,9.0,10.0,0.76,1.2,14.9,11.8,3.1,0.23,0.48,0.0,17.0,16.0,0.0,13.0,20.0,17.0,0.0,0.0,0.0,56.0,19.0,14.0,57.6,€5.00m
Loren Morón,Centre-Forward,23.0,ESP,Real Betis Balompié,7.5,2017/2018,https://www.transfermarkt.com/loren-moron/profil/spieler/354741,15,12,1060.0,11.8,7.0,0.0,7.0,7.0,0.0,0.0,3.0,0.0,4.6,4.6,1.3,5.9,17.0,17.0,56.0,0.59,0.0,0.59,0.59,0.59,0.39,0.11,0.5,0.39,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,29.0,14.0,48.3,2.46,1.19,0.24,0.5,15.1,0.0,0.0,0.0,0.16,2.4,2.4,139.0,197.0,70.6,1837.0,395.0,93.0,119.0,78.2,28.0,39.0,71.8,7.0,13.0,53.8,0.0,1.3,0.9,-1.3,7.0,7.0,7.0,0.0,17.0,20.0,1.7,12.0,0.0,2.0,4.0,1.0,1.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,14.0,8.0,4.0,5.0,5.0,4.0,17.0,23.5,13.0,14.0,1.0,13.0,1.0,15.0,12.0,0.0,340.0,12.0,31.0,156.0,158.0,43.0,340.0,33.0,19.0,57.6,14.0,42.4,233.0,1016.0,419.0,17.0,10.0,9.0,35.0,28.0,247.0,56.0,71.0,31.0,12,80.0,5,3,32.0,1,1.93,17.0,14.0,3.0,0.25,0.41,13.5,13.3,0.2,0.02,0.14,0.0,26.0,28.0,5.0,4.0,1.0,8.0,0.0,0.0,0.0,28.0,13.0,31.0,29.5,€7.50m
Marc Bartra,Centre-Back,26.0,ESP,Real Betis Balompié,17.5,2017/2018,https://www.transfermarkt.com/marc-bartra/profil/spieler/99922,16,16,1420.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.7,1.5,16.0,57.0,4.0,0.06,0.0,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,30.8,0.82,0.25,0.08,0.25,23.4,1.0,0.0,0.0,0.06,0.2,0.2,939.0,1100.0,85.4,18744.0,6976.0,314.0,336.0,93.5,491.0,527.0,93.2,123.0,212.0,58.0,0.0,0.7,0.5,-0.7,5.0,75.0,3.0,1.0,57.0,18.0,1.14,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,30.0,8.0,0.0,21.0,39.0,53.8,18.0,19.0,10.0,9.0,32.0,70.0,97.0,1.0,1316.0,139.0,614.0,677.0,38.0,11.0,1316.0,24.0,22.0,91.7,2.0,8.3,864.0,4697.0,3054.0,16.0,16.0,2.0,14.0,7.0,868.0,4.0,89.0,41.5,16,89.0,15,0,,0,1.88,23.0,15.0,8.0,0.51,0.91,17.9,15.9,2.0,0.13,0.35,0.0,20.0,16.0,0.0,2.0,32.0,28.0,0.0,0.0,0.0,113.0,51.0,23.0,68.9,€17.50m
Matías Nahuel,Left Winger,20.0,ESP,Real Betis Balompié,1.0,2017/2018,https://www.transfermarkt.com/matias-nahuel/profil/spieler/263843,7,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,9.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,0.72,0.36,0.0,0.0,20.2,0.0,0.0,0.0,0.13,-0.3,-0.3,97.0,124.0,78.2,1375.0,193.0,60.0,67.0,89.6,24.0,31.0,77.4,7.0,13.0,53.8,0.0,0.1,0.1,-0.1,4.0,5.0,0.0,0.0,6.0,7.0,2.51,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,2.0,6.0,1.0,0.0,155.0,4.0,29.0,63.0,66.0,8.0,155.0,10.0,8.0,80.0,2.0,20.0,115.0,703.0,353.0,9.0,6.0,2.0,7.0,6.0,111.0,25.0,36.0,7.3,3,68.0,0,4,12.0,6,0.86,1.0,7.0,-6.0,-2.15,-2.29,1.6,2.9,-1.3,-0.48,-0.43,0.0,7.0,6.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,17.0,1.0,2.0,33.3,€1.00m
Pedro López,Goalkeeper,22.0,ESP,Real Betis Balompié,0.25,2017/2018,https://www.transfermarkt.com/pedro-lopez/profil/spieler/303248,5,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.75,16.0,8.0,50.0,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,,4.6,8.0,0.0,0.0,2.0,0.0,4.7,0.29,-3.3,-0.72,15.0,47.0,31.9,143.0,23.0,21.0,27.7,39.0,43.6,39.8,54.0,5.0,9.3,5.0,1.09,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,144.0,182.0,79.1,3550.0,2789.0,30.0,30.0,100.0,74.0,76.0,97.4,40.0,76.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,187.0,172.0,187.0,0.0,0.0,0.0,187.0,0.0,0.0,,0.0,,110.0,546.0,366.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,82.0,12.0,4,90.0,4,1,52.0,8,1.0,6.0,8.0,-2.0,-0.44,-0.47,6.2,5.9,0.3,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,€250k
Pedro López,Right-Back,22.0,ESP,Levante UD,0.3,2017/2018,https://www.transfermarkt.com/pedro-lopez/profil/spieler/25412,5,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.75,16.0,8.0,50.0,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,,4.6,8.0,0.0,0.0,2.0,0.0,4.7,0.29,-3.3,-0.72,15.0,47.0,31.9,143.0,23.0,21.0,27.7,39.0,43.6,39.8,54.0,5.0,9.3,5.0,1.09,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,144.0,182.0,79.1,3550.0,2789.0,30.0,30.0,100.0,74.0,76.0,97.4,40.0,76.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,187.0,172.0,187.0,0.0,0.0,0.0,187.0,0.0,0.0,,0.0,,110.0,546.0,366.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,82.0,12.0,4,90.0,4,1,52.0,8,1.0,6.0,8.0,-2.0,-0.44,-0.47,6.2,5.9,0.3,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,€300k
Rafa Navarro,Right-Back,23.0,ESP,Real Betis Balompié,0.5,2017/2018,https://www.transfermarkt.com/rafa-navarro/profil/spieler/351746,3,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,0.67,0.67,0.0,0.0,22.9,0.0,0.0,0.0,0.05,-0.1,-0.1,73.0,82.0,89.0,1064.0,303.0,43.0,46.0,93.5,24.0,27.0,88.9,4.0,6.0,66.7,0.0,0.3,0.1,-0.3,2.0,3.0,2.0,0.0,6.0,4.0,2.69,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,96.0,5.0,29.0,40.0,27.0,3.0,96.0,4.0,3.0,75.0,1.0,25.0,65.0,386.0,189.0,3.0,7.0,1.0,1.0,1.0,67.0,3.0,45.0,3.9,1,81.0,0,2,27.0,14,1.33,3.0,2.0,1.0,0.67,0.73,3.4,1.5,1.9,1.28,1.41,0.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,3.0,25.0,€500k
Riza Durmisi,Left-Back,23.0,DEN,Real Betis Balompié,5.0,2017/2018,https://www.transfermarkt.com/riza-durmisi/profil/spieler/135208,24,23,2080.0,23.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,2.6,4.5,74.0,60.0,147.0,0.09,0.13,0.22,0.09,0.22,0.08,0.11,0.2,0.08,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,6.0,33.3,0.78,0.26,0.11,0.33,20.9,2.0,0.0,0.0,0.1,0.1,0.1,856.0,1069.0,80.1,12924.0,3616.0,487.0,518.0,94.0,311.0,394.0,78.9,39.0,103.0,37.9,3.0,2.6,2.3,0.4,18.0,43.0,14.0,4.0,60.0,45.0,1.95,38.0,2.0,3.0,1.0,1.0,0.0,7.0,0.3,6.0,0.0,0.0,0.0,1.0,0.0,39.0,21.0,24.0,14.0,1.0,10.0,18.0,55.6,8.0,18.0,7.0,11.0,15.0,54.0,65.0,1.0,1278.0,61.0,356.0,535.0,394.0,31.0,1278.0,20.0,8.0,40.0,12.0,60.0,728.0,3648.0,2146.0,74.0,46.0,6.0,25.0,5.0,776.0,147.0,87.0,60.8,23,90.0,22,1,18.0,11,1.42,39.0,48.0,-9.0,-0.39,-0.93,30.7,34.6,-4.0,-0.17,-0.23,0.0,15.0,10.0,2.0,68.0,15.0,21.0,0.0,0.0,0.0,89.0,6.0,16.0,27.3,€5.00m
Rubén Castro,Centre-Forward,36.0,ESP,Real Betis Balompié,0.5,2017/2018,https://www.transfermarkt.com/ruben-castro/profil/spieler/25316,10,3,359.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.8,1.1,0.6,1.7,6.0,6.0,12.0,0.25,0.25,0.5,0.0,0.25,0.46,0.14,0.6,0.28,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,50.0,2.01,1.0,0.0,0.0,17.7,0.0,1.0,1.0,0.14,-0.8,-1.1,49.0,59.0,83.1,694.0,132.0,26.0,29.0,89.7,13.0,14.0,92.9,4.0,5.0,80.0,1.0,0.6,0.2,0.4,2.0,2.0,0.0,0.0,6.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,85.0,0.0,6.0,44.0,36.0,11.0,84.0,4.0,1.0,25.0,3.0,75.0,51.0,214.0,107.0,6.0,2.0,4.0,6.0,2.0,54.0,12.0,36.0,10.5,3,72.0,1,7,21.0,7,1.3,8.0,8.0,0.0,0.0,0.03,7.2,5.0,2.1,0.53,0.68,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,4.0,20.0,€500k
Ryad Boudebouz,Attacking Midfield,27.0,ALG,Real Betis Balompié,8.0,2017/2018,https://www.transfermarkt.com/ryad-boudebouz/profil/spieler/77826,27,15,1360.0,15.1,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,2.5,3.2,47.0,75.0,102.0,0.13,0.2,0.33,0.13,0.33,0.05,0.16,0.21,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,12.0,63.2,1.26,0.79,0.11,0.17,25.1,2.0,0.0,0.0,0.04,1.2,1.2,661.0,862.0,76.7,10048.0,2252.0,373.0,437.0,85.4,199.0,258.0,77.1,54.0,104.0,51.9,3.0,2.5,2.6,0.5,26.0,55.0,12.0,1.0,75.0,56.0,3.71,44.0,4.0,4.0,0.0,2.0,2.0,6.0,0.4,4.0,0.0,1.0,0.0,1.0,0.0,32.0,18.0,6.0,21.0,5.0,6.0,26.0,23.1,20.0,18.0,1.0,17.0,7.0,39.0,8.0,0.0,1013.0,13.0,96.0,544.0,390.0,25.0,1013.0,64.0,38.0,59.4,25.0,39.1,711.0,3306.0,1542.0,47.0,41.0,6.0,28.0,26.0,788.0,102.0,50.0,39.8,15,72.0,3,12,23.0,3,1.63,27.0,22.0,5.0,0.33,0.59,19.3,18.8,0.4,0.03,0.18,0.0,21.0,17.0,1.0,52.0,7.0,18.0,0.0,0.0,0.0,65.0,6.0,22.0,21.4,€8.00m
Sergio León,Centre-Forward,28.0,ESP,Real Betis Balompié,5.0,2017/2018,https://www.transfermarkt.com/sergio-leon/profil/spieler/145769,31,23,1978.0,22.0,11.0,1.0,12.0,11.0,0.0,1.0,5.0,0.0,11.0,10.2,1.2,11.4,37.0,27.0,128.0,0.5,0.05,0.55,0.5,0.55,0.5,0.05,0.55,0.46,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,64.0,26.0,40.6,2.91,1.18,0.17,0.42,14.9,2.0,0.0,1.0,0.16,0.0,0.8,259.0,381.0,68.0,3530.0,540.0,158.0,195.0,81.0,50.0,89.0,56.2,24.0,46.0,52.2,1.0,1.2,1.0,-0.2,10.0,15.0,7.0,1.0,27.0,30.0,1.37,17.0,0.0,3.0,4.0,5.0,1.0,4.0,0.18,2.0,0.0,0.0,2.0,0.0,0.0,13.0,7.0,3.0,6.0,4.0,3.0,11.0,27.3,8.0,12.0,1.0,11.0,6.0,19.0,5.0,0.0,584.0,5.0,37.0,277.0,281.0,95.0,583.0,44.0,20.0,45.5,23.0,52.3,380.0,2299.0,960.0,37.0,23.0,24.0,40.0,40.0,434.0,128.0,64.0,57.8,23,79.0,12,8,19.0,6,1.61,33.0,37.0,-4.0,-0.18,-0.37,27.1,28.5,-1.4,-0.07,0.04,0.0,25.0,39.0,11.0,9.0,6.0,7.0,0.0,0.0,0.0,44.0,22.0,51.0,30.1,€5.00m
Víctor Camarasa,Central Midfield,23.0,ESP,Real Betis Balompié,6.0,2017/2018,https://www.transfermarkt.com/victor-camarasa/profil/spieler/263856,24,14,1252.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,1.5,2.9,44.0,68.0,51.0,0.07,0.0,0.07,0.07,0.07,0.1,0.11,0.21,0.1,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,19.0,1.51,0.29,0.05,0.25,22.2,1.0,0.0,0.0,0.07,-0.4,-0.4,549.0,637.0,86.2,9190.0,1736.0,271.0,304.0,89.1,209.0,228.0,91.7,51.0,65.0,78.5,0.0,1.5,1.1,-1.5,14.0,59.0,4.0,2.0,68.0,34.0,2.45,26.0,1.0,3.0,0.0,3.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,8.0,10.0,2.0,3.0,13.0,23.1,10.0,8.0,0.0,8.0,15.0,35.0,13.0,0.0,761.0,14.0,100.0,448.0,226.0,27.0,761.0,20.0,11.0,55.0,9.0,45.0,573.0,3400.0,1608.0,44.0,34.0,8.0,36.0,24.0,623.0,51.0,52.0,36.6,14,70.0,2,10,27.0,9,1.38,17.0,27.0,-10.0,-0.72,-1.09,16.3,19.8,-3.5,-0.25,-0.27,0.0,19.0,31.0,2.0,4.0,15.0,15.0,0.0,0.0,1.0,72.0,10.0,12.0,45.5,€6.00m
Zouhair Feddal,Centre-Back,28.0,MAR,Real Betis Balompié,3.0,2017/2018,https://www.transfermarkt.com/zouhair-feddal/profil/spieler/129386,15,14,1257.0,14.0,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.5,0.5,0.1,0.6,11.0,66.0,2.0,0.21,0.0,0.21,0.21,0.21,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,3.0,50.0,0.43,0.21,0.5,1.0,17.0,1.0,0.0,0.0,0.09,2.5,2.5,668.0,825.0,81.0,14299.0,4829.0,218.0,240.0,90.8,314.0,353.0,89.0,128.0,211.0,60.7,0.0,0.1,0.2,-0.1,1.0,64.0,1.0,1.0,66.0,5.0,0.36,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,14.0,6.0,2.0,7.0,12.0,58.3,5.0,17.0,13.0,4.0,36.0,58.0,95.0,2.0,1011.0,123.0,520.0,466.0,29.0,10.0,1011.0,3.0,3.0,100.0,0.0,0.0,584.0,3018.0,1855.0,11.0,10.0,1.0,12.0,3.0,639.0,2.0,84.0,36.8,14,87.0,13,1,33.0,1,1.27,23.0,31.0,-8.0,-0.57,-0.86,18.1,22.5,-4.4,-0.31,-0.37,0.0,20.0,16.0,1.0,3.0,36.0,14.0,0.0,0.0,1.0,73.0,27.0,17.0,61.4,€3.00m
Borja Lasso,Attacking Midfield,23.0,ESP,Sevilla FC,1.0,2017/2018,https://www.transfermarkt.com/borja-lasso/profil/spieler/268949,1,1,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,26.0,35.0,74.3,460.0,96.0,17.0,22.0,77.3,5.0,6.0,83.3,4.0,5.0,80.0,0.0,0.1,0.1,-0.1,1.0,2.0,1.0,0.0,5.0,1.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,44.0,0.0,4.0,36.0,4.0,0.0,44.0,2.0,1.0,50.0,1.0,50.0,22.0,78.0,15.0,1.0,0.0,0.0,1.0,0.0,30.0,2.0,53.0,1.5,1,53.0,0,0,,1,1.0,1.0,1.0,0.0,0.0,0.24,1.5,1.3,0.3,0.5,0.36,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,€1.00m
Carlos Fernández,Centre-Forward,21.0,ESP,Sevilla FC,1.0,2017/2018,https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,2,2,137.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,1.0,0.0,15.0,0.66,0.0,0.66,0.66,0.66,0.38,0.1,0.47,0.38,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,40.0,3.28,1.31,0.2,0.5,14.8,0.0,0.0,0.0,0.11,0.4,0.4,28.0,36.0,77.8,358.0,18.0,18.0,23.0,78.3,7.0,9.0,77.8,2.0,2.0,100.0,0.0,0.1,0.1,-0.1,3.0,0.0,0.0,0.0,0.0,4.0,2.63,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,47.0,0.0,2.0,19.0,26.0,6.0,47.0,0.0,0.0,,0.0,,25.0,47.0,19.0,1.0,0.0,1.0,4.0,1.0,34.0,15.0,69.0,4.0,2,69.0,0,0,,1,0.5,1.0,1.0,0.0,0.0,0.25,2.7,3.0,-0.3,-0.2,-0.35,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,40.0,€1.00m
Clément Lenglet,Centre-Back,22.0,FRA,Sevilla FC,25.0,2017/2018,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,35,33,3001.0,33.3,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,2.6,2.6,0.7,3.3,18.0,76.0,3.0,0.09,0.03,0.12,0.09,0.12,0.08,0.02,0.1,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,5.0,35.7,0.42,0.15,0.21,0.6,8.3,0.0,0.0,0.0,0.19,0.4,0.4,1441.0,1727.0,83.4,27507.0,12150.0,550.0,604.0,91.1,685.0,751.0,91.2,179.0,316.0,56.6,1.0,0.7,0.5,0.3,5.0,67.0,3.0,0.0,76.0,15.0,0.45,13.0,0.0,0.0,1.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,67.0,50.0,32.0,35.0,0.0,21.0,38.0,55.3,17.0,44.0,27.0,17.0,35.0,102.0,157.0,1.0,2049.0,216.0,1184.0,839.0,42.0,29.0,2049.0,14.0,12.0,85.7,2.0,14.3,1198.0,5669.0,3367.0,18.0,7.0,3.0,6.0,9.0,1345.0,3.0,86.0,87.7,33,88.0,31,2,48.0,1,1.54,47.0,50.0,-3.0,-0.09,1.2,54.3,47.4,6.9,0.21,0.58,0.0,52.0,24.0,1.0,1.0,35.0,50.0,0.0,0.0,0.0,164.0,70.0,41.0,63.1,€25.00m
