Player,position,Age,Nation,club,mv_millions,Season,player_url,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,market_value
Esteban Granero,Central Midfield,30.0,ESP,RCD Espanyol Barcelona,1.5,2017/2018,https://www.transfermarkt.com/esteban-granero/profil/spieler/44065,25,11,1230.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,2.1,2.7,16.0,74.0,23.0,0.07,0.15,0.22,0.07,0.22,0.04,0.16,0.2,0.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,2.0,15.4,0.95,0.15,0.08,0.5,24.7,3.0,0.0,0.0,0.04,0.4,0.4,598.0,754.0,79.3,10191.0,2755.0,285.0,315.0,90.5,237.0,280.0,84.6,59.0,123.0,48.0,2.0,2.1,1.7,-0.1,17.0,53.0,12.0,3.0,74.0,32.0,2.34,15.0,11.0,1.0,0.0,4.0,1.0,4.0,0.29,2.0,0.0,0.0,0.0,1.0,1.0,32.0,22.0,15.0,13.0,4.0,9.0,27.0,33.3,18.0,19.0,0.0,19.0,19.0,51.0,21.0,0.0,885.0,19.0,162.0,477.0,258.0,12.0,885.0,17.0,9.0,52.9,8.0,47.1,521.0,2468.0,1021.0,16.0,21.0,0.0,16.0,20.0,567.0,23.0,49.0,36.0,11,80.0,5,14,25.0,6,1.16,14.0,14.0,0.0,0.0,0.25,16.3,16.7,-0.4,-0.03,0.42,0.0,19.0,21.0,1.0,60.0,19.0,22.0,1.0,1.0,0.0,85.0,13.0,25.0,34.2,€1.50m
Gerard Moreno,Centre-Forward,25.0,ESP,RCD Espanyol Barcelona,20.0,2017/2018,https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,38,38,3412.0,37.9,16.0,1.0,17.0,15.0,1.0,2.0,4.0,0.0,15.5,13.8,4.2,18.1,71.0,139.0,252.0,0.42,0.03,0.45,0.4,0.42,0.41,0.11,0.52,0.36,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,103.0,45.0,43.7,2.72,1.19,0.15,0.33,14.4,2.0,1.0,2.0,0.14,0.5,1.2,846.0,1246.0,67.9,13940.0,3218.0,465.0,613.0,75.9,254.0,357.0,71.1,99.0,160.0,61.9,1.0,4.2,3.4,-3.2,43.0,96.0,30.0,3.0,139.0,107.0,2.82,71.0,0.0,12.0,12.0,9.0,3.0,10.0,0.26,6.0,0.0,0.0,2.0,1.0,1.0,41.0,28.0,7.0,22.0,12.0,12.0,53.0,22.6,41.0,27.0,6.0,21.0,19.0,60.0,46.0,0.0,1687.0,60.0,160.0,871.0,673.0,173.0,1686.0,113.0,63.0,55.8,50.0,44.2,1031.0,4649.0,1756.0,71.0,35.0,33.0,96.0,80.0,1321.0,252.0,90.0,99.8,38,90.0,37,0,,0,1.29,36.0,42.0,-6.0,-0.16,-0.16,41.0,52.3,-11.2,-0.3,-1.39,0.0,56.0,78.0,36.0,39.0,19.0,28.0,1.0,0.0,0.0,146.0,132.0,162.0,44.9,€20.00m
Hernán Pérez,Right Winger,28.0,PAR,RCD Espanyol Barcelona,1.2,2017/2018,https://www.transfermarkt.com/hernan-perez/profil/spieler/73636,4,1,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,47.0,79.0,59.5,746.0,312.0,29.0,37.0,78.4,12.0,24.0,50.0,5.0,12.0,41.7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,1.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,99.0,1.0,19.0,45.0,35.0,2.0,99.0,4.0,1.0,25.0,3.0,75.0,56.0,329.0,131.0,4.0,3.0,1.0,7.0,3.0,65.0,11.0,36.0,4.2,1,70.0,0,3,24.0,5,0.25,0.0,2.0,-2.0,-1.27,-1.16,1.1,2.7,-1.6,-1.02,-0.76,0.0,3.0,1.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,11.0,4.0,3.0,57.1,€1.20m
Hernán Pérez,Right Winger,28.0,PAR,Deportivo Alavés,1.2,2017/2018,https://www.transfermarkt.com/hernan-perez/profil/spieler/73636,4,1,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,47.0,79.0,59.5,746.0,312.0,29.0,37.0,78.4,12.0,24.0,50.0,5.0,12.0,41.7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,1.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,99.0,1.0,19.0,45.0,35.0,2.0,99.0,4.0,1.0,25.0,3.0,75.0,56.0,329.0,131.0,4.0,3.0,1.0,7.0,3.0,65.0,11.0,36.0,4.2,1,70.0,0,3,24.0,5,0.25,0.0,2.0,-2.0,-1.27,-1.16,1.1,2.7,-1.6,-1.02,-0.76,0.0,3.0,1.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,11.0,4.0,3.0,57.1,€1.20m
Javi Fuego,Defensive Midfield,33.0,ESP,Villarreal CF,1.0,2017/2018,https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,17,17,1341.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.0,0.4,2.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,2.0,33.3,0.4,0.13,0.0,0.0,19.7,0.0,0.0,0.0,0.07,-0.4,-0.4,492.0,625.0,78.7,7744.0,2367.0,253.0,301.0,84.1,181.0,219.0,82.6,37.0,62.0,59.7,0.0,0.0,0.2,0.0,2.0,47.0,1.0,0.0,41.0,11.0,0.74,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,19.0,12.0,3.0,11.0,28.0,39.3,17.0,15.0,6.0,9.0,19.0,53.0,23.0,0.0,747.0,30.0,216.0,470.0,67.0,6.0,747.0,6.0,3.0,50.0,3.0,50.0,308.0,1090.0,440.0,2.0,5.0,0.0,18.0,11.0,414.0,2.0,79.0,39.2,17,79.0,11,0,,0,1.12,7.0,19.0,-12.0,-0.81,-1.07,13.1,24.0,-10.9,-0.73,-0.72,0.0,24.0,26.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,79.0,27.0,21.0,56.3,€1.00m
Javi Fuego,Defensive Midfield,33.0,ESP,RCD Espanyol Barcelona,1.0,2017/2018,https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,17,17,1341.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.0,0.4,2.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,2.0,33.3,0.4,0.13,0.0,0.0,19.7,0.0,0.0,0.0,0.07,-0.4,-0.4,492.0,625.0,78.7,7744.0,2367.0,253.0,301.0,84.1,181.0,219.0,82.6,37.0,62.0,59.7,0.0,0.0,0.2,0.0,2.0,47.0,1.0,0.0,41.0,11.0,0.74,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,19.0,12.0,3.0,11.0,28.0,39.3,17.0,15.0,6.0,9.0,19.0,53.0,23.0,0.0,747.0,30.0,216.0,470.0,67.0,6.0,747.0,6.0,3.0,50.0,3.0,50.0,308.0,1090.0,440.0,2.0,5.0,0.0,18.0,11.0,414.0,2.0,79.0,39.2,17,79.0,11,0,,0,1.12,7.0,19.0,-12.0,-0.81,-1.07,13.1,24.0,-10.9,-0.73,-0.72,0.0,24.0,26.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,79.0,27.0,21.0,56.3,€1.00m
Javi López,Right-Back,31.0,ESP,RCD Espanyol Barcelona,1.0,2017/2018,https://www.transfermarkt.com/javi-lopez/profil/spieler/72310,14,12,966.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.7,0.8,20.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.28,0.0,0.0,,29.9,0.0,0.0,0.0,0.03,-0.1,-0.1,455.0,613.0,74.2,6643.0,2752.0,272.0,313.0,86.9,154.0,213.0,72.3,23.0,59.0,39.0,0.0,0.7,0.9,-0.7,6.0,28.0,7.0,4.0,35.0,13.0,1.21,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,47.0,35.0,31.0,12.0,4.0,18.0,35.0,51.4,17.0,7.0,2.0,5.0,18.0,65.0,48.0,0.0,755.0,53.0,265.0,348.0,149.0,7.0,755.0,14.0,7.0,50.0,7.0,50.0,359.0,1574.0,834.0,20.0,11.0,2.0,16.0,7.0,373.0,38.0,69.0,28.2,12,79.0,9,2,10.0,8,1.79,14.0,8.0,6.0,0.56,1.0,13.4,15.1,-1.7,-0.16,0.18,0.0,20.0,20.0,0.0,28.0,18.0,35.0,0.0,0.0,0.0,55.0,15.0,15.0,50.0,€1.00m
José Manuel Jurado,Attacking Midfield,31.0,ESP,RCD Espanyol Barcelona,2.5,2017/2018,https://www.transfermarkt.com/jose-manuel-jurado/profil/spieler/28261,29,20,1501.0,16.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,1.5,2.6,48.0,64.0,59.0,0.0,0.18,0.18,0.0,0.18,0.07,0.09,0.16,0.07,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,2.0,15.4,0.78,0.12,0.0,0.0,20.7,2.0,0.0,0.0,0.08,-1.1,-1.1,512.0,642.0,79.8,7600.0,1869.0,303.0,335.0,90.4,145.0,181.0,80.1,40.0,75.0,53.3,3.0,1.5,1.4,1.5,16.0,49.0,13.0,2.0,64.0,38.0,2.28,30.0,0.0,4.0,1.0,3.0,0.0,5.0,0.3,3.0,0.0,1.0,0.0,1.0,0.0,18.0,14.0,8.0,8.0,2.0,5.0,14.0,35.7,9.0,13.0,1.0,12.0,16.0,34.0,5.0,0.0,779.0,8.0,104.0,442.0,246.0,22.0,779.0,59.0,35.0,59.3,23.0,39.0,535.0,3439.0,1596.0,48.0,35.0,8.0,32.0,25.0,592.0,59.0,52.0,43.9,20,67.0,4,9,19.0,4,1.24,14.0,19.0,-5.0,-0.3,-0.25,14.2,24.2,-10.0,-0.6,-0.55,0.0,6.0,34.0,0.0,23.0,16.0,14.0,0.0,1.0,0.0,116.0,2.0,3.0,40.0,€2.50m
Léo Baptistão,Centre-Forward,24.0,BRA,RCD Espanyol Barcelona,6.0,2017/2018,https://www.transfermarkt.com/leo-baptistao/profil/spieler/221899,36,31,2677.0,29.7,8.0,3.0,11.0,8.0,0.0,0.0,4.0,0.0,10.2,10.2,2.5,12.7,76.0,51.0,187.0,0.27,0.1,0.37,0.27,0.37,0.34,0.08,0.43,0.34,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,79.0,26.0,32.9,2.66,0.87,0.1,0.31,16.0,0.0,0.0,0.0,0.13,-2.2,-2.2,473.0,727.0,65.1,6165.0,1407.0,300.0,387.0,77.5,132.0,193.0,68.4,13.0,45.0,28.9,3.0,2.5,3.2,0.5,25.0,33.0,19.0,4.0,51.0,71.0,2.39,43.0,1.0,9.0,7.0,8.0,3.0,8.0,0.27,6.0,0.0,1.0,0.0,0.0,1.0,54.0,34.0,12.0,28.0,14.0,13.0,52.0,25.0,39.0,22.0,1.0,21.0,23.0,77.0,25.0,0.0,1090.0,29.0,133.0,471.0,516.0,123.0,1090.0,79.0,30.0,38.0,49.0,62.0,647.0,3871.0,2118.0,76.0,50.0,32.0,57.0,42.0,737.0,187.0,74.0,78.3,31,80.0,17,5,37.0,1,1.25,31.0,34.0,-3.0,-0.1,0.26,33.8,38.4,-4.6,-0.15,0.64,0.0,48.0,49.0,14.0,34.0,23.0,34.0,0.0,0.0,0.0,128.0,46.0,60.0,43.4,€6.00m
Marc Navarro,Right-Back,22.0,ESP,RCD Espanyol Barcelona,2.0,2017/2018,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,19,10,1109.0,12.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.8,1.6,16.0,24.0,87.0,0.08,0.0,0.08,0.08,0.08,0.06,0.07,0.13,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,5.0,25.0,1.62,0.41,0.05,0.2,23.5,3.0,0.0,0.0,0.04,0.3,0.3,418.0,588.0,71.1,6702.0,2369.0,234.0,266.0,88.0,142.0,200.0,71.0,33.0,90.0,36.7,0.0,0.8,0.6,-0.8,9.0,16.0,13.0,12.0,24.0,26.0,2.11,16.0,2.0,3.0,4.0,1.0,0.0,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,20.0,13.0,12.0,8.0,0.0,10.0,20.0,50.0,10.0,11.0,6.0,5.0,22.0,42.0,17.0,0.0,731.0,24.0,209.0,309.0,218.0,18.0,731.0,29.0,9.0,31.0,20.0,69.0,341.0,1362.0,637.0,16.0,22.0,6.0,22.0,11.0,394.0,87.0,58.0,32.4,10,85.0,7,9,29.0,8,0.89,11.0,16.0,-5.0,-0.41,-0.37,13.0,15.2,-2.2,-0.18,0.17,0.0,12.0,8.0,0.0,61.0,22.0,13.0,0.0,1.0,0.0,59.0,11.0,21.0,34.4,€2.00m
Marc Roca,Defensive Midfield,20.0,ESP,RCD Espanyol Barcelona,0.8,2017/2018,https://www.transfermarkt.com/marc-roca/profil/spieler/336869,8,2,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,1.36,0.0,0.0,,28.3,0.0,0.0,0.0,0.03,-0.1,-0.1,151.0,170.0,88.8,2735.0,875.0,66.0,71.0,93.0,59.0,66.0,89.4,21.0,25.0,84.0,0.0,0.0,0.1,0.0,2.0,15.0,0.0,0.0,17.0,9.0,3.07,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,5.0,0.0,3.0,4.0,75.0,1.0,4.0,2.0,2.0,4.0,12.0,10.0,0.0,204.0,14.0,62.0,116.0,29.0,1.0,204.0,3.0,2.0,66.7,1.0,33.3,126.0,572.0,322.0,5.0,3.0,0.0,3.0,1.0,135.0,0.0,33.0,7.7,2,68.0,1,6,22.0,17,2.13,6.0,3.0,3.0,1.02,1.28,5.3,4.6,0.7,0.23,0.56,0.0,6.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,€800k
Mario Hermoso,Centre-Back,22.0,ESP,RCD Espanyol Barcelona,5.0,2017/2018,https://www.transfermarkt.com/mario-hermoso/profil/spieler/281769,22,22,1928.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.2,1.2,7.0,49.0,2.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,3.0,27.3,0.51,0.14,0.09,0.33,24.8,1.0,0.0,0.0,0.09,0.0,0.0,712.0,962.0,74.0,16861.0,6691.0,183.0,205.0,89.3,359.0,423.0,84.9,166.0,314.0,52.9,0.0,0.2,0.2,-0.2,5.0,52.0,2.0,0.0,49.0,11.0,0.51,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,13.0,1.0,0.0,8.0,21.0,38.1,13.0,15.0,8.0,7.0,25.0,39.0,122.0,0.0,1162.0,139.0,660.0,483.0,25.0,15.0,1162.0,8.0,5.0,62.5,3.0,37.5,617.0,2818.0,1469.0,7.0,1.0,1.0,14.0,4.0,659.0,2.0,88.0,56.4,22,88.0,21,0,,7,1.09,18.0,28.0,-10.0,-0.47,-0.71,21.9,30.0,-8.1,-0.38,-0.2,1.0,19.0,15.0,1.0,2.0,25.0,12.0,0.0,0.0,2.0,116.0,52.0,34.0,60.5,€5.00m
Naldo,Centre-Back,28.0,BRA,RCD Espanyol Barcelona,1.0,2017/2018,https://www.transfermarkt.com/naldo/profil/spieler/148666,11,10,921.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.1,0.0,0.0,,10.4,0.0,0.0,0.0,0.08,-0.1,-0.1,360.0,434.0,82.9,7538.0,2430.0,99.0,109.0,90.8,206.0,229.0,90.0,53.0,85.0,62.4,0.0,0.0,0.1,0.0,0.0,7.0,1.0,0.0,9.0,7.0,0.68,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,12.0,1.0,1.0,5.0,10.0,50.0,5.0,13.0,10.0,3.0,16.0,30.0,57.0,1.0,547.0,81.0,342.0,201.0,5.0,1.0,547.0,2.0,2.0,100.0,0.0,0.0,279.0,1280.0,416.0,0.0,1.0,0.0,6.0,1.0,295.0,0.0,84.0,26.9,10,88.0,9,1,45.0,18,1.45,13.0,9.0,4.0,0.39,0.75,12.2,14.5,-2.3,-0.22,0.09,0.0,7.0,0.0,1.0,0.0,16.0,8.0,0.0,1.0,0.0,45.0,24.0,20.0,54.5,€1.00m
Pablo Piatti,Attacking Midfield,28.0,ARG,RCD Espanyol Barcelona,6.0,2017/2018,https://www.transfermarkt.com/pablo-piatti/profil/spieler/56067,30,22,1738.0,19.3,2.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,3.1,2.3,4.1,6.5,46.0,57.0,164.0,0.1,0.16,0.26,0.05,0.21,0.16,0.21,0.38,0.12,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,4.0,13.8,1.5,0.21,0.03,0.25,20.9,1.0,1.0,1.0,0.08,-1.1,-1.3,428.0,679.0,63.0,6722.0,2430.0,249.0,305.0,81.6,105.0,175.0,60.0,51.0,125.0,40.8,3.0,4.1,4.4,-1.1,43.0,35.0,26.0,15.0,57.0,79.0,4.09,46.0,21.0,1.0,2.0,5.0,4.0,7.0,0.36,3.0,2.0,0.0,0.0,1.0,1.0,45.0,32.0,14.0,21.0,10.0,17.0,57.0,29.8,40.0,28.0,3.0,25.0,22.0,67.0,16.0,0.0,928.0,10.0,117.0,370.0,455.0,47.0,927.0,49.0,24.0,49.0,25.0,51.0,560.0,3178.0,1432.0,46.0,27.0,10.0,46.0,31.0,583.0,164.0,58.0,50.8,22,69.0,4,8,28.0,0,1.33,16.0,20.0,-4.0,-0.21,-0.1,21.7,27.4,-5.8,-0.3,-0.01,0.0,35.0,52.0,7.0,145.0,22.0,32.0,1.0,0.0,0.0,107.0,23.0,46.0,33.3,€6.00m
Pau López,Goalkeeper,22.0,ESP,RCD Espanyol Barcelona,5.0,2017/2018,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,29,28,2567.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,1.09,124.0,92.0,77.4,9.0,8.0,11.0,9.0,32.1,4.0,3.0,1.0,0.0,25.0,28.5,31.0,3.0,1.0,5.0,0.0,36.5,0.27,5.5,0.19,182.0,507.0,35.9,578.0,133.0,53.3,41.6,237.0,84.0,58.4,422.0,27.0,6.4,23.0,0.81,13.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,465.0,817.0,56.9,17532.0,14632.0,34.0,34.0,100.0,184.0,188.0,97.9,246.0,591.0,41.6,0.0,0.1,0.0,-0.1,2.0,16.0,0.0,0.0,0.0,5.0,0.18,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,883.0,791.0,881.0,2.0,0.0,0.0,883.0,0.0,0.0,,0.0,,397.0,2516.0,1892.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,89.0,75.1,28,90.0,28,1,47.0,9,1.24,24.0,31.0,-7.0,-0.25,-0.35,29.7,39.5,-9.8,-0.34,-0.2,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,7.0,1.0,87.5,€5.00m
Sergi Darder,Central Midfield,23.0,ESP,RCD Espanyol Barcelona,11.0,2017/2018,https://www.transfermarkt.com/sergi-darder/profil/spieler/142021,35,32,2782.0,30.9,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,2.4,3.5,32.0,191.0,32.0,0.03,0.06,0.1,0.03,0.1,0.04,0.08,0.11,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,8.0,27.6,0.94,0.26,0.03,0.13,25.8,2.0,0.0,0.0,0.04,-0.1,-0.1,1213.0,1506.0,80.5,21560.0,7141.0,574.0,646.0,88.9,448.0,539.0,83.1,154.0,235.0,65.5,2.0,2.4,2.5,-0.4,28.0,162.0,15.0,3.0,191.0,66.0,2.14,46.0,11.0,3.0,2.0,1.0,3.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,64.0,43.0,29.0,28.0,7.0,19.0,62.0,30.6,43.0,31.0,5.0,26.0,52.0,116.0,48.0,1.0,1782.0,55.0,388.0,1078.0,337.0,16.0,1782.0,48.0,34.0,70.8,14.0,29.2,1069.0,4962.0,2400.0,32.0,25.0,5.0,29.0,23.0,1192.0,32.0,79.0,81.3,32,85.0,21,3,25.0,0,1.29,25.0,34.0,-9.0,-0.29,-0.71,31.1,42.5,-11.5,-0.37,-0.41,0.0,36.0,31.0,0.0,46.0,52.0,43.0,0.0,0.0,0.0,187.0,16.0,21.0,43.2,€11.00m
