Player,position,Age,Nation,club,mv_millions,Season,player_url,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,MP,market_value
Antonio Puertas,Right Winger,28.0,ESP,Granada CF,5.0,2020/2021,https://www.transfermarkt.com/antonio-puertas/profil/spieler/262365,,22,2170.0,24.1,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,2.3,5.6,49.0,47.0,140.0,0.12,0.21,0.33,0.12,0.33,0.14,0.1,0.23,0.14,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26.0,11.0,42.3,1.08,0.46,0.12,0.27,16.8,0.0,0.0,0.0,0.13,-0.3,-0.3,418.0,652.0,64.1,5773.0,1456.0,254.0,323.0,78.6,105.0,168.0,62.5,25.0,69.0,36.2,5.0,2.3,1.3,2.7,17.0,28.0,13.0,4.0,47.0,46.0,1.91,33.0,3.0,5.0,2.0,3.0,0.0,6.0,0.25,5.0,0.0,1.0,0.0,0.0,0.0,27.0,13.0,9.0,12.0,6.0,10.0,32.0,31.3,22.0,24.0,5.0,19.0,12.0,39.0,25.0,0.0,929.0,31.0,156.0,356.0,426.0,63.0,929.0,66.0,43.0,65.2,23.0,34.8,492.0,2956.0,1342.0,49.0,29.0,14.0,71.0,41.0,594.0,140.0,62.0,63.5,22,81.0,14,13,30.0,0,1.23,24.0,40.0,-16.0,-0.66,-0.52,23.6,34.4,-10.8,-0.45,-0.14,0.0,31.0,25.0,13.0,53.0,12.0,13.0,0.0,0.0,0.0,89.0,47.0,90.0,34.3,35.0,€5.00m
Arnau Fàbrega,Goalkeeper,20.0,ESP,Granada CF,0.1,2020/2021,https://www.transfermarkt.com/arnau-fabrega/profil/spieler/575472,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€100k
Carlos León,Central Midfield,17.0,ESP,Granada CF,0.0,2020/2021,https://www.transfermarkt.com/carlos-leon/profil/spieler/636229,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-
Carlos Neva,Left-Back,24.0,ESP,Granada CF,4.0,2020/2021,https://www.transfermarkt.com/carlos-neva/profil/spieler/448844,,21,1797.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,17.0,34.0,54.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,1.0,12.5,0.4,0.05,0.0,0.0,22.4,0.0,0.0,0.0,0.07,-0.5,-0.5,421.0,627.0,67.1,6605.0,2782.0,227.0,262.0,86.6,155.0,234.0,66.2,26.0,75.0,34.7,0.0,0.3,0.4,-0.3,6.0,34.0,7.0,6.0,34.0,18.0,0.9,12.0,3.0,0.0,2.0,1.0,0.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,6.0,0.0,6.0,11.0,54.5,5.0,16.0,4.0,12.0,27.0,39.0,58.0,0.0,802.0,44.0,285.0,339.0,184.0,6.0,802.0,7.0,5.0,71.4,2.0,28.6,289.0,1381.0,679.0,17.0,10.0,3.0,12.0,7.0,320.0,54.0,82.0,52.5,21,85.0,16,1,10.0,4,1.45,23.0,26.0,-3.0,-0.15,0.68,19.9,25.1,-5.2,-0.26,0.29,0.0,7.0,25.0,1.0,49.0,27.0,6.0,0.0,0.0,0.0,67.0,15.0,31.0,32.6,22.0,€4.00m
Dani Plomer,Left Winger,21.0,ESP,Granada CF,0.1,2020/2021,https://www.transfermarkt.com/dani-plomer/profil/spieler/614195,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,3.0,3.0,100.0,32.0,0.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,4.0,2.0,0.0,7.0,0.0,0.0,,0.0,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,45.0,1.3,0,,0,1,45.0,1,0.0,0.0,0.0,0.0,0.0,0.48,0.8,1.4,-0.6,-1.2,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,€100k
Darwin Machís,Left Winger,27.0,VEN,Granada CF,10.0,2020/2021,https://www.transfermarkt.com/darwin-machis/profil/spieler/211251,,21,2026.0,22.5,5.0,5.0,10.0,5.0,0.0,1.0,1.0,0.0,5.1,4.3,5.0,9.3,68.0,37.0,119.0,0.22,0.22,0.44,0.22,0.44,0.22,0.22,0.45,0.19,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,47.0,20.0,42.6,2.09,0.89,0.11,0.25,21.4,5.0,0.0,1.0,0.1,-0.1,0.7,327.0,552.0,59.2,5502.0,1806.0,182.0,228.0,79.8,93.0,154.0,60.4,40.0,112.0,35.7,5.0,5.0,3.5,0.0,25.0,30.0,14.0,10.0,37.0,64.0,2.84,32.0,9.0,7.0,8.0,7.0,1.0,10.0,0.44,4.0,1.0,2.0,2.0,1.0,0.0,30.0,17.0,12.0,10.0,8.0,6.0,19.0,31.6,13.0,21.0,2.0,19.0,22.0,52.0,13.0,0.0,835.0,13.0,133.0,319.0,409.0,59.0,833.0,82.0,45.0,54.9,37.0,45.1,488.0,3882.0,1887.0,68.0,41.0,23.0,63.0,41.0,497.0,119.0,63.0,59.2,21,78.0,7,11,35.0,0,1.16,31.0,40.0,-9.0,-0.4,0.18,25.4,31.6,-6.2,-0.28,0.29,0.0,32.0,45.0,11.0,108.0,22.0,17.0,0.0,0.0,0.0,132.0,12.0,42.0,22.2,32.0,€10.00m
Dimitri Foulquier,Right-Back,27.0,FRA,Granada CF,3.5,2020/2021,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,,32,2663.0,29.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,1.5,2.3,49.0,63.0,68.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.08,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,4.0,50.0,0.27,0.14,0.0,0.0,14.4,0.0,0.0,0.0,0.1,-0.8,-0.8,817.0,1130.0,72.3,13020.0,5798.0,436.0,509.0,85.7,296.0,393.0,75.3,60.0,147.0,40.8,4.0,1.5,1.1,2.5,10.0,54.0,11.0,4.0,63.0,39.0,1.32,25.0,7.0,2.0,3.0,2.0,0.0,6.0,0.2,4.0,0.0,0.0,2.0,0.0,0.0,35.0,21.0,20.0,12.0,3.0,15.0,26.0,57.7,11.0,24.0,7.0,17.0,26.0,61.0,60.0,0.0,1407.0,76.0,430.0,634.0,360.0,23.0,1407.0,49.0,27.0,55.1,22.0,44.9,577.0,3557.0,1998.0,49.0,35.0,6.0,42.0,26.0,599.0,68.0,83.0,77.9,32,83.0,23,0,,1,1.31,37.0,50.0,-13.0,-0.44,0.16,32.9,40.4,-7.6,-0.26,0.64,0.0,30.0,24.0,3.0,54.0,26.0,21.0,0.0,1.0,1.0,134.0,20.0,31.0,39.2,32.0,€3.50m
Domingos Duarte,Centre-Back,25.0,POR,Granada CF,12.0,2020/2021,https://www.transfermarkt.com/domingos-duarte/profil/spieler/257376,,27,2363.0,26.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.5,1.9,17.0,79.0,3.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,2.0,33.3,0.23,0.08,0.17,0.5,8.4,0.0,0.0,0.0,0.23,-0.4,-0.4,742.0,964.0,77.0,15218.0,5887.0,231.0,263.0,87.8,385.0,443.0,86.9,115.0,226.0,50.9,0.0,0.5,0.2,-0.5,6.0,58.0,4.0,1.0,79.0,16.0,0.61,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,18.0,12.0,2.0,14.0,21.0,66.7,7.0,29.0,20.0,9.0,29.0,61.0,86.0,0.0,1165.0,144.0,570.0,564.0,36.0,10.0,1165.0,2.0,2.0,100.0,0.0,0.0,577.0,3269.0,1960.0,17.0,10.0,0.0,6.0,4.0,619.0,3.0,81.0,69.1,27,87.0,23,2,9.0,1,1.14,31.0,48.0,-17.0,-0.65,-0.56,28.8,37.4,-8.7,-0.33,0.21,0.0,22.0,20.0,0.0,1.0,29.0,20.0,0.0,1.0,0.0,126.0,46.0,34.0,57.5,29.0,€12.00m
Domingos Quina,Central Midfield,20.0,POR,Granada CF,3.0,2020/2021,https://www.transfermarkt.com/domingos-quina/profil/spieler/391719,,5,341.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,5.0,10.0,14.0,0.53,0.0,0.53,0.53,0.53,0.08,0.05,0.13,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,3.0,37.5,2.11,0.79,0.25,0.67,21.7,0.0,0.0,0.0,0.04,1.7,1.7,68.0,91.0,74.7,1052.0,210.0,38.0,46.0,82.6,19.0,27.0,70.4,6.0,6.0,100.0,0.0,0.2,0.3,-0.2,5.0,6.0,4.0,0.0,10.0,11.0,2.9,7.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,3.0,6.0,50.0,3.0,8.0,0.0,8.0,2.0,7.0,0.0,0.0,138.0,2.0,12.0,67.0,61.0,7.0,138.0,7.0,6.0,85.7,1.0,14.3,90.0,436.0,136.0,5.0,3.0,4.0,8.0,11.0,92.0,14.0,43.0,10.0,5,60.0,0,3,14.0,8,0.75,5.0,8.0,-3.0,-0.79,-0.35,3.9,4.3,-0.5,-0.12,0.31,0.0,5.0,10.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,20.0,4.0,3.0,57.1,8.0,€3.00m
Eris Abedini,Defensive Midfield,21.0,KVX,Granada CF,0.3,2020/2021,https://www.transfermarkt.com/eris-abedini/profil/spieler/413459,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€300k
Fede Vico,Attacking Midfield,26.0,ESP,Granada CF,1.2,2020/2021,https://www.transfermarkt.com/fede-vico/profil/spieler/162079,,9,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.8,28.0,29.0,46.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,4.0,40.0,1.17,0.47,0.0,0.0,20.8,2.0,0.0,0.0,0.07,-0.7,-0.7,213.0,323.0,65.9,3093.0,916.0,128.0,159.0,80.5,54.0,82.0,65.9,18.0,59.0,30.5,0.0,1.0,1.0,-1.0,8.0,22.0,8.0,2.0,29.0,17.0,1.99,10.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,5.0,5.0,0.0,3.0,10.0,30.0,7.0,15.0,1.0,14.0,12.0,22.0,5.0,0.0,419.0,6.0,69.0,196.0,161.0,13.0,419.0,21.0,12.0,57.1,9.0,42.9,237.0,1569.0,783.0,28.0,17.0,8.0,21.0,18.0,265.0,46.0,38.0,22.4,9,56.0,0,11,24.0,11,1.05,8.0,17.0,-9.0,-1.06,-0.75,7.9,11.8,-3.9,-0.46,-0.08,0.0,3.0,15.0,2.0,39.0,12.0,6.0,0.0,0.0,0.0,43.0,4.0,8.0,33.3,20.0,€1.20m
Germán Sánchez,Centre-Back,33.0,ESP,Granada CF,0.8,2020/2021,https://www.transfermarkt.com/german-sanchez/profil/spieler/95963,,29,2638.0,29.3,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.3,2.3,0.1,2.4,5.0,45.0,5.0,0.1,0.03,0.14,0.1,0.14,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13.0,5.0,38.5,0.44,0.17,0.23,0.6,9.3,0.0,0.0,0.0,0.17,0.7,0.7,717.0,977.0,73.4,14908.0,5745.0,210.0,249.0,84.3,396.0,468.0,84.6,100.0,232.0,43.1,1.0,0.1,0.3,0.9,1.0,36.0,2.0,0.0,45.0,12.0,0.41,8.0,0.0,0.0,2.0,2.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,13.0,9.0,2.0,11.0,23.0,47.8,12.0,28.0,26.0,2.0,38.0,62.0,130.0,1.0,1237.0,209.0,696.0,521.0,29.0,17.0,1237.0,1.0,1.0,100.0,0.0,0.0,532.0,2300.0,1102.0,5.0,1.0,0.0,6.0,2.0,628.0,5.0,78.0,77.1,29,89.0,26,5,14.0,1,1.15,40.0,52.0,-12.0,-0.41,0.28,30.9,41.8,-10.8,-0.37,0.12,0.0,30.0,30.0,4.0,1.0,38.0,11.0,0.0,0.0,0.0,103.0,83.0,78.0,51.6,34.0,€800k
Isma Ruiz,Central Midfield,19.0,ESP,Granada CF,0.3,2020/2021,https://www.transfermarkt.com/isma-ruiz/profil/spieler/631221,,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,14.0,20.0,70.0,262.0,36.0,6.0,8.0,75.0,6.0,8.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,25.0,2.0,6.0,17.0,3.0,1.0,25.0,0.0,0.0,,0.0,,11.0,34.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,67.0,2.0,1,67.0,0,0,,2,0.0,0.0,2.0,-2.0,-2.69,-2.26,0.0,3.1,-3.1,-4.3,-3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,33.3,1.0,€300k
Jesús Vallejo,Centre-Back,23.0,ESP,Granada CF,5.0,2020/2021,https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,,15,1348.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,8.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,10.3,0.0,0.0,0.0,0.1,-0.1,-0.1,375.0,521.0,72.0,8519.0,3780.0,101.0,127.0,79.5,193.0,217.0,88.9,76.0,151.0,50.3,0.0,0.1,0.3,-0.1,1.0,36.0,3.0,1.0,37.0,6.0,0.4,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.13,1.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,7.0,3.0,1.0,7.0,18.0,38.9,11.0,21.0,11.0,10.0,13.0,24.0,55.0,0.0,645.0,79.0,356.0,263.0,30.0,7.0,645.0,5.0,4.0,80.0,1.0,20.0,314.0,1659.0,996.0,8.0,4.0,0.0,8.0,0.0,351.0,4.0,64.0,39.4,15,82.0,10,6,19.0,4,1.29,16.0,23.0,-7.0,-0.47,0.01,16.3,23.7,-7.4,-0.49,-0.16,0.0,13.0,5.0,2.0,4.0,13.0,6.0,0.0,1.0,0.0,59.0,21.0,20.0,51.2,21.0,€5.00m
Jorge Molina,Centre-Forward,38.0,ESP,Granada CF,1.5,2020/2021,https://www.transfermarkt.com/jorge-molina/profil/spieler/57825,,17,1615.0,17.9,8.0,2.0,10.0,8.0,0.0,1.0,3.0,0.0,6.0,5.2,2.3,7.5,7.0,56.0,95.0,0.45,0.11,0.56,0.45,0.56,0.33,0.13,0.46,0.29,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,23.0,12.0,52.2,1.28,0.67,0.35,0.67,11.8,0.0,0.0,1.0,0.23,2.0,2.8,289.0,476.0,60.7,3929.0,1194.0,173.0,245.0,70.6,71.0,121.0,58.7,18.0,29.0,62.1,2.0,2.3,1.9,-0.3,21.0,35.0,19.0,0.0,56.0,46.0,2.56,40.0,0.0,0.0,1.0,5.0,0.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,5.0,3.0,8.0,22.0,36.4,14.0,5.0,1.0,4.0,3.0,14.0,19.0,0.0,623.0,20.0,46.0,302.0,277.0,58.0,622.0,11.0,5.0,45.5,6.0,54.5,298.0,1052.0,450.0,7.0,10.0,1.0,45.0,23.0,469.0,95.0,49.0,47.2,17,74.0,6,16,22.0,5,1.09,25.0,36.0,-11.0,-0.61,-0.26,22.2,27.4,-5.1,-0.29,0.21,0.0,28.0,27.0,10.0,4.0,3.0,4.0,1.0,0.0,0.0,44.0,83.0,87.0,48.8,33.0,€1.50m
Juan Brunet,Central Midfield,22.0,ARG,Granada CF,0.05,2020/2021,https://www.transfermarkt.com/juan-brunet/profil/spieler/696883,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,7.0,8.0,87.5,63.0,32.0,7.0,7.0,100.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,3.0,4.0,0.0,10.0,0.0,0.0,,0.0,,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,12.0,0.7,0,,0,2,12.0,0,0.5,0.0,0.0,0.0,0.0,0.48,0.8,0.2,0.6,2.2,2.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.7,2.0,€50k
Kenedy,Left Winger,24.0,BRA,Granada CF,10.0,2020/2021,https://www.transfermarkt.com/kenedy/profil/spieler/281404,,18,1471.0,16.3,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,2.7,4.7,30.0,23.0,59.0,0.24,0.18,0.43,0.24,0.43,0.12,0.16,0.29,0.12,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,37.0,11.0,29.7,2.26,0.67,0.11,0.36,26.4,7.0,0.0,0.0,0.05,2.0,2.0,201.0,318.0,63.2,3231.0,1250.0,105.0,131.0,80.2,56.0,81.0,69.1,24.0,73.0,32.9,3.0,2.7,2.0,0.3,17.0,19.0,10.0,7.0,23.0,39.0,2.39,17.0,8.0,6.0,4.0,3.0,1.0,4.0,0.24,3.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,10.0,7.0,5.0,5.0,25.0,20.0,20.0,21.0,4.0,17.0,26.0,48.0,15.0,1.0,551.0,15.0,109.0,196.0,258.0,23.0,551.0,70.0,37.0,52.9,33.0,47.1,302.0,2065.0,932.0,30.0,18.0,8.0,38.0,38.0,287.0,59.0,53.0,43.0,18,68.0,4,10,25.0,2,1.25,19.0,21.0,-2.0,-0.12,0.62,15.6,25.1,-9.5,-0.58,-0.33,0.0,32.0,22.0,0.0,62.0,26.0,12.0,0.0,1.0,0.0,85.0,11.0,21.0,34.4,28.0,€10.00m
Kingsley Fobi,Right-Back,21.0,GHA,Granada CF,0.15,2020/2021,https://www.transfermarkt.com/kingsley-fobi/profil/spieler/358981,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,7.0,11.0,63.6,114.0,56.0,3.0,3.0,100.0,3.0,6.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,2.0,5.0,6.0,3.0,1.0,14.0,0.0,0.0,,0.0,,6.0,51.0,38.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,45.0,1.3,0,,0,1,45.0,0,0.0,0.0,0.0,0.0,0.0,0.48,0.8,1.4,-0.6,-1.2,-0.81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,€150k
