Player,position,Age,Nation,club,mv_millions,Season,player_url,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,MP,market_value
David López,Centre-Back,32.0,ESP,Girona FC,2.0,2022/2023,https://www.transfermarkt.com/david-lopez/profil/spieler/129444,,19,1652.0,18.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,18.0,54.0,4.0,0.16,0.05,0.22,0.16,0.22,0.08,0.03,0.12,0.08,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,8.0,72.7,0.6,0.44,0.27,0.38,16.9,0.0,0.0,0.0,0.14,1.5,1.5,1082.0,1203.0,89.9,20522.0,7606.0,373.0,400.0,93.3,607.0,637.0,95.3,93.0,146.0,63.7,1.0,0.6,0.5,0.4,8.0,57.0,1.0,0.0,54.0,11.0,0.6,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,17.0,13.0,1.0,19.0,27.0,70.4,8.0,29.0,19.0,10.0,14.0,45.0,64.0,1.0,1379.0,207.0,795.0,553.0,37.0,16.0,1379.0,6.0,6.0,100.0,0.0,0.0,823.0,4281.0,2574.0,18.0,5.0,0.0,8.0,1.0,959.0,4.0,83.0,48.3,19,85.0,14,1,45.0,7,1.15,26.0,24.0,2.0,0.11,0.06,22.6,25.7,-3.1,-0.17,-0.11,0.0,16.0,16.0,3.0,0.0,14.0,18.0,0.0,0.0,0.0,106.0,29.0,32.0,47.5,20.0,€2.00m
Dawda Camara,Centre-Forward,19.0,MTN,Girona FC,0.0,2022/2023,https://www.transfermarkt.com/dawda-camara/profil/spieler/891923,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-
Eric Monjonell,Centre-Back,20.0,ESP,Girona FC,0.3,2022/2023,https://www.transfermarkt.com/eric-monjonell/profil/spieler/787154,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€300k
Iván Martín,Attacking Midfield,23.0,ESP,Girona FC,3.0,2022/2023,https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,,18,1586.0,17.6,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,2.4,2.4,2.2,4.7,30.0,56.0,82.0,0.17,0.17,0.34,0.17,0.34,0.14,0.13,0.27,0.14,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,8.0,44.4,1.02,0.45,0.17,0.38,15.7,0.0,0.0,0.0,0.13,0.6,0.6,565.0,672.0,84.1,8006.0,1764.0,331.0,366.0,90.4,180.0,212.0,84.9,29.0,40.0,72.5,3.0,2.2,2.1,0.8,17.0,38.0,17.0,6.0,56.0,34.0,1.93,30.0,0.0,1.0,1.0,2.0,0.0,6.0,0.34,4.0,0.0,0.0,0.0,2.0,0.0,9.0,7.0,4.0,4.0,1.0,8.0,23.0,34.8,15.0,12.0,0.0,12.0,9.0,18.0,12.0,0.0,822.0,23.0,132.0,425.0,274.0,36.0,822.0,48.0,26.0,54.2,18.0,37.5,540.0,3377.0,1213.0,30.0,19.0,6.0,32.0,37.0,631.0,82.0,66.0,46.4,18,79.0,5,6,27.0,7,1.63,27.0,25.0,2.0,0.11,0.06,23.1,26.3,-3.2,-0.18,-0.13,0.0,18.0,13.0,3.0,18.0,9.0,7.0,1.0,0.0,0.0,81.0,12.0,16.0,42.9,24.0,€3.00m
Javi Hernández,Left-Back,24.0,ESP,Girona FC,2.5,2022/2023,https://www.transfermarkt.com/javi-hernandez/profil/spieler/422466,,13,1116.0,12.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.9,2.2,41.0,78.0,25.0,0.08,0.16,0.24,0.08,0.24,0.1,0.07,0.18,0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,6.0,37.5,1.29,0.48,0.06,0.17,21.1,0.0,0.0,0.0,0.08,-0.3,-0.3,613.0,748.0,82.0,9758.0,3979.0,330.0,378.0,87.3,227.0,259.0,87.6,38.0,60.0,63.3,2.0,0.9,0.6,1.1,8.0,56.0,9.0,4.0,78.0,24.0,1.94,20.0,0.0,1.0,3.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,12.0,7.0,2.0,13.0,21.0,61.9,8.0,10.0,5.0,5.0,7.0,28.0,38.0,0.0,870.0,54.0,289.0,432.0,157.0,13.0,870.0,16.0,11.0,68.8,5.0,31.3,501.0,2907.0,1841.0,41.0,24.0,1.0,7.0,8.0,555.0,25.0,45.0,32.6,13,73.0,3,12,14.0,9,1.6,23.0,19.0,4.0,0.32,0.36,16.6,19.7,-3.1,-0.25,-0.21,0.0,9.0,21.0,1.0,16.0,7.0,12.0,0.0,1.0,0.0,67.0,10.0,10.0,50.0,25.0,€2.50m
Joel Roca,Left Winger,17.0,ESP,Girona FC,0.0,2022/2023,https://www.transfermarkt.com/joel-roca/profil/spieler/895326,,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,2.0,50.0,4.29,2.14,0.0,0.0,18.3,0.0,0.0,0.0,0.06,-0.3,-0.3,30.0,39.0,76.9,407.0,58.0,23.0,30.0,76.7,5.0,6.0,83.3,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.29,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,40.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,69.0,2.0,12.0,24.0,34.0,5.0,69.0,14.0,5.0,35.7,8.0,57.1,46.0,248.0,102.0,3.0,2.0,2.0,4.0,2.0,47.0,14.0,17.0,2.5,0,,0,5,17.0,15,0.2,0.0,0.0,0.0,0.0,-0.08,1.2,1.0,0.2,0.22,0.34,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,5.0,-
Juan Carlos,Goalkeeper,34.0,ESP,Girona FC,0.3,2022/2023,https://www.transfermarkt.com/juan-carlos/profil/spieler/120705,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.8,43.0,25.0,62.8,2.0,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,18.0,2.0,2.0,1.0,0.0,16.7,0.35,-1.3,-0.13,23.0,64.0,35.9,278.0,51.0,17.6,28.7,62.0,24.2,30.3,120.0,6.0,5.0,21.0,2.1,16.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,288.0,340.0,84.7,7160.0,4635.0,52.0,53.0,98.1,170.0,176.0,96.6,66.0,111.0,59.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,356.0,324.0,355.0,1.0,0.0,0.0,356.0,0.0,0.0,,0.0,,212.0,903.0,476.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,90.0,26.3,10,90.0,10,0,,28,0.8,14.0,18.0,-4.0,-0.4,-0.65,13.5,12.8,0.7,0.07,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,100.0,10.0,€300k
Juanpe,Centre-Back,31.0,ESP,Girona FC,1.5,2022/2023,https://www.transfermarkt.com/juanpe/profil/spieler/115333,,17,1426.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,8.0,38.0,3.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1.0,20.0,0.32,0.06,0.2,1.0,9.8,0.0,0.0,0.0,0.09,0.5,0.5,753.0,881.0,85.5,14726.0,5562.0,234.0,250.0,93.6,428.0,466.0,91.8,85.0,139.0,61.2,0.0,0.3,0.4,-0.3,3.0,32.0,1.0,0.0,38.0,15.0,0.95,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,10.0,9.0,0.0,11.0,17.0,64.7,6.0,12.0,9.0,3.0,10.0,29.0,60.0,1.0,992.0,169.0,573.0,395.0,31.0,16.0,992.0,1.0,1.0,100.0,0.0,0.0,595.0,3035.0,1700.0,8.0,2.0,0.0,0.0,2.0,693.0,3.0,75.0,41.7,17,83.0,13,2,6.0,11,1.21,29.0,25.0,4.0,0.25,0.3,18.5,23.9,-5.4,-0.34,-0.39,0.0,11.0,2.0,0.0,3.0,10.0,11.0,0.0,1.0,0.0,59.0,18.0,9.0,66.7,19.0,€1.50m
Manu Vallejo,Second Striker,25.0,ESP,Valencia CF,2.4,2022/2023,https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350,,2,206.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,7.0,10.0,25.0,0.0,0.44,0.44,0.0,0.44,0.02,0.12,0.14,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,0.44,0.44,0.0,0.0,12.6,0.0,0.0,0.0,0.04,0.0,0.0,68.0,89.0,76.4,1029.0,232.0,41.0,50.0,82.0,22.0,29.0,75.9,4.0,5.0,80.0,1.0,0.3,0.3,0.7,3.0,8.0,3.0,1.0,10.0,10.0,4.37,6.0,0.0,0.0,1.0,3.0,0.0,4.0,1.75,1.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,1.0,5.0,3.0,0.0,110.0,1.0,12.0,45.0,54.0,8.0,110.0,4.0,1.0,25.0,3.0,75.0,67.0,341.0,209.0,7.0,4.0,2.0,3.0,4.0,85.0,25.0,29.0,6.0,2,54.0,0,5,20.0,8,0.86,8.0,5.0,3.0,1.31,1.31,5.7,2.5,3.2,1.42,1.63,0.0,1.0,6.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,8.0,0.0,5.0,0.0,7.0,€2.40m
Manu Vallejo,Second Striker,25.0,ESP,Girona FC,2.4,2022/2023,https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350,,2,206.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,7.0,10.0,25.0,0.0,0.44,0.44,0.0,0.44,0.02,0.12,0.14,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,0.44,0.44,0.0,0.0,12.6,0.0,0.0,0.0,0.04,0.0,0.0,68.0,89.0,76.4,1029.0,232.0,41.0,50.0,82.0,22.0,29.0,75.9,4.0,5.0,80.0,1.0,0.3,0.3,0.7,3.0,8.0,3.0,1.0,10.0,10.0,4.37,6.0,0.0,0.0,1.0,3.0,0.0,4.0,1.75,1.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,1.0,5.0,3.0,0.0,110.0,1.0,12.0,45.0,54.0,8.0,110.0,4.0,1.0,25.0,3.0,75.0,67.0,341.0,209.0,7.0,4.0,2.0,3.0,4.0,85.0,25.0,29.0,6.0,2,54.0,0,5,20.0,8,0.86,8.0,5.0,3.0,1.31,1.31,5.7,2.5,3.2,1.42,1.63,0.0,1.0,6.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,8.0,0.0,5.0,0.0,7.0,€2.40m
Miguel Gutiérrez,Left-Back,21.0,ESP,Girona FC,10.0,2022/2023,https://www.transfermarkt.com/miguel-gutierrez/profil/spieler/525299,,27,2390.0,26.6,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.8,0.8,3.3,4.1,81.0,125.0,148.0,0.08,0.11,0.19,0.08,0.19,0.03,0.12,0.15,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,4.0,23.5,0.64,0.15,0.12,0.5,19.4,0.0,0.0,0.0,0.05,1.2,1.2,1130.0,1386.0,81.5,17750.0,5265.0,631.0,689.0,91.6,405.0,494.0,82.0,70.0,129.0,54.3,3.0,3.3,3.1,-0.3,22.0,92.0,29.0,16.0,125.0,55.0,2.07,40.0,5.0,5.0,2.0,3.0,0.0,8.0,0.3,6.0,1.0,0.0,0.0,1.0,0.0,41.0,23.0,23.0,13.0,5.0,23.0,37.0,62.2,14.0,23.0,5.0,18.0,18.0,59.0,42.0,1.0,1628.0,66.0,466.0,697.0,482.0,39.0,1628.0,75.0,35.0,46.7,32.0,42.7,959.0,5765.0,2803.0,81.0,43.0,17.0,36.0,25.0,1037.0,148.0,70.0,69.9,27,81.0,12,7,29.0,2,1.24,36.0,36.0,0.0,0.0,-0.26,35.1,34.4,0.7,0.02,0.45,0.0,23.0,24.0,3.0,104.0,18.0,23.0,0.0,0.0,0.0,157.0,9.0,16.0,36.0,34.0,€10.00m
Oriol Romeu,Defensive Midfield,30.0,ESP,Girona FC,5.0,2022/2023,https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100,,33,2950.0,32.8,2.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,1.6,1.6,0.9,2.5,15.0,133.0,16.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,24.0,5.0,20.8,0.73,0.15,0.08,0.4,17.8,0.0,0.0,0.0,0.07,0.4,0.4,1405.0,1626.0,86.4,24124.0,6512.0,641.0,695.0,92.2,593.0,655.0,90.5,123.0,187.0,65.8,0.0,0.9,1.3,-0.9,20.0,124.0,16.0,3.0,133.0,56.0,1.71,49.0,0.0,0.0,4.0,2.0,1.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,70.0,38.0,36.0,26.0,8.0,26.0,51.0,51.0,25.0,48.0,10.0,38.0,37.0,107.0,54.0,0.0,1952.0,109.0,589.0,1119.0,259.0,28.0,1952.0,24.0,20.0,83.3,1.0,4.2,1148.0,4448.0,2067.0,15.0,29.0,1.0,26.0,28.0,1318.0,16.0,89.0,86.3,33,89.0,31,0,,0,1.36,52.0,47.0,5.0,0.15,0.54,45.9,46.6,-0.7,-0.02,0.66,1.0,59.0,33.0,0.0,13.0,37.0,38.0,0.0,1.0,0.0,195.0,39.0,46.0,45.9,33.0,€5.00m
Oscar Ureña,Left Winger,19.0,DOM,Girona FC,0.4,2022/2023,https://www.transfermarkt.com/oscar-urena/profil/spieler/921734,,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,0.9,0.9,0.0,0.0,16.9,0.0,0.0,0.0,0.18,-0.2,-0.2,15.0,22.0,68.2,192.0,19.0,7.0,10.0,70.0,6.0,6.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,41.0,0.0,7.0,14.0,22.0,4.0,41.0,5.0,4.0,80.0,0.0,0.0,28.0,150.0,45.0,1.0,0.0,1.0,4.0,4.0,29.0,10.0,33.0,2.9,1,58.0,0,2,21.0,4,0.0,0.0,2.0,-2.0,-1.8,-1.94,1.3,1.7,-0.4,-0.4,-0.29,0.0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,€400k
Pau Victor,Centre-Forward,20.0,ESP,Girona FC,0.3,2022/2023,https://www.transfermarkt.com/pau-victor/profil/spieler/707572,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€300k
Paulo Gazzaniga,Goalkeeper,30.0,ARG,Girona FC,3.0,2022/2023,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,37.0,1.32,125.0,87.0,73.6,11.0,8.0,9.0,4.0,14.3,6.0,4.0,1.0,1.0,20.0,28.0,37.0,4.0,0.0,4.0,0.0,45.3,0.33,8.3,0.3,146.0,400.0,36.5,822.0,141.0,31.1,32.4,242.0,59.5,47.9,477.0,37.0,7.8,38.0,1.36,15.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,783.0,1070.0,73.2,21240.0,15708.0,201.0,201.0,100.0,349.0,359.0,97.2,231.0,501.0,46.1,0.0,0.2,0.0,-0.2,1.0,21.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,5.0,1140.0,981.0,1133.0,7.0,0.0,0.0,1140.0,1.0,1.0,100.0,0.0,0.0,667.0,3263.0,1663.0,0.0,0.0,0.0,3.0,2.0,504.0,0.0,90.0,73.7,28,90.0,28,0,,7,1.46,44.0,37.0,7.0,0.25,0.65,37.2,42.1,-4.9,-0.18,-0.24,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,100.0,28.0,€3.00m
Ramón Terrats,Central Midfield,21.0,ESP,Villarreal CF,4.0,2022/2023,https://www.transfermarkt.com/ramon-terrats/profil/spieler/783396,,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,1.7,0.0,0.0,,25.2,0.0,0.0,0.0,0.05,-0.2,-0.2,77.0,96.0,80.2,1216.0,290.0,44.0,48.0,91.7,23.0,31.0,74.2,8.0,10.0,80.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,3.0,1.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,2.0,6.0,33.3,4.0,6.0,2.0,4.0,3.0,7.0,3.0,1.0,129.0,8.0,38.0,70.0,23.0,2.0,129.0,5.0,2.0,40.0,3.0,60.0,73.0,414.0,191.0,4.0,4.0,0.0,2.0,5.0,87.0,4.0,27.0,6.2,2,72.0,0,6,12.0,6,1.63,1.0,3.0,-2.0,-0.85,-0.99,2.3,3.3,-1.1,-0.45,-0.36,0.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,8.0,€4.00m
Ramón Terrats,Central Midfield,21.0,ESP,Girona FC,4.0,2022/2023,https://www.transfermarkt.com/ramon-terrats/profil/spieler/783396,,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,1.7,0.0,0.0,,25.2,0.0,0.0,0.0,0.05,-0.2,-0.2,77.0,96.0,80.2,1216.0,290.0,44.0,48.0,91.7,23.0,31.0,74.2,8.0,10.0,80.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,3.0,1.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,2.0,6.0,33.3,4.0,6.0,2.0,4.0,3.0,7.0,3.0,1.0,129.0,8.0,38.0,70.0,23.0,2.0,129.0,5.0,2.0,40.0,3.0,60.0,73.0,414.0,191.0,4.0,4.0,0.0,2.0,5.0,87.0,4.0,27.0,6.2,2,72.0,0,6,12.0,6,1.63,1.0,3.0,-2.0,-0.85,-0.99,2.3,3.3,-1.1,-0.45,-0.36,0.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,8.0,€4.00m
Reinier,Attacking Midfield,20.0,BRA,Girona FC,2.0,2022/2023,https://www.transfermarkt.com/reinier/profil/spieler/627226,,5,647.0,7.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.5,1.5,0.6,2.0,13.0,25.0,27.0,0.28,0.14,0.42,0.28,0.42,0.2,0.08,0.28,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,4.0,40.0,1.39,0.56,0.2,0.5,11.6,0.0,0.0,0.0,0.15,0.5,0.5,198.0,248.0,79.8,2642.0,664.0,128.0,148.0,86.5,62.0,75.0,82.7,3.0,9.0,33.3,1.0,0.6,0.7,0.4,7.0,11.0,8.0,0.0,25.0,19.0,2.64,16.0,0.0,1.0,1.0,1.0,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,7.0,3.0,2.0,2.0,8.0,25.0,6.0,6.0,0.0,6.0,5.0,17.0,4.0,0.0,329.0,6.0,46.0,157.0,128.0,20.0,329.0,17.0,9.0,52.9,8.0,47.1,210.0,1139.0,490.0,13.0,18.0,1.0,19.0,19.0,258.0,27.0,36.0,18.9,5,72.0,1,13,22.0,3,1.37,8.0,9.0,-1.0,-0.14,-0.27,7.4,11.3,-3.9,-0.54,-0.53,0.0,4.0,15.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,29.0,6.0,12.0,33.3,18.0,€2.00m
