player,position,age,market_value,club,nationality,player_url,mv_millions,season
André Gomes,Central Midfield,24,€15.00m,FC Barcelona,['Portugal'],https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,15.0,2017/18
Andrés Iniesta,Central Midfield,34,€10.00m,FC Barcelona,['Spain'],https://www.transfermarkt.com/andres-iniesta/profil/spieler/7600,10.0,2017/18
Carles Aleñá,Central Midfield,20,€10.00m,FC Barcelona,['Spain'],https://www.transfermarkt.com/carles-alena/profil/spieler/284854,10.0,2017/18
Philippe Coutinho,Attacking Midfield,26,€100.00m,FC Barcelona,"['Brazil', 'Portugal']",https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,100.0,2017/18
Rafinha,Attacking Midfield,25,€28.00m,FC Barcelona,"['Brazil', 'Spain']",https://www.transfermarkt.com/rafinha/profil/spieler/129473,28.0,2017/18
Denis Suárez,Attacking Midfield,24,€15.00m,FC Barcelona,['Spain'],https://www.transfermarkt.com/denis-suarez/profil/spieler/165007,15.0,2017/18
José Manuel Arnáiz,Left Winger,23,€5.00m,FC Barcelona,['Spain'],https://www.transfermarkt.com/jose-manuel-arnaiz/profil/spieler/364603,5.0,2017/18
Arda Turan,Left Winger,31,€4.00m,FC Barcelona,['Türkiye'],https://www.transfermarkt.com/arda-turan/profil/spieler/21369,4.0,2017/18
Lionel Messi,Right Winger,31,€180.00m,FC Barcelona,"['Argentina', 'Spain']",https://www.transfermarkt.com/lionel-messi/profil/spieler/28003,180.0,2017/18
Ousmane Dembélé,Right Winger,21,€80.00m,FC Barcelona,['France'],https://www.transfermarkt.com/ousmane-dembele/profil/spieler/288230,80.0,2017/18
Aleix Vidal,Right Winger,28,€7.50m,FC Barcelona,['Spain'],https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,7.5,2017/18
Luis Suárez,Centre-Forward,31,€70.00m,FC Barcelona,['Uruguay'],https://www.transfermarkt.com/luis-suarez/profil/spieler/44352,70.0,2017/18
Paco Alcácer,Centre-Forward,24,€15.00m,FC Barcelona,['Spain'],https://www.transfermarkt.com/paco-alcacer/profil/spieler/126716,15.0,2017/18
Gerard Deulofeu,Centre-Forward,24,€14.00m,FC Barcelona,['Spain'],https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476,14.0,2017/18
Keylor Navas,Goalkeeper,31,€18.00m,Real Madrid,"['Costa Rica', 'Spain']",https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,18.0,2017/18
Kiko Casilla,Goalkeeper,31,€6.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/kiko-casilla/profil/spieler/27486,6.0,2017/18
Luca Zidane,Goalkeeper,20,€300k,Real Madrid,"['France', 'Spain']",https://www.transfermarkt.com/luca-zidane/profil/spieler/283489,0.3,2017/18
Moha Ramos,Goalkeeper,18,-,Real Madrid,"['Spain', 'Senegal']",https://www.transfermarkt.com/moha-ramos/profil/spieler/495602,0.0,2017/18
Raphaël Varane,Centre-Back,25,€70.00m,Real Madrid,"['France', 'Martinique']",https://www.transfermarkt.com/raphael-varane/profil/spieler/164770,70.0,2017/18
Sergio Ramos,Centre-Back,32,€45.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,45.0,2017/18
Nacho Fernández,Centre-Back,28,€30.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/nacho-fernandez/profil/spieler/58884,30.0,2017/18
Jesús Vallejo,Centre-Back,21,€12.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,12.0,2017/18
Manu Hernando,Centre-Back,19,€200k,Real Madrid,['Spain'],https://www.transfermarkt.com/manu-hernando/profil/spieler/396161,0.2,2017/18
Marcelo,Left-Back,30,€60.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/marcelo/profil/spieler/44501,60.0,2017/18
Theo Hernández,Left-Back,20,€15.00m,Real Madrid,"['France', 'Spain']",https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808,15.0,2017/18
Daniel Carvajal,Right-Back,26,€60.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/daniel-carvajal/profil/spieler/138927,60.0,2017/18
Lucas Vázquez,Right-Back,26,€25.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/lucas-vazquez/profil/spieler/221316,25.0,2017/18
Achraf Hakimi,Right-Back,19,€5.00m,Real Madrid,"['Morocco', 'Spain']",https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,5.0,2017/18
Álvaro Tejero,Right-Back,21,€300k,Real Madrid,['Spain'],https://www.transfermarkt.com/alvaro-tejero/profil/spieler/290273,0.3,2017/18
Casemiro,Defensive Midfield,26,€60.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/casemiro/profil/spieler/16306,60.0,2017/18
Toni Kroos,Central Midfield,28,€80.00m,Real Madrid,['Germany'],https://www.transfermarkt.com/toni-kroos/profil/spieler/31909,80.0,2017/18
Mateo Kovacic,Central Midfield,24,€30.00m,Real Madrid,['Croatia'],https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,30.0,2017/18
Luka Modrić,Central Midfield,32,€25.00m,Real Madrid,['Croatia'],https://www.transfermarkt.com/luka-modric/profil/spieler/27992,25.0,2017/18
Dani Ceballos,Central Midfield,21,€12.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/dani-ceballos/profil/spieler/319745,12.0,2017/18
Jaime Seoane,Central Midfield,21,€250k,Real Madrid,['Spain'],https://www.transfermarkt.com/jaime-seoane/profil/spieler/340867,0.25,2017/18
Marcos Llorente,Right Midfield,23,€12.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,12.0,2017/18
Luismi Quezada,Left Midfield,22,€300k,Real Madrid,"['Dominican Republic', 'Spain']",https://www.transfermarkt.com/luismi-quezada/profil/spieler/282428,0.3,2017/18
Marco Asensio,Attacking Midfield,22,€75.00m,Real Madrid,"['Spain', 'Netherlands']",https://www.transfermarkt.com/marco-asensio/profil/spieler/296622,75.0,2017/18
Isco,Attacking Midfield,26,€75.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/isco/profil/spieler/85288,75.0,2017/18
Óscar Rodríguez,Attacking Midfield,20,€800k,Real Madrid,['Spain'],https://www.transfermarkt.com/oscar-rodriguez/profil/spieler/284884,0.8,2017/18
Gareth Bale,Right Winger,28,€90.00m,Real Madrid,['Wales'],https://www.transfermarkt.com/gareth-bale/profil/spieler/39381,90.0,2017/18
Franchu,Right Winger,20,€200k,Real Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/franchu/profil/spieler/458466,0.2,2017/18
Cristo,Second Striker,20,€500k,Real Madrid,['Spain'],https://www.transfermarkt.com/cristo/profil/spieler/339707,0.5,2017/18
Cristiano Ronaldo,Centre-Forward,33,€100.00m,Real Madrid,['Portugal'],https://www.transfermarkt.com/cristiano-ronaldo/profil/spieler/8198,100.0,2017/18
Karim Benzema,Centre-Forward,30,€40.00m,Real Madrid,"['France', 'Algeria']",https://www.transfermarkt.com/karim-benzema/profil/spieler/18922,40.0,2017/18
Borja Mayoral,Centre-Forward,21,€7.50m,Real Madrid,['Spain'],https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,7.5,2017/18
Jan Oblak,Goalkeeper,25,€70.00m,Atlético de Madrid,['Slovenia'],https://www.transfermarkt.com/jan-oblak/profil/spieler/121483,70.0,2017/18
Miguel Ángel Moyá,Goalkeeper,34,€2.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/miguel-angel-moya/profil/spieler/26065,2.0,2017/18
Axel Werner,Goalkeeper,22,€1.00m,Atlético de Madrid,"['Argentina', 'Italy']",https://www.transfermarkt.com/axel-werner/profil/spieler/236734,1.0,2017/18
Miguel San Román,Goalkeeper,20,€250k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/miguel-san-roman/profil/spieler/396337,0.25,2017/18
Álex dos Santos,Goalkeeper,19,-,Atlético de Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/alex-dos-santos/profil/spieler/396341,0.0,2017/18
José María Giménez,Centre-Back,23,€45.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,45.0,2017/18
Stefan Savic,Centre-Back,27,€40.00m,Atlético de Madrid,"['Montenegro', 'Serbia']",https://www.transfermarkt.com/stefan-savic/profil/spieler/107010,40.0,2017/18
Diego Godín,Centre-Back,32,€35.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/diego-godin/profil/spieler/54928,35.0,2017/18
Antonio Montoro,Centre-Back,21,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/antonio-montoro/profil/spieler/251880,0.3,2017/18
Lucas Hernández,Left-Back,22,€35.00m,Atlético de Madrid,"['France', 'Spain']",https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,35.0,2017/18
Filipe Luís,Left-Back,32,€8.00m,Atlético de Madrid,"['Brazil', 'Poland']",https://www.transfermarkt.com/filipe-luis/profil/spieler/21725,8.0,2017/18
Sergi González,Left-Back,23,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/sergi-gonzalez/profil/spieler/281979,0.3,2017/18
Sime Vrsaljko,Right-Back,26,€25.00m,Atlético de Madrid,['Croatia'],https://www.transfermarkt.com/sime-vrsaljko/profil/spieler/76061,25.0,2017/18
Juanfran Torres,Right-Back,33,€5.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/juanfran-torres/profil/spieler/16635,5.0,2017/18
Carlos Isaac,Right-Back,20,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/carlos-isaac/profil/spieler/396324,0.2,2017/18
Thomas Partey,Defensive Midfield,25,€25.00m,Atlético de Madrid,['Ghana'],https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,25.0,2017/18
Koke,Central Midfield,26,€70.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/koke/profil/spieler/74229,70.0,2017/18
Saúl Ñíguez,Central Midfield,23,€70.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,70.0,2017/18
Gabi,Central Midfield,34,€3.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/gabi/profil/spieler/22969,3.0,2017/18
Augusto Fernández,Central Midfield,32,€2.50m,Atlético de Madrid,"['Argentina', 'Italy']",https://www.transfermarkt.com/augusto-fernandez/profil/spieler/39151,2.5,2017/18
Keidi Bare,Central Midfield,20,€500k,Atlético de Madrid,['Albania'],https://www.transfermarkt.com/keidi-bare/profil/spieler/295622,0.5,2017/18
Toni Moya,Central Midfield,20,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/toni-moya/profil/spieler/295065,0.3,2017/18
Roberto Olabe,Central Midfield,22,€250k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/roberto-olabe/profil/spieler/242299,0.25,2017/18
Nico Gaitán,Attacking Midfield,30,€8.00m,Atlético de Madrid,['Argentina'],https://www.transfermarkt.com/nico-gaitan/profil/spieler/75442,8.0,2017/18
Juan Moreno,Attacking Midfield,21,€100k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/juan-moreno/profil/spieler/339814,0.1,2017/18
Yannick Carrasco,Left Winger,24,€25.00m,Atlético de Madrid,"['Belgium', 'Spain']",https://www.transfermarkt.com/yannick-carrasco/profil/spieler/140776,25.0,2017/18
Vitolo,Left Winger,28,€25.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/vitolo/profil/spieler/67082,25.0,2017/18
Ángel Correa,Right Winger,23,€24.00m,Atlético de Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/angel-correa/profil/spieler/266807,24.0,2017/18
Arona Sané,Right Winger,23,€250k,Atlético de Madrid,['Senegal'],https://www.transfermarkt.com/arona-sane/profil/spieler/282006,0.25,2017/18
Juan Agüero,Right Winger,19,-,Atlético de Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/juan-aguero/profil/spieler/341228,0.0,2017/18
Antoine Griezmann,Centre-Forward,27,€100.00m,Atlético de Madrid,['France'],https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,100.0,2017/18
Diego Costa,Centre-Forward,29,€60.00m,Atlético de Madrid,"['Spain', 'Brazil']",https://www.transfermarkt.com/diego-costa/profil/spieler/44779,60.0,2017/18
Kévin Gameiro,Centre-Forward,31,€20.00m,Atlético de Madrid,['France'],https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,20.0,2017/18
Luciano Vietto,Centre-Forward,24,€6.00m,Atlético de Madrid,"['Argentina', 'Italy']",https://www.transfermarkt.com/luciano-vietto/profil/spieler/214316,6.0,2017/18
Fernando Torres,Centre-Forward,34,€4.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/fernando-torres/profil/spieler/7767,4.0,2017/18
Alberto Ródenas,Centre-Forward,19,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/alberto-rodenas/profil/spieler/461623,0.2,2017/18
Neto,Goalkeeper,28,€15.00m,Valencia CF,"['Brazil', 'Italy']",https://www.transfermarkt.com/neto/profil/spieler/111819,15.0,2017/18
Jaume Doménech,Goalkeeper,27,€2.50m,Valencia CF,['Spain'],https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,2.5,2017/18
Cristian Rivero,Goalkeeper,20,€250k,Valencia CF,['Spain'],https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,0.25,2017/18
Gabriel Paulista,Centre-Back,27,€20.00m,Valencia CF,"['Brazil', 'Spain']",https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,20.0,2017/18
Jeison Murillo,Centre-Back,26,€15.00m,Valencia CF,"['Colombia', 'Spain']",https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,15.0,2017/18
Ezequiel Garay,Centre-Back,31,€12.00m,Valencia CF,"['Argentina', 'Spain']",https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939,12.0,2017/18
Rúben Vezo,Centre-Back,24,€6.00m,Valencia CF,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/ruben-vezo/profil/spieler/257851,6.0,2017/18
Javi Jiménez,Centre-Back,21,€300k,Valencia CF,['Spain'],https://www.transfermarkt.com/javi-jimenez/profil/spieler/251860,0.3,2017/18
José Gayà,Left-Back,23,€35.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,35.0,2017/18
Toni Lato,Left-Back,20,€8.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/toni-lato/profil/spieler/320271,8.0,2017/18
João Cancelo,Right-Back,24,€35.00m,Valencia CF,['Portugal'],https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,35.0,2017/18
Martín Montoya,Right-Back,27,€8.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/martin-montoya/profil/spieler/68645,8.0,2017/18
Nacho Vidal,Right-Back,23,€1.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/nacho-vidal/profil/spieler/216870,1.0,2017/18
Geoffrey Kondogbia,Defensive Midfield,25,€30.00m,Valencia CF,"['Central African Republic', 'France']",https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,30.0,2017/18
Francis Coquelin,Defensive Midfield,27,€12.00m,Valencia CF,"['France', 'Réunion']",https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,12.0,2017/18
Carlos Soler,Central Midfield,21,€30.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/carlos-soler/profil/spieler/372246,30.0,2017/18
Dani Parejo,Central Midfield,29,€20.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,20.0,2017/18
Nemanja Maksimovic,Central Midfield,23,€3.00m,Valencia CF,['Serbia'],https://www.transfermarkt.com/nemanja-maksimovic/profil/spieler/273152,3.0,2017/18
Álvaro Medrán,Central Midfield,24,€1.80m,Valencia CF,['Spain'],https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,1.8,2017/18
Gonzalo Villar,Central Midfield,20,€200k,Valencia CF,['Spain'],https://www.transfermarkt.com/gonzalo-villar/profil/spieler/398163,0.2,2017/18
Andreas Pereira,Attacking Midfield,22,€6.00m,Valencia CF,"['Brazil', 'Belgium']",https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394,6.0,2017/18
Gonçalo Guedes,Left Winger,21,€40.00m,Valencia CF,['Portugal'],https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,40.0,2017/18
Nacho Gil,Left Winger,22,€800k,Valencia CF,['Spain'],https://www.transfermarkt.com/nacho-gil/profil/spieler/336731,0.8,2017/18
Fabián Orellana,Right Winger,32,€2.00m,Valencia CF,"['Chile', 'Spain']",https://www.transfermarkt.com/fabian-orellana/profil/spieler/60890,2.0,2017/18
Rober Ibáñez,Right Winger,25,€1.20m,Valencia CF,['Spain'],https://www.transfermarkt.com/rober-ibanez/profil/spieler/242532,1.2,2017/18
Rodrigo,Centre-Forward,27,€40.00m,Valencia CF,"['Spain', 'Brazil']",https://www.transfermarkt.com/rodrigo/profil/spieler/131505,40.0,2017/18
Simone Zaza,Centre-Forward,27,€22.00m,Valencia CF,['Italy'],https://www.transfermarkt.com/simone-zaza/profil/spieler/96828,22.0,2017/18
Santi Mina,Centre-Forward,22,€20.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/santi-mina/profil/spieler/255653,20.0,2017/18
Luciano Vietto,Centre-Forward,24,€6.00m,Valencia CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/luciano-vietto/profil/spieler/214316,6.0,2017/18
Ferran Torres,Centre-Forward,18,€5.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,5.0,2017/18
Sergio Rico,Goalkeeper,24,€12.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,12.0,2017/18
David Soria,Goalkeeper,25,€4.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/david-soria/profil/spieler/226012,4.0,2017/18
Juan Soriano,Goalkeeper,20,€600k,Sevilla FC,['Spain'],https://www.transfermarkt.com/juan-soriano/profil/spieler/251892,0.6,2017/18
Clément Lenglet,Centre-Back,23,€25.00m,Sevilla FC,['France'],https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,25.0,2017/18
Simon Kjaer,Centre-Back,29,€10.00m,Sevilla FC,['Denmark'],https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859,10.0,2017/18
Gabriel Mercado,Centre-Back,31,€5.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/gabriel-mercado/profil/spieler/45319,5.0,2017/18
Daniel Carriço,Centre-Back,29,€1.00m,Sevilla FC,['Portugal'],https://www.transfermarkt.com/daniel-carrico/profil/spieler/37712,1.0,2017/18
Nicolás Pareja,Centre-Back,34,€800k,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/nicolas-pareja/profil/spieler/41281,0.8,2017/18
Sergio Escudero,Left-Back,28,€7.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,7.5,2017/18
Guilherme Arana,Left-Back,21,€5.00m,Sevilla FC,['Brazil'],https://www.transfermarkt.com/guilherme-arana/profil/spieler/346766,5.0,2017/18
Lionel Carole,Left-Back,27,€3.00m,Sevilla FC,"['France', 'Martinique']",https://www.transfermarkt.com/lionel-carole/profil/spieler/11530,3.0,2017/18
Miguel Layún,Right-Back,30,€5.00m,Sevilla FC,"['Mexico', 'Spain']",https://www.transfermarkt.com/miguel-layun/profil/spieler/58576,5.0,2017/18
Jesús Navas,Right-Back,32,€5.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,5.0,2017/18
Sébastien Corchia,Right-Back,27,€4.00m,Sevilla FC,"['France', 'Italy']",https://www.transfermarkt.com/sebastien-corchia/profil/spieler/102744,4.0,2017/18
Álex Pozo,Right-Back,19,€2.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/alex-pozo/profil/spieler/341272,2.0,2017/18
Steven Nzonzi,Defensive Midfield,29,€30.00m,Sevilla FC,"['France', 'DR Congo']",https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,30.0,2017/18
Guido Pizarro,Defensive Midfield,28,€7.50m,Sevilla FC,"['Argentina', 'Mexico']",https://www.transfermarkt.com/guido-pizarro/profil/spieler/105899,7.5,2017/18
Johannes Geis,Defensive Midfield,24,€5.00m,Sevilla FC,['Germany'],https://www.transfermarkt.com/johannes-geis/profil/spieler/89650,5.0,2017/18
Éver Banega,Central Midfield,30,€12.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/ever-banega/profil/spieler/12249,12.0,2017/18
Roque Mesa,Central Midfield,29,€7.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/roque-mesa/profil/spieler/202984,7.0,2017/18
Walter Montoya,Central Midfield,24,€4.00m,Sevilla FC,['Argentina'],https://www.transfermarkt.com/walter-montoya/profil/spieler/267420,4.0,2017/18
Michael Krohn-Dehli,Central Midfield,35,€800k,Sevilla FC,['Denmark'],https://www.transfermarkt.com/michael-krohn-dehli/profil/spieler/18006,0.8,2017/18
Franco Vázquez,Attacking Midfield,29,€7.50m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/franco-vazquez/profil/spieler/76163,7.5,2017/18
Ganso,Attacking Midfield,28,€2.00m,Sevilla FC,['Brazil'],https://www.transfermarkt.com/ganso/profil/spieler/67920,2.0,2017/18
Borja Lasso,Attacking Midfield,24,€1.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/borja-lasso/profil/spieler/268949,1.0,2017/18
Nolito,Left Winger,31,€5.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/nolito/profil/spieler/70934,5.0,2017/18
José Alonso Lara,Left Winger,18,€500k,Sevilla FC,['Spain'],https://www.transfermarkt.com/jose-alonso-lara/profil/spieler/461858,0.5,2017/18
Pablo Sarabia,Right Winger,26,€20.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,20.0,2017/18
Joaquín Correa,Second Striker,23,€10.00m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/joaquin-correa/profil/spieler/227081,10.0,2017/18
Wissam Ben Yedder,Centre-Forward,27,€28.00m,Sevilla FC,"['France', 'Tunisia']",https://www.transfermarkt.com/wissam-ben-yedder/profil/spieler/146854,28.0,2017/18
Luis Muriel,Centre-Forward,27,€12.00m,Sevilla FC,['Colombia'],https://www.transfermarkt.com/luis-muriel/profil/spieler/119228,12.0,2017/18
Sandro Ramírez,Centre-Forward,22,€10.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sandro-ramirez/profil/spieler/199369,10.0,2017/18
Carlos Fernández,Centre-Forward,22,€1.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,1.0,2017/18
Kepa Arrizabalaga,Goalkeeper,23,€20.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279,20.0,2017/18
Iago Herrerín,Goalkeeper,30,€3.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570,3.0,2017/18
Unai Simón,Goalkeeper,21,€500k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-simon/profil/spieler/262396,0.5,2017/18
Aymeric Laporte,Centre-Back,24,€50.00m,Athletic Bilbao,"['Spain', 'France']",https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,50.0,2017/18
Iñigo Martínez,Centre-Back,27,€32.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,32.0,2017/18
Yeray Álvarez,Centre-Back,23,€15.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,15.0,2017/18
Unai Núñez,Centre-Back,21,€15.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,15.0,2017/18
Xabi Etxeita,Centre-Back,30,€2.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/xabi-etxeita/profil/spieler/71559,2.0,2017/18
Enric Saborit,Centre-Back,26,€800k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/enric-saborit/profil/spieler/85372,0.8,2017/18
Óscar Gil,Centre-Back,23,€400k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/oscar-gil/profil/spieler/199341,0.4,2017/18
Dani Vivian,Centre-Back,18,€50k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,0.05,2017/18
