player,position,age,market_value,club,nationality,player_url,mv_millions,season
Mariano Díaz,Centre-Forward,30,€1.50m,Sevilla FC,"['Dominican Republic', 'Spain']",https://www.transfermarkt.com/mariano-diaz/profil/spieler/225020,1.5,2023/24
Ibra Sow,Centre-Forward,17,€200k,Sevilla FC,"['Senegal', 'Spain']",https://www.transfermarkt.com/ibra-sow/profil/spieler/934420,0.2,2023/24
Rui Silva,Goalkeeper,30,€8.00m,Real Betis Balompié,['Portugal'],https://www.transfermarkt.com/rui-silva/profil/spieler/234811,8.0,2023/24
Claudio Bravo,Goalkeeper,41,€800k,Real Betis Balompié,"['Chile', 'Spain']",https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423,0.8,2023/24
Fran Vieites,Goalkeeper,25,€500k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/fran-vieites/profil/spieler/551182,0.5,2023/24
Guilherme Fernandes,Goalkeeper,23,€150k,Real Betis Balompié,['Portugal'],https://www.transfermarkt.com/guilherme-fernandes/profil/spieler/567504,0.15,2023/24
Germán García,Goalkeeper,20,€25k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/german-garcia/profil/spieler/1061277,0.025,2023/24
Chadi Riad,Centre-Back,21,€15.00m,Real Betis Balompié,"['Morocco', 'Spain']",https://www.transfermarkt.com/chadi-riad/profil/spieler/689637,15.0,2023/24
Luiz Felipe,Centre-Back,27,€13.00m,Real Betis Balompié,"['Italy', 'Brazil']",https://www.transfermarkt.com/luiz-felipe/profil/spieler/457931,13.0,2023/24
Germán Pezzella,Centre-Back,33,€3.00m,Real Betis Balompié,"['Argentina', 'Italy']",https://www.transfermarkt.com/german-pezzella/profil/spieler/113133,3.0,2023/24
Nobel Mendy,Centre-Back,19,€1.00m,Real Betis Balompié,"['Senegal', 'Guinea-Bissau']",https://www.transfermarkt.com/nobel-mendy/profil/spieler/1034853,1.0,2023/24
Marc Bartra,Centre-Back,33,€1.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/marc-bartra/profil/spieler/99922,1.0,2023/24
Sokratis Papastathopoulos,Centre-Back,36,€700k,Real Betis Balompié,['Greece'],https://www.transfermarkt.com/sokratis-papastathopoulos/profil/spieler/34322,0.7,2023/24
Ricardo Visus,Centre-Back,23,€150k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/ricardo-visus/profil/spieler/630989,0.15,2023/24
Juan Miranda,Left-Back,24,€9.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/juan-miranda/profil/spieler/341227,9.0,2023/24
Abner,Left-Back,24,€7.00m,Real Betis Balompié,['Brazil'],https://www.transfermarkt.com/abner/profil/spieler/646402,7.0,2023/24
Xavi Pleguezuelo,Left-Back,21,€100k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/xavi-pleguezuelo/profil/spieler/971774,0.1,2023/24
Héctor Bellerín,Right-Back,29,€4.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217,4.0,2023/24
Aitor Ruibal,Right-Back,28,€3.50m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139,3.5,2023/24
Youssouf Sabaly,Right-Back,31,€2.50m,Real Betis Balompié,"['Senegal', 'France']",https://www.transfermarkt.com/youssouf-sabaly/profil/spieler/135492,2.5,2023/24
Pablo Busto,Right-Back,18,€500k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/pablo-busto/profil/spieler/1054909,0.5,2023/24
Johnny Cardoso,Defensive Midfield,22,€25.00m,Real Betis Balompié,"['United States', 'Italy']",https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505,25.0,2023/24
Guido Rodríguez,Defensive Midfield,30,€20.00m,Real Betis Balompié,"['Argentina', 'Italy']",https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385,20.0,2023/24
Marc Roca,Defensive Midfield,27,€9.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/marc-roca/profil/spieler/336869,9.0,2023/24
William Carvalho,Defensive Midfield,32,€3.00m,Real Betis Balompié,"['Portugal', 'Angola']",https://www.transfermarkt.com/william-carvalho/profil/spieler/100131,3.0,2023/24
Paul Akouokou,Defensive Midfield,26,€1.50m,Real Betis Balompié,"[""Cote d'Ivoire""]",https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,1.5,2023/24
Pablo Fornals,Central Midfield,28,€14.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885,14.0,2023/24
Sergi Altimira,Central Midfield,22,€2.50m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/sergi-altimira/profil/spieler/466801,2.5,2023/24
Andrés Guardado,Central Midfield,37,€1.00m,Real Betis Balompié,"['Mexico', 'Spain']",https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,1.0,2023/24
Ginés Sorroche,Central Midfield,20,€300k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/gines-sorroche/profil/spieler/961944,0.3,2023/24
Quique Fernández,Central Midfield,20,€150k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/quique-fernandez/profil/spieler/668184,0.15,2023/24
Nabil Fekir,Attacking Midfield,30,€10.00m,Real Betis Balompié,"['France', 'Algeria']",https://www.transfermarkt.com/nabil-fekir/profil/spieler/203496,10.0,2023/24
Isco,Attacking Midfield,32,€8.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/isco/profil/spieler/85288,8.0,2023/24
Dani Pérez,Attacking Midfield,18,€500k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/dani-perez/profil/spieler/895331,0.5,2023/24
Abde Ezzalzouli,Left Winger,22,€9.00m,Real Betis Balompié,"['Morocco', 'Spain']",https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,9.0,2023/24
Juan Cruz,Left Winger,24,€1.50m,Real Betis Balompié,"['Spain', 'Argentina']",https://www.transfermarkt.com/juan-cruz/profil/spieler/585700,1.5,2023/24
Luiz Henrique,Right Winger,23,€12.00m,Real Betis Balompié,['Brazil'],https://www.transfermarkt.com/luiz-henrique/profil/spieler/800175,12.0,2023/24
Assane Diao,Right Winger,18,€12.00m,Real Betis Balompié,"['Senegal', 'Spain']",https://www.transfermarkt.com/assane-diao/profil/spieler/1061282,12.0,2023/24
Rodri Sánchez,Right Winger,24,€3.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/rodri-sanchez/profil/spieler/630995,3.0,2023/24
Ayoze Pérez,Centre-Forward,30,€7.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/ayoze-perez/profil/spieler/246968,7.0,2023/24
Borja Iglesias,Centre-Forward,31,€5.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359,5.0,2023/24
Willian José,Centre-Forward,32,€5.00m,Real Betis Balompié,"['Brazil', 'Spain']",https://www.transfermarkt.com/willian-jose/profil/spieler/122155,5.0,2023/24
Chimy Ávila,Centre-Forward,30,€3.00m,Real Betis Balompié,"['Argentina', 'Spain']",https://www.transfermarkt.com/chimy-avila/profil/spieler/167721,3.0,2023/24
Cédric Bakambu,Centre-Forward,33,€2.50m,Real Betis Balompié,"['DR Congo', 'France']",https://www.transfermarkt.com/cedric-bakambu/profil/spieler/127048,2.5,2023/24
Iván Villar,Goalkeeper,26,€1.20m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/ivan-villar/profil/spieler/297194,1.2,2023/24
Agustín Marchesín,Goalkeeper,36,€800k,Celta de Vigo,"['Argentina', 'Italy']",https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,0.8,2023/24
Vicente Guaita,Goalkeeper,37,€800k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399,0.8,2023/24
Coke Carrillo,Goalkeeper,22,€200k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/coke-carrillo/profil/spieler/581640,0.2,2023/24
César Fernández,Goalkeeper,20,€200k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/cesar-fernandez/profil/spieler/646741,0.2,2023/24
Ruly García,Goalkeeper,24,€150k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/ruly-garcia/profil/spieler/577869,0.15,2023/24
Unai Núñez,Centre-Back,27,€7.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,7.0,2023/24
Carl Starfelt,Centre-Back,29,€6.00m,Celta de Vigo,['Sweden'],https://www.transfermarkt.com/carl-starfelt/profil/spieler/258987,6.0,2023/24
Joseph Aidoo,Centre-Back,28,€4.00m,Celta de Vigo,['Ghana'],https://www.transfermarkt.com/joseph-aidoo/profil/spieler/358250,4.0,2023/24
Carlos Domínguez,Centre-Back,23,€3.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/carlos-dominguez/profil/spieler/636093,3.0,2023/24
Javi Rodríguez,Centre-Back,21,€250k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/javi-rodriguez/profil/spieler/1076815,0.25,2023/24
Yoel Lago,Centre-Back,20,€200k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/yoel-lago/profil/spieler/939374,0.2,2023/24
Javi Domínguez,Centre-Back,23,€150k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/javi-dominguez/profil/spieler/625882,0.15,2023/24
Manu Sánchez,Left-Back,23,€8.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809,8.0,2023/24
Mihailo Ristic,Left-Back,28,€1.00m,Celta de Vigo,"['Serbia', 'Bosnia-Herzegovina']",https://www.transfermarkt.com/mihailo-ristic/profil/spieler/271455,1.0,2023/24
Joel López,Left-Back,22,€200k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/joel-lopez/profil/spieler/586736,0.2,2023/24
Óscar Mingueza,Right-Back,25,€8.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/oscar-mingueza/profil/spieler/331505,8.0,2023/24
Javier Manquillo,Right-Back,30,€1.80m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029,1.8,2023/24
Kevin Vázquez,Right-Back,31,€800k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/kevin-vazquez/profil/spieler/221315,0.8,2023/24
Javi Rueda,Right-Back,22,€250k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/javi-rueda/profil/spieler/652331,0.25,2023/24
Renato Tapia,Defensive Midfield,28,€5.00m,Celta de Vigo,"['Peru', 'Spain']",https://www.transfermarkt.com/renato-tapia/profil/spieler/277137,5.0,2023/24
Jailson,Defensive Midfield,28,€1.50m,Celta de Vigo,['Brazil'],https://www.transfermarkt.com/jailson/profil/spieler/366948,1.5,2023/24
Damián Rodríguez,Defensive Midfield,21,€500k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/damian-rodriguez/profil/spieler/715628,0.5,2023/24
Fran Beltrán,Central Midfield,25,€6.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/fran-beltran/profil/spieler/423444,6.0,2023/24
Luca de la Torre,Central Midfield,26,€3.00m,Celta de Vigo,"['United States', 'Spain']",https://www.transfermarkt.com/luca-de-la-torre/profil/spieler/315762,3.0,2023/24
Hugo Sotelo,Central Midfield,20,€2.50m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/hugo-sotelo/profil/spieler/892221,2.5,2023/24
Carlos Dotor,Central Midfield,23,€2.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/carlos-dotor/profil/spieler/623524,2.0,2023/24
Gabri Veiga,Attacking Midfield,22,€25.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/gabri-veiga/profil/spieler/699704,25.0,2023/24
Jonathan Bamba,Left Winger,28,€9.00m,Celta de Vigo,"[""Cote d'Ivoire"", 'France']",https://www.transfermarkt.com/jonathan-bamba/profil/spieler/292818,9.0,2023/24
Williot Swedberg,Left Winger,20,€5.00m,Celta de Vigo,['Sweden'],https://www.transfermarkt.com/williot-swedberg/profil/spieler/764859,5.0,2023/24
Hugo Álvarez,Left Winger,20,€1.50m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/hugo-alvarez/profil/spieler/892929,1.5,2023/24
Franco Cervi,Left Winger,30,€1.50m,Celta de Vigo,"['Argentina', 'Italy']",https://www.transfermarkt.com/franco-cervi/profil/spieler/341110,1.5,2023/24
Tadeo Allende,Right Winger,25,€4.00m,Celta de Vigo,"['Argentina', 'Italy']",https://www.transfermarkt.com/tadeo-allende/profil/spieler/872184,4.0,2023/24
Carles Pérez,Right Winger,26,€2.50m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/carles-perez/profil/spieler/282810,2.5,2023/24
Miguel Rodríguez,Right Winger,21,€800k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/miguel-rodriguez/profil/spieler/634427,0.8,2023/24
Jørgen Strand Larsen,Centre-Forward,24,€25.00m,Celta de Vigo,['Norway'],https://www.transfermarkt.com/jorgen-strand-larsen/profil/spieler/429983,25.0,2023/24
Anastasios Douvikas,Centre-Forward,24,€6.00m,Celta de Vigo,['Greece'],https://www.transfermarkt.com/anastasios-douvikas/profil/spieler/523318,6.0,2023/24
Iago Aspas,Centre-Forward,36,€3.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,3.0,2023/24
Gonçalo Paciência,Centre-Forward,29,€1.50m,Celta de Vigo,['Portugal'],https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547,1.5,2023/24
Augusto Batalla,Goalkeeper,28,€5.00m,Granada CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/augusto-batalla/profil/spieler/275218,5.0,2023/24
André Ferreira,Goalkeeper,28,€800k,Granada CF,['Portugal'],https://www.transfermarkt.com/andre-ferreira/profil/spieler/290346,0.8,2023/24
Marc Martínez,Goalkeeper,34,€300k,Granada CF,['Spain'],https://www.transfermarkt.com/marc-martinez/profil/spieler/129374,0.3,2023/24
Adri López,Goalkeeper,25,€200k,Granada CF,['Spain'],https://www.transfermarkt.com/adri-lopez/profil/spieler/412042,0.2,2023/24
Raúl Fernández,Goalkeeper,36,€200k,Granada CF,['Spain'],https://www.transfermarkt.com/raul-fernandez/profil/spieler/54217,0.2,2023/24
Pol Tristán,Goalkeeper,22,€100k,Granada CF,['Spain'],https://www.transfermarkt.com/pol-tristan/profil/spieler/605528,0.1,2023/24
Fran Árbol,Goalkeeper,18,-,Granada CF,['Spain'],https://www.transfermarkt.com/fran-arbol/profil/spieler/891312,0.0,2023/24
Bruno Méndez,Centre-Back,24,€5.00m,Granada CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/bruno-mendez/profil/spieler/552912,5.0,2023/24
Raúl Torrente,Centre-Back,22,€3.00m,Granada CF,['Spain'],https://www.transfermarkt.com/raul-torrente/profil/spieler/631222,3.0,2023/24
Kamil Piatkowski,Centre-Back,24,€2.50m,Granada CF,['Poland'],https://www.transfermarkt.com/kamil-piatkowski/profil/spieler/345449,2.5,2023/24
Miguel Rubio,Centre-Back,26,€1.50m,Granada CF,['Spain'],https://www.transfermarkt.com/miguel-rubio/profil/spieler/583510,1.5,2023/24
Ignasi Miquel,Centre-Back,31,€1.20m,Granada CF,['Spain'],https://www.transfermarkt.com/ignasi-miquel/profil/spieler/70245,1.2,2023/24
Jesús Vallejo,Centre-Back,27,€1.00m,Granada CF,['Spain'],https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,1.0,2023/24
Miki Bosch,Centre-Back,23,€100k,Granada CF,['Spain'],https://www.transfermarkt.com/miki-bosch/profil/spieler/707276,0.1,2023/24
Álvaro Carreras,Left-Back,21,€7.00m,Granada CF,['Spain'],https://www.transfermarkt.com/alvaro-carreras/profil/spieler/811778,7.0,2023/24
Faitout Maouassa,Left-Back,25,€4.00m,Granada CF,"['France', 'Congo']",https://www.transfermarkt.com/faitout-maouassa/profil/spieler/357072,4.0,2023/24
Carlos Neva,Left-Back,28,€2.50m,Granada CF,['Spain'],https://www.transfermarkt.com/carlos-neva/profil/spieler/448844,2.5,2023/24
Miguel Ángel Brau,Left-Back,22,€150k,Granada CF,['Spain'],https://www.transfermarkt.com/miguel-angel-brau/profil/spieler/713649,0.15,2023/24
Ricard Sánchez,Right-Back,24,€2.50m,Granada CF,['Spain'],https://www.transfermarkt.com/ricard-sanchez/profil/spieler/388545,2.5,2023/24
Wilson Manafá,Right-Back,29,€1.30m,Granada CF,"['Portugal', 'Guinea-Bissau']",https://www.transfermarkt.com/wilson-manafa/profil/spieler/257388,1.3,2023/24
Víctor Díaz,Right-Back,36,€400k,Granada CF,['Spain'],https://www.transfermarkt.com/victor-diaz/profil/spieler/58330,0.4,2023/24
Gerard Gumbau,Defensive Midfield,29,€3.00m,Granada CF,['Spain'],https://www.transfermarkt.com/gerard-gumbau/profil/spieler/268670,3.0,2023/24
Martin Hongla,Defensive Midfield,26,€2.50m,Granada CF,['Cameroon'],https://www.transfermarkt.com/martin-hongla/profil/spieler/398808,2.5,2023/24
Njegos Petrovic,Defensive Midfield,24,€2.50m,Granada CF,['Serbia'],https://www.transfermarkt.com/njegos-petrovic/profil/spieler/376588,2.5,2023/24
Gonzalo Villar,Central Midfield,26,€3.00m,Granada CF,['Spain'],https://www.transfermarkt.com/gonzalo-villar/profil/spieler/398163,3.0,2023/24
Sergio Ruiz,Central Midfield,29,€2.00m,Granada CF,['Spain'],https://www.transfermarkt.com/sergio-ruiz/profil/spieler/394694,2.0,2023/24
Lass Sangaré,Central Midfield,22,€150k,Granada CF,"[""Cote d'Ivoire""]",https://www.transfermarkt.com/lass-sangare/profil/spieler/944124,0.15,2023/24
Óscar Melendo,Attacking Midfield,26,€2.00m,Granada CF,['Spain'],https://www.transfermarkt.com/oscar-melendo/profil/spieler/448344,2.0,2023/24
Mario González,Attacking Midfield,20,€150k,Granada CF,['Spain'],https://www.transfermarkt.com/mario-gonzalez/profil/spieler/833340,0.15,2023/24
Bryan Zaragoza,Left Winger,22,€12.00m,Granada CF,['Spain'],https://www.transfermarkt.com/bryan-zaragoza/profil/spieler/713644,12.0,2023/24
Myrto Uzuni,Left Winger,29,€8.00m,Granada CF,['Albania'],https://www.transfermarkt.com/myrto-uzuni/profil/spieler/315289,8.0,2023/24
Kamil Jóźwiak,Left Winger,26,€2.00m,Granada CF,['Poland'],https://www.transfermarkt.com/kamil-jozwiak/profil/spieler/289167,2.0,2023/24
Alberto Perea,Left Winger,33,€450k,Granada CF,['Spain'],https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,0.45,2023/24
Sergio Rodelas,Left Winger,19,€200k,Granada CF,['Spain'],https://www.transfermarkt.com/sergio-rodelas/profil/spieler/1064103,0.2,2023/24
Facundo Pellistri,Right Winger,22,€8.00m,Granada CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/facundo-pellistri/profil/spieler/676318,8.0,2023/24
Antonio Puertas,Right Winger,32,€2.00m,Granada CF,['Spain'],https://www.transfermarkt.com/antonio-puertas/profil/spieler/262365,2.0,2023/24
Theo Corbeanu,Right Winger,22,€1.50m,Granada CF,"['Canada', 'Romania']",https://www.transfermarkt.com/theo-corbeanu/profil/spieler/568535,1.5,2023/24
José Callejón,Right Winger,37,€800k,Granada CF,['Spain'],https://www.transfermarkt.com/jose-callejon/profil/spieler/61253,0.8,2023/24
Alberto Soro,Right Winger,25,€700k,Granada CF,['Spain'],https://www.transfermarkt.com/alberto-soro/profil/spieler/487688,0.7,2023/24
Pablo Sáenz,Right Winger,23,€150k,Granada CF,['Spain'],https://www.transfermarkt.com/pablo-saenz/profil/spieler/821820,0.15,2023/24
Samu Aghehowa,Centre-Forward,20,€35.00m,Granada CF,"['Spain', 'Nigeria']",https://www.transfermarkt.com/samu-aghehowa/profil/spieler/991268,35.0,2023/24
Lucas Boyé,Centre-Forward,28,€7.00m,Granada CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/lucas-boye/profil/spieler/334222,7.0,2023/24
Matías Arezo,Centre-Forward,21,€7.00m,Granada CF,['Uruguay'],https://www.transfermarkt.com/matias-arezo/profil/spieler/611426,7.0,2023/24
Shon Weissman,Centre-Forward,28,€1.70m,Granada CF,"['Israel', 'Portugal']",https://www.transfermarkt.com/shon-weissman/profil/spieler/247652,1.7,2023/24
Famara Diédhiou,Centre-Forward,31,€500k,Granada CF,['Senegal'],https://www.transfermarkt.com/famara-diedhiou/profil/spieler/237125,0.5,2023/24
Eghosa Bello,Centre-Forward,20,€50k,Granada CF,['Nigeria'],https://www.transfermarkt.com/eghosa-bello/profil/spieler/1056096,0.05,2023/24
David Soria,Goalkeeper,31,€5.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/david-soria/profil/spieler/226012,5.0,2023/24
Daniel Fuzato,Goalkeeper,26,€900k,Getafe CF,"['Brazil', 'Italy']",https://www.transfermarkt.com/daniel-fuzato/profil/spieler/438682,0.9,2023/24
Jorge Benito,Goalkeeper,18,€25k,Getafe CF,['Spain'],https://www.transfermarkt.com/jorge-benito/profil/spieler/1135452,0.025,2023/24
Djordjije Medenica,Goalkeeper,17,-,Getafe CF,"['Czech Republic', 'Serbia']",https://www.transfermarkt.com/djordjije-medenica/profil/spieler/1130318,0.0,2023/24
Gastón Álvarez,Centre-Back,24,€15.00m,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/gaston-alvarez/profil/spieler/577486,15.0,2023/24
Omar Alderete,Centre-Back,27,€5.00m,Getafe CF,['Paraguay'],https://www.transfermarkt.com/omar-alderete/profil/spieler/353032,5.0,2023/24
Djené,Centre-Back,32,€2.50m,Getafe CF,['Togo'],https://www.transfermarkt.com/djene/profil/spieler/221150,2.5,2023/24
Domingos Duarte,Centre-Back,29,€2.00m,Getafe CF,['Portugal'],https://www.transfermarkt.com/domingos-duarte/profil/spieler/257376,2.0,2023/24
Stefan Mitrovic,Centre-Back,34,€1.30m,Getafe CF,['Serbia'],https://www.transfermarkt.com/stefan-mitrovic/profil/spieler/143029,1.3,2023/24
Nabil Aberdin,Centre-Back,21,€100k,Getafe CF,"['Morocco', 'France']",https://www.transfermarkt.com/nabil-aberdin/profil/spieler/908621,0.1,2023/24
Sergio Gimeno,Centre-Back,23,€50k,Getafe CF,['Spain'],https://www.transfermarkt.com/sergio-gimeno/profil/spieler/623025,0.05,2023/24
Diego Rico,Left-Back,31,€1.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/diego-rico/profil/spieler/249513,1.5,2023/24
Fabrizio Angileri,Left-Back,30,€1.00m,Getafe CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/fabrizio-angileri/profil/spieler/268506,1.0,2023/24
Jordi Martín,Left-Back,23,€600k,Getafe CF,['Spain'],https://www.transfermarkt.com/jordi-martin/profil/spieler/537763,0.6,2023/24
Gorka Rivera,Left-Back,19,€100k,Getafe CF,['Spain'],https://www.transfermarkt.com/gorka-rivera/profil/spieler/1000136,0.1,2023/24
Alejandro Herranz,Left-Back,19,€25k,Getafe CF,['Spain'],https://www.transfermarkt.com/alejandro-herranz/profil/spieler/1158757,0.025,2023/24
José Ángel Carmona,Right-Back,22,€3.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/jose-angel-carmona/profil/spieler/711625,3.5,2023/24
Juan Iglesias,Right-Back,25,€2.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/juan-iglesias/profil/spieler/390688,2.5,2023/24
Damián Suárez,Right-Back,36,€650k,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/damian-suarez/profil/spieler/76746,0.65,2023/24
Nemanja Maksimovic,Central Midfield,29,€6.00m,Getafe CF,['Serbia'],https://www.transfermarkt.com/nemanja-maksimovic/profil/spieler/273152,6.0,2023/24
Mauro Arambarri,Central Midfield,28,€5.00m,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/mauro-arambarri/profil/spieler/290249,5.0,2023/24
Luis Milla,Central Midfield,29,€3.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/luis-milla/profil/spieler/281989,3.5,2023/24
Carles Aleñá,Central Midfield,26,€3.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/carles-alena/profil/spieler/284854,3.0,2023/24
Ilaix Moriba,Central Midfield,21,€3.00m,Getafe CF,"['Guinea', 'Spain']",https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,3.0,2023/24
Yellu Santiago,Central Midfield,20,€1.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/yellu-santiago/profil/spieler/941869,1.0,2023/24
John Patrick,Central Midfield,20,€200k,Getafe CF,"['Ireland', 'Spain']",https://www.transfermarkt.com/john-patrick/profil/spieler/841121,0.2,2023/24
Facu Esnáider,Central Midfield,22,€100k,Getafe CF,"['Spain', 'Argentina']",https://www.transfermarkt.com/facu-esnaider/profil/spieler/737138,0.1,2023/24
Óscar Rodríguez,Attacking Midfield,26,€2.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/oscar-rodriguez/profil/spieler/284884,2.5,2023/24
Santi García,Attacking Midfield,22,€200k,Getafe CF,['Spain'],https://www.transfermarkt.com/santi-garcia/profil/spieler/732096,0.2,2023/24
Diego López,Attacking Midfield,22,€100k,Getafe CF,['Spain'],https://www.transfermarkt.com/diego-lopez/profil/spieler/891091,0.1,2023/24
Alberto Risco,Attacking Midfield,18,-,Getafe CF,['Spain'],https://www.transfermarkt.com/alberto-risco/profil/spieler/1255616,0.0,2023/24
Jeremy Jorge,Left Winger,21,€200k,Getafe CF,['Spain'],https://www.transfermarkt.com/jeremy-jorge/profil/spieler/1041934,0.2,2023/24
Yassin Tallal,Left Winger,19,€50k,Getafe CF,"['Morocco', 'Spain']",https://www.transfermarkt.com/yassin-tallal/profil/spieler/1184137,0.05,2023/24
Mason Greenwood,Right Winger,22,€25.00m,Getafe CF,['England'],https://www.transfermarkt.com/mason-greenwood/profil/spieler/532826,25.0,2023/24
Portu,Right Winger,32,€3.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/portu/profil/spieler/99353,3.5,2023/24
Enes Ünal,Centre-Forward,27,€18.00m,Getafe CF,['Türkiye'],https://www.transfermarkt.com/enes-unal/profil/spieler/251106,18.0,2023/24
Borja Mayoral,Centre-Forward,27,€15.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,15.0,2023/24
Juanmi Latasa,Centre-Forward,23,€2.80m,Getafe CF,['Spain'],https://www.transfermarkt.com/juanmi-latasa/profil/spieler/623521,2.8,2023/24
Choco Lozano,Centre-Forward,31,€1.20m,Getafe CF,"['Honduras', 'Spain']",https://www.transfermarkt.com/choco-lozano/profil/spieler/131275,1.2,2023/24
Jaime Mata,Centre-Forward,35,€900k,Getafe CF,['Spain'],https://www.transfermarkt.com/jaime-mata/profil/spieler/227961,0.9,2023/24
Antonio Sivera,Goalkeeper,27,€6.00m,Deportivo Alavés,['Spain'],https://www.transfermarkt.com/antonio-sivera/profil/spieler/298197,6.0,2023/24
Jesús Owono,Goalkeeper,23,€1.00m,Deportivo Alavés,"['Equatorial Guinea', 'Spain']",https://www.transfermarkt.com/jesus-owono/profil/spieler/631693,1.0,2023/24
Adrián Rodríguez,Goalkeeper,23,€150k,Deportivo Alavés,"['Argentina', 'Spain']",https://www.transfermarkt.com/adrian-rodriguez/profil/spieler/608382,0.15,2023/24
Gaizka García,Goalkeeper,19,€100k,Deportivo Alavés,['Spain'],https://www.transfermarkt.com/gaizka-garcia/profil/spieler/895316,0.1,2023/24
Rubén Montero,Goalkeeper,18,-,Deportivo Alavés,['Spain'],https://www.transfermarkt.com/ruben-montero/profil/spieler/948253,0.0,2023/24
