player,position,age,market_value,club,nationality,player_url,mv_millions,season
José María Giménez,Centre-Back,28,€35.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,35.0,2022/23
Mario Hermoso,Centre-Back,28,€20.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/mario-hermoso/profil/spieler/281769,20.0,2022/23
Stefan Savic,Centre-Back,32,€6.00m,Atlético de Madrid,"['Montenegro', 'Serbia']",https://www.transfermarkt.com/stefan-savic/profil/spieler/107010,6.0,2022/23
Axel Witsel,Centre-Back,34,€5.00m,Atlético de Madrid,"['Belgium', 'Martinique']",https://www.transfermarkt.com/axel-witsel/profil/spieler/35047,5.0,2022/23
Felipe,Centre-Back,34,€2.00m,Atlético de Madrid,['Brazil'],https://www.transfermarkt.com/felipe/profil/spieler/156501,2.0,2022/23
Marco Moreno,Centre-Back,22,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/marco-moreno/profil/spieler/534376,0.2,2022/23
Ilias Kostis,Centre-Back,20,€100k,Atlético de Madrid,"['Greece', 'Cyprus']",https://www.transfermarkt.com/ilias-kostis/profil/spieler/614988,0.1,2022/23
Adrián Corral,Centre-Back,20,€50k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/adrian-corral/profil/spieler/708388,0.05,2022/23
Reinildo Mandava,Left-Back,29,€25.00m,Atlético de Madrid,['Mozambique'],https://www.transfermarkt.com/reinildo-mandava/profil/spieler/240692,25.0,2022/23
Renan Lodi,Left-Back,25,€20.00m,Atlético de Madrid,"['Brazil', 'Italy']",https://www.transfermarkt.com/renan-lodi/profil/spieler/476352,20.0,2022/23
Sergio Reguilón,Left-Back,26,€10.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,10.0,2022/23
Nahuel Molina,Right-Back,25,€35.00m,Atlético de Madrid,['Argentina'],https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042,35.0,2022/23
Matt Doherty,Right-Back,31,€5.00m,Atlético de Madrid,['Ireland'],https://www.transfermarkt.com/matt-doherty/profil/spieler/171679,5.0,2022/23
Sergio Diez,Right-Back,19,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/sergio-diez/profil/spieler/935456,0.2,2022/23
Geoffrey Kondogbia,Defensive Midfield,30,€14.00m,Atlético de Madrid,"['Central African Republic', 'France']",https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,14.0,2022/23
Rodrigo De Paul,Central Midfield,29,€40.00m,Atlético de Madrid,"['Argentina', 'Italy']",https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901,40.0,2022/23
Koke,Central Midfield,31,€16.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/koke/profil/spieler/74229,16.0,2022/23
Saúl Ñíguez,Central Midfield,28,€10.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,10.0,2022/23
Pablo Barrios,Central Midfield,20,€5.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/pablo-barrios/profil/spieler/775605,5.0,2022/23
Alberto Moreno,Central Midfield,21,€150k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/alberto-moreno/profil/spieler/568149,0.15,2022/23
Aitor Gismera,Central Midfield,19,€150k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/aitor-gismera/profil/spieler/646735,0.15,2022/23
Marcos Llorente,Right Midfield,28,€35.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,35.0,2022/23
Thomas Lemar,Attacking Midfield,27,€22.00m,Atlético de Madrid,"['France', 'Guadeloupe']",https://www.transfermarkt.com/thomas-lemar/profil/spieler/205562,22.0,2022/23
Antonio Alemán,Attacking Midfield,22,-,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/antonio-aleman/profil/spieler/709347,0.0,2022/23
Yannick Carrasco,Left Winger,29,€25.00m,Atlético de Madrid,"['Belgium', 'Spain']",https://www.transfermarkt.com/yannick-carrasco/profil/spieler/140776,25.0,2022/23
Carlos Martín,Left Winger,21,€500k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/carlos-martin/profil/spieler/618813,0.5,2022/23
Salim El Jebari,Left Winger,19,-,Atlético de Madrid,"['Morocco', 'Spain']",https://www.transfermarkt.com/salim-el-jebari/profil/spieler/935457,0.0,2022/23
Ángel Correa,Right Winger,28,€30.00m,Atlético de Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/angel-correa/profil/spieler/266807,30.0,2022/23
Diego Bri,Right Winger,20,€150k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/diego-bri/profil/spieler/720532,0.15,2022/23
João Félix,Second Striker,23,€50.00m,Atlético de Madrid,['Portugal'],https://www.transfermarkt.com/joao-felix/profil/spieler/462250,50.0,2022/23
Matheus Cunha,Second Striker,24,€25.00m,Atlético de Madrid,['Brazil'],https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,25.0,2022/23
Antoine Griezmann,Centre-Forward,32,€25.00m,Atlético de Madrid,['France'],https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,25.0,2022/23
Álvaro Morata,Centre-Forward,30,€20.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,20.0,2022/23
Memphis Depay,Centre-Forward,29,€14.00m,Atlético de Madrid,"['Netherlands', 'Ghana']",https://www.transfermarkt.com/memphis-depay/profil/spieler/167850,14.0,2022/23
Abde Raihani,Centre-Forward,19,-,Atlético de Madrid,"['Morocco', 'Spain']",https://www.transfermarkt.com/abde-raihani/profil/spieler/860062,0.0,2022/23
Álex Remiro,Goalkeeper,28,€25.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/alex-remiro/profil/spieler/212862,25.0,2022/23
Andoni Zubiaurre,Goalkeeper,26,€300k,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-zubiaurre/profil/spieler/428948,0.3,2022/23
Unai Marrero,Goalkeeper,21,€250k,Real Sociedad,['Spain'],https://www.transfermarkt.com/unai-marrero/profil/spieler/625657,0.25,2022/23
Egoitz Arana,Goalkeeper,21,€50k,Real Sociedad,['Spain'],https://www.transfermarkt.com/egoitz-arana/profil/spieler/711367,0.05,2022/23
Robin Le Normand,Centre-Back,26,€35.00m,Real Sociedad,"['Spain', 'France']",https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809,35.0,2022/23
Igor Zubeldia,Centre-Back,26,€15.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/igor-zubeldia/profil/spieler/355628,15.0,2022/23
Aritz Elustondo,Centre-Back,29,€14.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,14.0,2022/23
Jon Pacheco,Centre-Back,22,€6.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-pacheco/profil/spieler/580560,6.0,2022/23
Aritz Arambarri,Centre-Back,25,€500k,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-arambarri/profil/spieler/434602,0.5,2022/23
Aihen Muñoz,Left-Back,25,€6.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,6.0,2022/23
Diego Rico,Left-Back,30,€3.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/diego-rico/profil/spieler/249513,3.0,2022/23
Jonathan Gómez,Left-Back,19,€500k,Real Sociedad,"['United States', 'Mexico']",https://www.transfermarkt.com/jonathan-gomez/profil/spieler/674501,0.5,2022/23
Andoni Gorosabel,Right-Back,26,€9.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-gorosabel/profil/spieler/289255,9.0,2022/23
Martín Zubimendi,Defensive Midfield,24,€40.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/martin-zubimendi/profil/spieler/423440,40.0,2022/23
Asier Illarramendi,Defensive Midfield,33,€2.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344,2.0,2022/23
Urko González de Zárate,Defensive Midfield,22,€700k,Real Sociedad,['Spain'],https://www.transfermarkt.com/urko-gonzalez-de-zarate/profil/spieler/625651,0.7,2022/23
Mikel Merino,Central Midfield,27,€50.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,50.0,2022/23
Ander Guevara,Central Midfield,25,€2.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-guevara/profil/spieler/465967,2.5,2022/23
Beñat Turrientes,Central Midfield,21,€2.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/benat-turrientes/profil/spieler/634431,2.0,2022/23
Jon Ander Olasagasti,Central Midfield,22,€1.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-ander-olasagasti/profil/spieler/625660,1.0,2022/23
Brais Méndez,Attacking Midfield,26,€25.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/brais-mendez/profil/spieler/309110,25.0,2022/23
David Silva,Attacking Midfield,37,€4.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/david-silva/profil/spieler/35518,4.0,2022/23
Pablo Marín,Attacking Midfield,19,€1.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/pablo-marin/profil/spieler/907813,1.0,2022/23
Jon Magunazelaia,Attacking Midfield,21,€700k,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-magunazelaia/profil/spieler/625655,0.7,2022/23
Ander Barrenetxea,Left Winger,21,€6.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-barrenetxea/profil/spieler/616369,6.0,2022/23
Martín Merquelanz,Left Winger,28,€800k,Real Sociedad,['Spain'],https://www.transfermarkt.com/martin-merquelanz/profil/spieler/289272,0.8,2022/23
Takefusa Kubo,Right Winger,22,€25.00m,Real Sociedad,['Japan'],https://www.transfermarkt.com/takefusa-kubo/profil/spieler/405398,25.0,2022/23
Mohamed-Ali Cho,Right Winger,19,€12.00m,Real Sociedad,"['France', 'England']",https://www.transfermarkt.com/mohamed-ali-cho/profil/spieler/670847,12.0,2022/23
Álex Sola,Right Winger,24,€3.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/alex-sola/profil/spieler/434990,3.0,2022/23
Robert Navarro,Right Winger,21,€3.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/robert-navarro/profil/spieler/563137,3.0,2022/23
Ander Martín,Right Winger,22,€400k,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-martin/profil/spieler/625658,0.4,2022/23
Alexander Isak,Centre-Forward,23,€70.00m,Real Sociedad,"['Sweden', 'Eritrea']",https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,70.0,2022/23
Mikel Oyarzabal,Centre-Forward,26,€40.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-oyarzabal/profil/spieler/351478,40.0,2022/23
Umar Sadiq,Centre-Forward,26,€18.00m,Real Sociedad,['Nigeria'],https://www.transfermarkt.com/umar-sadiq/profil/spieler/337715,18.0,2022/23
Alexander Sørloth,Centre-Forward,27,€12.00m,Real Sociedad,['Norway'],https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407,12.0,2022/23
Jon Karrikaburu,Centre-Forward,20,€5.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-karrikaburu/profil/spieler/711382,5.0,2022/23
Carlos Fernández,Centre-Forward,27,€3.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,3.0,2022/23
Gerónimo Rulli,Goalkeeper,31,€10.00m,Villarreal CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604,10.0,2022/23
Filip Jørgensen,Goalkeeper,21,€1.50m,Villarreal CF,"['Denmark', 'Sweden']",https://www.transfermarkt.com/filip-jorgensen/profil/spieler/585323,1.5,2022/23
Pepe Reina,Goalkeeper,40,€700k,Villarreal CF,['Spain'],https://www.transfermarkt.com/pepe-reina/profil/spieler/7825,0.7,2022/23
Iker Álvarez,Goalkeeper,21,€500k,Villarreal CF,['Andorra'],https://www.transfermarkt.com/iker-alvarez/profil/spieler/547248,0.5,2022/23
Gianni Cassaro,Goalkeeper,31,€100k,Villarreal CF,"['Spain', 'Italy']",https://www.transfermarkt.com/gianni-cassaro/profil/spieler/335247,0.1,2022/23
Pau Torres,Centre-Back,26,€45.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/pau-torres/profil/spieler/399776,45.0,2022/23
Jorge Cuenca,Centre-Back,23,€5.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/jorge-cuenca/profil/spieler/494880,5.0,2022/23
Aïssa Mandi,Centre-Back,31,€3.00m,Villarreal CF,"['Algeria', 'France']",https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,3.0,2022/23
Mamadou Mbacke,Centre-Back,20,€2.80m,Villarreal CF,['Senegal'],https://www.transfermarkt.com/mamadou-mbacke/profil/spieler/898751,2.8,2022/23
Raúl Albiol,Centre-Back,37,€2.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/raul-albiol/profil/spieler/15452,2.5,2022/23
Adrián de la Fuente,Centre-Back,24,€800k,Villarreal CF,['Spain'],https://www.transfermarkt.com/adrian-de-la-fuente/profil/spieler/341263,0.8,2022/23
Pervis Estupiñán,Left-Back,25,€32.00m,Villarreal CF,"['Ecuador', 'Spain']",https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599,32.0,2022/23
Alfonso Pedraza,Left-Back,27,€15.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,15.0,2022/23
Johan Mojica,Left-Back,30,€3.00m,Villarreal CF,"['Colombia', 'Spain']",https://www.transfermarkt.com/johan-mojica/profil/spieler/262939,3.0,2022/23
Alberto Moreno,Left-Back,30,€3.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,3.0,2022/23
Dani Tasende,Left-Back,22,€700k,Villarreal CF,['Spain'],https://www.transfermarkt.com/dani-tasende/profil/spieler/627282,0.7,2022/23
Carlos Romero,Left-Back,21,€100k,Villarreal CF,['Spain'],https://www.transfermarkt.com/carlos-romero/profil/spieler/709372,0.1,2022/23
Juan Foyth,Right-Back,25,€25.00m,Villarreal CF,"['Argentina', 'Spain']",https://www.transfermarkt.com/juan-foyth/profil/spieler/480763,25.0,2022/23
Kiko Femenía,Right-Back,32,€2.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/kiko-femenia/profil/spieler/76467,2.5,2022/23
