player,position,age,market_value,club,nationality,player_url,mv_millions,season
Willian José,Centre-Forward,28,€24.00m,Real Sociedad,"['Brazil', 'Spain']",https://www.transfermarkt.com/willian-jose/profil/spieler/122155,24.0,2019/20
Alexander Isak,Centre-Forward,20,€22.50m,Real Sociedad,"['Sweden', 'Eritrea']",https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,22.5,2019/20
Carlos Fernández,Centre-Forward,24,€3.20m,Real Sociedad,['Spain'],https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,3.2,2019/20
Jon Bautista,Centre-Forward,24,€1.40m,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-bautista/profil/spieler/289236,1.4,2019/20
Tomáš Vaclík,Goalkeeper,31,€14.50m,Sevilla FC,['Czech Republic'],https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000,14.5,2019/20
Sergio Rico,Goalkeeper,26,€8.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,8.0,2019/20
Bono,Goalkeeper,29,€4.00m,Sevilla FC,"['Morocco', 'Canada']",https://www.transfermarkt.com/bono/profil/spieler/207834,4.0,2019/20
Javi Díaz,Goalkeeper,23,€400k,Sevilla FC,['Spain'],https://www.transfermarkt.com/javi-diaz/profil/spieler/396107,0.4,2019/20
Alfonso Pastor,Goalkeeper,19,€200k,Sevilla FC,['Spain'],https://www.transfermarkt.com/alfonso-pastor/profil/spieler/537367,0.2,2019/20
Diego Carlos,Centre-Back,27,€32.00m,Sevilla FC,"['Brazil', 'Spain']",https://www.transfermarkt.com/diego-carlos/profil/spieler/329145,32.0,2019/20
Sergi Gómez,Centre-Back,28,€4.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,4.0,2019/20
Daniel Carriço,Centre-Back,31,€2.00m,Sevilla FC,['Portugal'],https://www.transfermarkt.com/daniel-carrico/profil/spieler/37712,2.0,2019/20
Sergio Reguilón,Left-Back,23,€20.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,20.0,2019/20
Sergio Escudero,Left-Back,30,€4.80m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,4.8,2019/20
Felipe Chacartegui,Left-Back,22,€250k,Sevilla FC,['Spain'],https://www.transfermarkt.com/felipe-chacartegui/profil/spieler/387321,0.25,2019/20
Pablo Pérez,Left-Back,18,-,Sevilla FC,['Spain'],https://www.transfermarkt.com/pablo-perez/profil/spieler/711628,0.0,2019/20
Jules Koundé,Right-Back,21,€22.50m,Sevilla FC,"['France', 'Benin']",https://www.transfermarkt.com/jules-kounde/profil/spieler/411975,22.5,2019/20
Álex Pozo,Right-Back,21,€4.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/alex-pozo/profil/spieler/341272,4.5,2019/20
Jesús Navas,Right-Back,34,€3.20m,Sevilla FC,['Spain'],https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,3.2,2019/20
Juanlu Sánchez,Right-Back,16,€100k,Sevilla FC,['Spain'],https://www.transfermarkt.com/juanlu-sanchez/profil/spieler/676042,0.1,2019/20
Fernando,Defensive Midfield,32,€8.00m,Sevilla FC,"['Brazil', 'Portugal']",https://www.transfermarkt.com/fernando/profil/spieler/51174,8.0,2019/20
Nemanja Gudelj,Defensive Midfield,28,€5.50m,Sevilla FC,"['Serbia', 'Netherlands']",https://www.transfermarkt.com/nemanja-gudelj/profil/spieler/74294,5.5,2019/20
Genaro Rodríguez,Defensive Midfield,22,€150k,Sevilla FC,['Spain'],https://www.transfermarkt.com/genaro-rodriguez/profil/spieler/396109,0.15,2019/20
Joan Jordán,Central Midfield,25,€14.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,14.5,2019/20
Óliver Torres,Central Midfield,25,€13.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,13.5,2019/20
Éver Banega,Central Midfield,32,€7.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/ever-banega/profil/spieler/12249,7.0,2019/20
Franco Vázquez,Attacking Midfield,31,€9.50m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/franco-vazquez/profil/spieler/76163,9.5,2019/20
Pepe Mena,Attacking Midfield,22,€300k,Sevilla FC,['Spain'],https://www.transfermarkt.com/pepe-mena/profil/spieler/396145,0.3,2019/20
Lucas Ocampos,Left Winger,25,€32.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/lucas-ocampos/profil/spieler/189441,32.0,2019/20
Bryan Gil,Left Winger,19,€9.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,9.0,2019/20
Nolito,Left Winger,33,€1.60m,Sevilla FC,['Spain'],https://www.transfermarkt.com/nolito/profil/spieler/70934,1.6,2019/20
José Alonso Lara,Left Winger,20,€450k,Sevilla FC,['Spain'],https://www.transfermarkt.com/jose-alonso-lara/profil/spieler/461858,0.45,2019/20
Suso,Right Winger,26,€17.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/suso/profil/spieler/111961,17.5,2019/20
Rony Lopes,Right Winger,24,€10.00m,Sevilla FC,"['Portugal', 'Brazil']",https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,10.0,2019/20
Munir El Haddadi,Right Winger,24,€9.00m,Sevilla FC,"['Morocco', 'Spain']",https://www.transfermarkt.com/munir-el-haddadi/profil/spieler/223725,9.0,2019/20
Youssef En-Nesyri,Centre-Forward,23,€12.00m,Sevilla FC,['Morocco'],https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,12.0,2019/20
Luuk de Jong,Centre-Forward,29,€9.50m,Sevilla FC,['Netherlands'],https://www.transfermarkt.com/luuk-de-jong/profil/spieler/72522,9.5,2019/20
Munas Dabbur,Centre-Forward,28,€8.00m,Sevilla FC,['Israel'],https://www.transfermarkt.com/munas-dabbur/profil/spieler/145866,8.0,2019/20
Chicharito,Centre-Forward,32,€6.80m,Sevilla FC,['Mexico'],https://www.transfermarkt.com/chicharito/profil/spieler/50935,6.8,2019/20
Joel Robles,Goalkeeper,30,€6.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/joel-robles/profil/spieler/101118,6.0,2019/20
Dani Martín,Goalkeeper,21,€2.70m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/dani-martin/profil/spieler/335221,2.7,2019/20
Carlos Marín,Goalkeeper,23,€100k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/carlos-marin/profil/spieler/251877,0.1,2019/20
Dani Rebollo,Goalkeeper,20,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/dani-rebollo/profil/spieler/566666,0.0,2019/20
Marc Bartra,Centre-Back,29,€17.50m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/marc-bartra/profil/spieler/99922,17.5,2019/20
Aïssa Mandi,Centre-Back,28,€16.00m,Real Betis Balompié,"['Algeria', 'France']",https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,16.0,2019/20
Sidnei,Centre-Back,30,€8.00m,Real Betis Balompié,"['Brazil', 'Spain']",https://www.transfermarkt.com/sidnei/profil/spieler/27374,8.0,2019/20
Zouhair Feddal,Centre-Back,30,€4.00m,Real Betis Balompié,"['Morocco', 'Spain']",https://www.transfermarkt.com/zouhair-feddal/profil/spieler/129386,4.0,2019/20
Edgar González,Centre-Back,23,€800k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/edgar-gonzalez/profil/spieler/401624,0.8,2019/20
Ricardo Visus,Centre-Back,19,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/ricardo-visus/profil/spieler/630989,0.0,2019/20
Alfonso Pedraza,Left-Back,24,€9.50m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,9.5,2019/20
Álex Moreno,Left-Back,27,€5.50m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,5.5,2019/20
Emerson Royal,Right-Back,21,€18.00m,Real Betis Balompié,['Brazil'],https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,18.0,2019/20
Francis Guerrero,Right-Back,24,€2.40m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/francis-guerrero/profil/spieler/370691,2.4,2019/20
Antonio Barragán,Right-Back,33,€1.60m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/antonio-barragan/profil/spieler/32522,1.6,2019/20
José Luis Trápaga,Right-Back,22,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/jose-luis-trapaga/profil/spieler/284890,0.0,2019/20
William Carvalho,Defensive Midfield,28,€16.00m,Real Betis Balompié,"['Portugal', 'Angola']",https://www.transfermarkt.com/william-carvalho/profil/spieler/100131,16.0,2019/20
Guido Rodríguez,Defensive Midfield,26,€8.00m,Real Betis Balompié,"['Argentina', 'Italy']",https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385,8.0,2019/20
Javi García,Defensive Midfield,33,€1.60m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/javi-garcia/profil/spieler/36350,1.6,2019/20
Carles Aleñá,Central Midfield,22,€18.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/carles-alena/profil/spieler/284854,18.0,2019/20
Andrés Guardado,Central Midfield,33,€3.20m,Real Betis Balompié,"['Mexico', 'Spain']",https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,3.2,2019/20
Wilfrid Kaptoum,Central Midfield,23,€2.40m,Real Betis Balompié,['Cameroon'],https://www.transfermarkt.com/wilfrid-kaptoum/profil/spieler/256120,2.4,2019/20
Ismael Gutiérrez,Central Midfield,19,€900k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/ismael-gutierrez/profil/spieler/630990,0.9,2019/20
David Ramos,Central Midfield,22,€250k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/david-ramos/profil/spieler/582717,0.25,2019/20
Ale Meléndez,Central Midfield,21,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/ale-melendez/profil/spieler/531413,0.0,2019/20
Nil Garrido,Central Midfield,19,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/nil-garrido/profil/spieler/633169,0.0,2019/20
Nabil Fekir,Attacking Midfield,26,€32.00m,Real Betis Balompié,"['France', 'Algeria']",https://www.transfermarkt.com/nabil-fekir/profil/spieler/203496,32.0,2019/20
Sergio Canales,Attacking Midfield,29,€20.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/sergio-canales/profil/spieler/66106,20.0,2019/20
Jorge Jiménez,Attacking Midfield,21,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/jorge-jimenez/profil/spieler/784429,0.0,2019/20
Cristian Tello,Left Winger,28,€4.80m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/cristian-tello/profil/spieler/141834,4.8,2019/20
Juanmi,Left Winger,27,€4.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/juanmi/profil/spieler/126737,4.0,2019/20
Diego Lainez,Right Winger,20,€9.00m,Real Betis Balompié,"['Mexico', 'Spain']",https://www.transfermarkt.com/diego-lainez/profil/spieler/371174,9.0,2019/20
Joaquín,Right Winger,38,€1.60m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/joaquin/profil/spieler/7663,1.6,2019/20
Rodri Sánchez,Right Winger,20,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/rodri-sanchez/profil/spieler/630995,0.0,2019/20
Ángel Baena,Right Winger,19,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/angel-baena/profil/spieler/578878,0.0,2019/20
Loren Morón,Centre-Forward,26,€16.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/loren-moron/profil/spieler/354741,16.0,2019/20
Borja Iglesias,Centre-Forward,27,€14.50m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359,14.5,2019/20
Raúl García,Centre-Forward,19,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/raul-garcia/profil/spieler/631002,0.0,2019/20
Unai Simón,Goalkeeper,23,€16.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-simon/profil/spieler/262396,16.0,2019/20
Iago Herrerín,Goalkeeper,32,€2.80m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570,2.8,2019/20
Jokin Ezkieta,Goalkeeper,23,€300k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/jokin-ezkieta/profil/spieler/379548,0.3,2019/20
Ander Iru,Goalkeeper,21,€50k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ander-iru/profil/spieler/480958,0.05,2019/20
Iñigo Martínez,Centre-Back,29,€25.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,25.5,2019/20
Yeray Álvarez,Centre-Back,25,€24.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,24.0,2019/20
Unai Núñez,Centre-Back,23,€16.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,16.0,2019/20
Jon Sillero,Centre-Back,22,€200k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/jon-sillero/profil/spieler/295082,0.2,2019/20
Dani Vivian,Centre-Back,20,€200k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,0.2,2019/20
Yuri Berchiche,Left-Back,30,€16.00m,Athletic Bilbao,"['Spain', 'Algeria']",https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,16.0,2019/20
Mikel Balenziaga,Left-Back,32,€1.60m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-balenziaga/profil/spieler/85258,1.6,2019/20
Ander Capa,Right-Back,28,€6.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ander-capa/profil/spieler/197545,6.0,2019/20
Óscar de Marcos,Right-Back,31,€3.20m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,3.2,2019/20
Gaizka Larrazabal,Right-Back,22,€2.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/gaizka-larrazabal/profil/spieler/439465,2.0,2019/20
Iñigo Lekue,Right-Back,27,€1.60m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,1.6,2019/20
Jesús Areso,Right-Back,20,€200k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/jesus-areso/profil/spieler/488626,0.2,2019/20
Mikel San José,Defensive Midfield,31,€4.80m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-san-jose/profil/spieler/52469,4.8,2019/20
Mikel Vesga,Defensive Midfield,27,€2.40m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-vesga/profil/spieler/300168,2.4,2019/20
Dani García,Central Midfield,30,€4.80m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,4.8,2019/20
Beñat Etxebarria,Central Midfield,33,€2.40m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888,2.4,2019/20
Unai López,Central Midfield,24,€2.40m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-lopez/profil/spieler/192009,2.4,2019/20
Unai Vencedor,Central Midfield,19,€1.80m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-vencedor/profil/spieler/610083,1.8,2019/20
Iker Muniain,Attacking Midfield,27,€14.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/iker-muniain/profil/spieler/54235,14.0,2019/20
Raúl García,Attacking Midfield,33,€6.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,6.0,2019/20
Oihan Sancet,Attacking Midfield,20,€2.30m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/oihan-sancet/profil/spieler/571020,2.3,2019/20
Álex Berenguer,Left Winger,24,€4.80m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/alex-berenguer/profil/spieler/338425,4.8,2019/20
Iñigo Córdoba,Left Winger,23,€3.20m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-cordoba/profil/spieler/251848,3.2,2019/20
Ibai Gómez,Left Winger,30,€3.20m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ibai-gomez/profil/spieler/127837,3.2,2019/20
Iñaki Williams,Right Winger,26,€40.00m,Athletic Bilbao,"['Ghana', 'Spain']",https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,40.0,2019/20
Asier Villalibre,Centre-Forward,22,€3.20m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/asier-villalibre/profil/spieler/251897,3.2,2019/20
Kenan Kodro,Centre-Forward,26,€800k,Athletic Bilbao,"['Bosnia-Herzegovina', 'Spain']",https://www.transfermarkt.com/kenan-kodro/profil/spieler/197126,0.8,2019/20
Aritz Aduriz,Centre-Forward,39,-,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/aritz-aduriz/profil/spieler/29124,0.0,2019/20
Sergio Asenjo,Goalkeeper,31,€9.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710,9.5,2019/20
Andrés Fernández,Goalkeeper,33,€800k,Villarreal CF,['Spain'],https://www.transfermarkt.com/andres-fernandez/profil/spieler/57522,0.8,2019/20
Mariano Barbosa,Goalkeeper,35,€300k,Villarreal CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/mariano-barbosa/profil/spieler/30749,0.3,2019/20
Pau Torres,Centre-Back,23,€16.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/pau-torres/profil/spieler/399776,16.0,2019/20
Mario Gaspar,Centre-Back,29,€6.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/mario-gaspar/profil/spieler/73250,6.0,2019/20
Ramiro Funes Mori,Centre-Back,29,€4.80m,Villarreal CF,"['Argentina', 'United States']",https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,4.8,2019/20
Raúl Albiol,Centre-Back,34,€3.20m,Villarreal CF,['Spain'],https://www.transfermarkt.com/raul-albiol/profil/spieler/15452,3.2,2019/20
Soufiane Chakla,Centre-Back,26,€800k,Villarreal CF,"['Morocco', 'Spain']",https://www.transfermarkt.com/soufiane-chakla/profil/spieler/236956,0.8,2019/20
Alberto Moreno,Left-Back,27,€6.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,6.0,2019/20
Xavi Quintillà,Left-Back,23,€4.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/xavi-quintilla/profil/spieler/204102,4.0,2019/20
Rubén Peña,Right-Back,28,€6.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/ruben-pena/profil/spieler/238868,6.5,2019/20
Andrei Rațiu,Right-Back,22,€300k,Villarreal CF,"['Romania', 'Spain']",https://www.transfermarkt.com/andrei-ratiu/profil/spieler/527966,0.3,2019/20
Miguel Leal,Right-Back,23,€200k,Villarreal CF,['Spain'],https://www.transfermarkt.com/miguel-leal/profil/spieler/527964,0.2,2019/20
Vicente Iborra,Defensive Midfield,32,€6.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/vicente-iborra/profil/spieler/65467,6.0,2019/20
Santiago Cáseres,Defensive Midfield,23,€4.80m,Villarreal CF,['Argentina'],https://www.transfermarkt.com/santiago-caseres/profil/spieler/466298,4.8,2019/20
Bruno Soriano,Defensive Midfield,36,€475k,Villarreal CF,['Spain'],https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412,0.475,2019/20
Frank Anguissa,Central Midfield,24,€20.00m,Villarreal CF,['Cameroon'],https://www.transfermarkt.com/frank-anguissa/profil/spieler/354361,20.0,2019/20
Manu Trigueros,Central Midfield,28,€12.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/manu-trigueros/profil/spieler/188854,12.0,2019/20
Santi Cazorla,Central Midfield,35,€3.20m,Villarreal CF,['Spain'],https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,3.2,2019/20
Manu Morlanes,Central Midfield,21,€1.80m,Villarreal CF,['Spain'],https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225,1.8,2019/20
Ramiro Guerra,Central Midfield,23,€200k,Villarreal CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/ramiro-guerra/profil/spieler/222571,0.2,2019/20
Sergio Lozano,Central Midfield,21,€200k,Villarreal CF,['Spain'],https://www.transfermarkt.com/sergio-lozano/profil/spieler/341277,0.2,2019/20
Iván Martín,Attacking Midfield,21,€300k,Villarreal CF,['Spain'],https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,0.3,2019/20
Javi Ontiveros,Left Winger,22,€7.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/javi-ontiveros/profil/spieler/298983,7.0,2019/20
Moi Gómez,Left Winger,26,€4.80m,Villarreal CF,['Spain'],https://www.transfermarkt.com/moi-gomez/profil/spieler/175449,4.8,2019/20
Álex Baena,Left Winger,18,€200k,Villarreal CF,['Spain'],https://www.transfermarkt.com/alex-baena/profil/spieler/548111,0.2,2019/20
Samuel Chukwueze,Right Winger,21,€27.00m,Villarreal CF,['Nigeria'],https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922,27.0,2019/20
Leo Suárez,Right Winger,24,€1.00m,Villarreal CF,"['Argentina', 'Spain']",https://www.transfermarkt.com/leo-suarez/profil/spieler/294894,1.0,2019/20
Paco Alcácer,Centre-Forward,26,€28.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/paco-alcacer/profil/spieler/126716,28.0,2019/20
Gerard Moreno,Centre-Forward,28,€16.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,16.0,2019/20
Karl Toko Ekambi,Centre-Forward,27,€14.00m,Villarreal CF,"['Cameroon', 'France']",https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,14.0,2019/20
Carlos Bacca,Centre-Forward,33,€2.40m,Villarreal CF,['Colombia'],https://www.transfermarkt.com/carlos-bacca/profil/spieler/119235,2.4,2019/20
Fer Niño,Centre-Forward,19,€900k,Villarreal CF,['Spain'],https://www.transfermarkt.com/fer-nino/profil/spieler/627294,0.9,2019/20
David Soria,Goalkeeper,27,€14.50m,Getafe CF,['Spain'],https://www.transfermarkt.com/david-soria/profil/spieler/226012,14.5,2019/20
Leandro Chichizola,Goalkeeper,30,€1.20m,Getafe CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/leandro-chichizola/profil/spieler/95736,1.2,2019/20
Filip Manojlovic,Goalkeeper,24,€300k,Getafe CF,['Serbia'],https://www.transfermarkt.com/filip-manojlovic/profil/spieler/333323,0.3,2019/20
Marcos Lavín,Goalkeeper,23,€200k,Getafe CF,['Spain'],https://www.transfermarkt.com/marcos-lavin/profil/spieler/282409,0.2,2019/20
Djené,Centre-Back,28,€24.00m,Getafe CF,['Togo'],https://www.transfermarkt.com/djene/profil/spieler/221150,24.0,2019/20
Leandro Cabrera,Centre-Back,29,€8.00m,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/leandro-cabrera/profil/spieler/102423,8.0,2019/20
Erick Cabaco,Centre-Back,25,€4.00m,Getafe CF,"['Uruguay', 'Italy']",https://www.transfermarkt.com/erick-cabaco/profil/spieler/302991,4.0,2019/20
Xabi Etxeita,Centre-Back,32,€1.40m,Getafe CF,['Spain'],https://www.transfermarkt.com/xabi-etxeita/profil/spieler/71559,1.4,2019/20
Bruno González,Centre-Back,30,€1.20m,Getafe CF,['Spain'],https://www.transfermarkt.com/bruno-gonzalez/profil/spieler/188838,1.2,2019/20
Chema Rodríguez,Centre-Back,28,€1.20m,Getafe CF,['Spain'],https://www.transfermarkt.com/chema-rodriguez/profil/spieler/248330,1.2,2019/20
Florent Poulolo,Centre-Back,23,€150k,Getafe CF,"['Martinique', 'France']",https://www.transfermarkt.com/florent-poulolo/profil/spieler/600151,0.15,2019/20
Marc Cucurella,Left-Back,21,€18.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,18.0,2019/20
Antunes,Left-Back,33,€1.60m,Getafe CF,['Portugal'],https://www.transfermarkt.com/antunes/profil/spieler/44699,1.6,2019/20
Mathías Olivera,Left-Back,22,€1.60m,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/mathias-olivera/profil/spieler/376514,1.6,2019/20
Raúl Carnero,Left-Back,31,€800k,Getafe CF,['Spain'],https://www.transfermarkt.com/raul-carnero/profil/spieler/139434,0.8,2019/20
Allan Nyom,Right-Back,32,€3.20m,Getafe CF,"['Cameroon', 'France']",https://www.transfermarkt.com/allan-nyom/profil/spieler/111508,3.2,2019/20
Damián Suárez,Right-Back,32,€3.20m,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/damian-suarez/profil/spieler/76746,3.2,2019/20
Peter Etebo,Defensive Midfield,24,€4.00m,Getafe CF,['Nigeria'],https://www.transfermarkt.com/peter-etebo/profil/spieler/409106,4.0,2019/20
David Timor,Defensive Midfield,30,€1.60m,Getafe CF,['Spain'],https://www.transfermarkt.com/david-timor/profil/spieler/158795,1.6,2019/20
Markel Bergara,Defensive Midfield,34,-,Getafe CF,['Spain'],https://www.transfermarkt.com/markel-bergara/profil/spieler/51426,0.0,2019/20
Mauro Arambarri,Central Midfield,24,€20.00m,Getafe CF,"['Uruguay', 'Spain']",https://www.transfermarkt.com/mauro-arambarri/profil/spieler/290249,20.0,2019/20
Nemanja Maksimovic,Central Midfield,25,€20.00m,Getafe CF,['Serbia'],https://www.transfermarkt.com/nemanja-maksimovic/profil/spieler/273152,20.0,2019/20
Fayçal Fajr,Central Midfield,31,€3.20m,Getafe CF,"['Morocco', 'France']",https://www.transfermarkt.com/faycal-fajr/profil/spieler/174344,3.2,2019/20
Kenedy,Left Winger,24,€9.50m,Getafe CF,['Brazil'],https://www.transfermarkt.com/kenedy/profil/spieler/281404,9.5,2019/20
Jason,Right Winger,25,€4.80m,Getafe CF,['Spain'],https://www.transfermarkt.com/jason/profil/spieler/263860,4.8,2019/20
Francisco Portillo,Right Winger,30,€2.80m,Getafe CF,['Spain'],https://www.transfermarkt.com/francisco-portillo/profil/spieler/138803,2.8,2019/20
Amath Ndiaye,Right Winger,23,€2.40m,Getafe CF,"['Senegal', 'Spain']",https://www.transfermarkt.com/amath-ndiaye/profil/spieler/339820,2.4,2019/20
Jaime Mata,Centre-Forward,31,€8.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/jaime-mata/profil/spieler/227961,8.0,2019/20
Ángel Rodríguez,Centre-Forward,33,€6.00m,Getafe CF,['Spain'],https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510,6.0,2019/20
Deyverson,Centre-Forward,29,€4.00m,Getafe CF,['Brazil'],https://www.transfermarkt.com/deyverson/profil/spieler/243541,4.0,2019/20
Hugo Duro,Centre-Forward,20,€1.80m,Getafe CF,['Spain'],https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,1.8,2019/20
Jorge Molina,Centre-Forward,38,€1.60m,Getafe CF,['Spain'],https://www.transfermarkt.com/jorge-molina/profil/spieler/57825,1.6,2019/20
Enric Gallego,Centre-Forward,33,€1.20m,Getafe CF,['Spain'],https://www.transfermarkt.com/enric-gallego/profil/spieler/114060,1.2,2019/20
