player,position,age,market_value,club,nationality,player_url,mv_millions,season
Nolito,Left Winger,32,€2.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/nolito/profil/spieler/70934,2.0,2018/19
Pablo Sarabia,Right Winger,27,€40.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,40.0,2018/19
Munir El Haddadi,Right Winger,23,€10.00m,Sevilla FC,"['Morocco', 'Spain']",https://www.transfermarkt.com/munir-el-haddadi/profil/spieler/223725,10.0,2018/19
Aleix Vidal,Right Winger,29,€4.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,4.0,2018/19
Pejiño,Right Winger,22,€300k,Sevilla FC,['Spain'],https://www.transfermarkt.com/pejino/profil/spieler/534379,0.3,2018/19
Wissam Ben Yedder,Centre-Forward,28,€40.00m,Sevilla FC,"['France', 'Tunisia']",https://www.transfermarkt.com/wissam-ben-yedder/profil/spieler/146854,40.0,2018/19
André Silva,Centre-Forward,23,€22.00m,Sevilla FC,['Portugal'],https://www.transfermarkt.com/andre-silva/profil/spieler/198008,22.0,2018/19
Luis Muriel,Centre-Forward,28,€13.00m,Sevilla FC,['Colombia'],https://www.transfermarkt.com/luis-muriel/profil/spieler/119228,13.0,2018/19
Marc Gual,Centre-Forward,23,€1.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/marc-gual/profil/spieler/376486,1.0,2018/19
Gerónimo Rulli,Goalkeeper,27,€10.00m,Real Sociedad,"['Argentina', 'Italy']",https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604,10.0,2018/19
Miguel Ángel Moyá,Goalkeeper,35,€1.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/miguel-angel-moya/profil/spieler/26065,1.5,2018/19
Andoni Zubiaurre,Goalkeeper,22,€300k,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-zubiaurre/profil/spieler/428948,0.3,2018/19
Igor Zubeldia,Centre-Back,22,€30.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/igor-zubeldia/profil/spieler/355628,30.0,2018/19
Diego Llorente,Centre-Back,25,€25.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/diego-llorente/profil/spieler/246291,25.0,2018/19
Aritz Elustondo,Centre-Back,25,€10.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,10.0,2018/19
Héctor Moreno,Centre-Back,31,€6.00m,Real Sociedad,"['Mexico', 'Spain']",https://www.transfermarkt.com/hector-moreno/profil/spieler/51046,6.0,2018/19
Robin Le Normand,Centre-Back,22,€4.00m,Real Sociedad,"['Spain', 'France']",https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809,4.0,2018/19
Raúl Navas,Centre-Back,31,€3.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/raul-navas/profil/spieler/142419,3.0,2018/19
Theo Hernández,Left-Back,21,€15.00m,Real Sociedad,"['France', 'Spain']",https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808,15.0,2018/19
Aihen Muñoz,Left-Back,21,€7.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,7.5,2018/19
Kévin Rodrigues,Left-Back,25,€3.00m,Real Sociedad,"['Portugal', 'France']",https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947,3.0,2018/19
Joseba Zaldua,Right-Back,27,€10.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/joseba-zaldua/profil/spieler/197135,10.0,2018/19
Andoni Gorosabel,Right-Back,22,€1.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-gorosabel/profil/spieler/289255,1.5,2018/19
Asier Illarramendi,Defensive Midfield,29,€25.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344,25.0,2018/19
Martín Zubimendi,Defensive Midfield,20,€100k,Real Sociedad,['Spain'],https://www.transfermarkt.com/martin-zubimendi/profil/spieler/423440,0.1,2018/19
Mikel Merino,Central Midfield,23,€15.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,15.0,2018/19
Rubén Pardo,Central Midfield,26,€4.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ruben-pardo/profil/spieler/99352,4.0,2018/19
Luca Sangalli,Central Midfield,24,€4.00m,Real Sociedad,"['Spain', 'Italy']",https://www.transfermarkt.com/luca-sangalli/profil/spieler/289286,4.0,2018/19
David Zurutuza,Central Midfield,32,€2.50m,Real Sociedad,"['Spain', 'France']",https://www.transfermarkt.com/david-zurutuza/profil/spieler/59375,2.5,2018/19
Ander Guevara,Central Midfield,21,€2.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-guevara/profil/spieler/465967,2.5,2018/19
Roberto López,Attacking Midfield,19,€1.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/roberto-lopez/profil/spieler/569866,1.0,2018/19
Ander Barrenetxea,Left Winger,17,€10.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-barrenetxea/profil/spieler/616369,10.0,2018/19
Juanmi,Left Winger,26,€8.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/juanmi/profil/spieler/126737,8.0,2018/19
Martín Merquelanz,Left Winger,24,€400k,Real Sociedad,['Spain'],https://www.transfermarkt.com/martin-merquelanz/profil/spieler/289272,0.4,2018/19
Naïs Djouahra,Left Winger,19,€150k,Real Sociedad,"['France', 'Algeria']",https://www.transfermarkt.com/nais-djouahra/profil/spieler/594926,0.15,2018/19
Adnan Januzaj,Right Winger,24,€15.00m,Real Sociedad,"['Belgium', 'Kosovo']",https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,15.0,2018/19
Zourdine Thior,Right Winger,21,€300k,Real Sociedad,"['Senegal', 'Spain']",https://www.transfermarkt.com/zourdine-thior/profil/spieler/563335,0.3,2018/19
Álex Sola,Right Winger,20,€200k,Real Sociedad,['Spain'],https://www.transfermarkt.com/alex-sola/profil/spieler/434990,0.2,2018/19
Mikel Oyarzabal,Centre-Forward,22,€50.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-oyarzabal/profil/spieler/351478,50.0,2018/19
Willian José,Centre-Forward,27,€30.00m,Real Sociedad,"['Brazil', 'Spain']",https://www.transfermarkt.com/willian-jose/profil/spieler/122155,30.0,2018/19
Sandro Ramírez,Centre-Forward,23,€4.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/sandro-ramirez/profil/spieler/199369,4.0,2018/19
Jon Bautista,Centre-Forward,23,€2.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-bautista/profil/spieler/289236,2.0,2018/19
Pau López,Goalkeeper,24,€20.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,20.0,2018/19
Joel Robles,Goalkeeper,29,€5.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/joel-robles/profil/spieler/101118,5.0,2018/19
Marc Bartra,Centre-Back,28,€22.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/marc-bartra/profil/spieler/99922,22.0,2018/19
Aïssa Mandi,Centre-Back,27,€16.00m,Real Betis Balompié,"['Algeria', 'France']",https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,16.0,2018/19
Sidnei,Centre-Back,29,€10.00m,Real Betis Balompié,"['Brazil', 'Spain']",https://www.transfermarkt.com/sidnei/profil/spieler/27374,10.0,2018/19
Zouhair Feddal,Centre-Back,29,€5.00m,Real Betis Balompié,"['Morocco', 'Spain']",https://www.transfermarkt.com/zouhair-feddal/profil/spieler/129386,5.0,2018/19
Edgar González,Centre-Back,22,€300k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/edgar-gonzalez/profil/spieler/401624,0.3,2018/19
Junior Firpo,Left-Back,22,€25.00m,Real Betis Balompié,"['Dominican Republic', 'Spain']",https://www.transfermarkt.com/junior-firpo/profil/spieler/374139,25.0,2018/19
Julio Alonso,Left-Back,20,€100k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/julio-alonso/profil/spieler/521455,0.1,2018/19
Diego Altamirano,Left-Back,22,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/diego-altamirano/profil/spieler/261498,0.0,2018/19
Francis Guerrero,Right-Back,23,€6.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/francis-guerrero/profil/spieler/370691,6.0,2018/19
Emerson Royal,Right-Back,20,€3.00m,Real Betis Balompié,['Brazil'],https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,3.0,2018/19
Antonio Barragán,Right-Back,32,€2.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/antonio-barragan/profil/spieler/32522,2.0,2018/19
William Carvalho,Defensive Midfield,27,€25.00m,Real Betis Balompié,"['Portugal', 'Angola']",https://www.transfermarkt.com/william-carvalho/profil/spieler/100131,25.0,2018/19
Javi García,Defensive Midfield,32,€2.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/javi-garcia/profil/spieler/36350,2.0,2018/19
Paul Akouokou,Defensive Midfield,21,-,Real Betis Balompié,"[""Cote d'Ivoire""]",https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,0.0,2018/19
Andrés Guardado,Central Midfield,32,€5.00m,Real Betis Balompié,"['Mexico', 'Spain']",https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,5.0,2018/19
Wilfrid Kaptoum,Central Midfield,22,€4.00m,Real Betis Balompié,['Cameroon'],https://www.transfermarkt.com/wilfrid-kaptoum/profil/spieler/256120,4.0,2018/19
Darko Brasanac,Central Midfield,27,€2.00m,Real Betis Balompié,['Serbia'],https://www.transfermarkt.com/darko-brasanac/profil/spieler/95641,2.0,2018/19
Jaime Garijo,Central Midfield,20,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/jaime-garijo/profil/spieler/566667,0.0,2018/19
Giovani Lo Celso,Attacking Midfield,23,€50.00m,Real Betis Balompié,"['Argentina', 'Italy']",https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,50.0,2018/19
Sergio Canales,Attacking Midfield,28,€25.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/sergio-canales/profil/spieler/66106,25.0,2018/19
Ryad Boudebouz,Attacking Midfield,29,€6.00m,Real Betis Balompié,"['Algeria', 'France']",https://www.transfermarkt.com/ryad-boudebouz/profil/spieler/77826,6.0,2018/19
Cristian Tello,Left Winger,27,€10.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/cristian-tello/profil/spieler/141834,10.0,2018/19
Jesé,Left Winger,26,€5.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/jese/profil/spieler/134936,5.0,2018/19
Takashi Inui,Left Winger,31,€4.00m,Real Betis Balompié,['Japan'],https://www.transfermarkt.com/takashi-inui/profil/spieler/98249,4.0,2018/19
José Manuel Irizo,Left Winger,21,€150k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/jose-manuel-irizo/profil/spieler/521462,0.15,2018/19
Diego Lainez,Right Winger,19,€14.00m,Real Betis Balompié,"['Mexico', 'Spain']",https://www.transfermarkt.com/diego-lainez/profil/spieler/371174,14.0,2018/19
Joaquín,Right Winger,37,€2.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/joaquin/profil/spieler/7663,2.0,2018/19
Rober González,Right Winger,18,€200k,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/rober-gonzalez/profil/spieler/505675,0.2,2018/19
Adrián Tellado,Right Winger,20,-,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/adrian-tellado/profil/spieler/548618,0.0,2018/19
Loren Morón,Centre-Forward,25,€10.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/loren-moron/profil/spieler/354741,10.0,2018/19
Antonio Sanabria,Centre-Forward,23,€9.00m,Real Betis Balompié,"['Paraguay', 'Spain']",https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,9.0,2018/19
Sergio León,Centre-Forward,30,€3.00m,Real Betis Balompié,['Spain'],https://www.transfermarkt.com/sergio-leon/profil/spieler/145769,3.0,2018/19
Unai Simón,Goalkeeper,22,€6.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-simon/profil/spieler/262396,6.0,2018/19
Iago Herrerín,Goalkeeper,31,€4.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570,4.0,2018/19
Álex Remiro,Goalkeeper,24,€1.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/alex-remiro/profil/spieler/212862,1.5,2018/19
Hodei Oleaga,Goalkeeper,22,€200k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/hodei-oleaga/profil/spieler/338286,0.2,2018/19
Iñigo Martínez,Centre-Back,28,€32.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,32.0,2018/19
Yeray Álvarez,Centre-Back,24,€25.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,25.0,2018/19
Unai Núñez,Centre-Back,22,€15.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,15.0,2018/19
Dani Vivian,Centre-Back,19,€250k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,0.25,2018/19
Yuri Berchiche,Left-Back,29,€20.00m,Athletic Bilbao,"['Spain', 'Algeria']",https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,20.0,2018/19
Mikel Balenziaga,Left-Back,31,€2.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-balenziaga/profil/spieler/85258,2.0,2018/19
Cristian Ganea,Left-Back,27,€1.00m,Athletic Bilbao,"['Romania', 'Spain']",https://www.transfermarkt.com/cristian-ganea/profil/spieler/262117,1.0,2018/19
Óscar de Marcos,Right-Back,30,€6.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,6.0,2018/19
Ander Capa,Right-Back,27,€3.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ander-capa/profil/spieler/197545,3.0,2018/19
Iñigo Lekue,Right-Back,26,€2.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,2.0,2018/19
Mikel San José,Defensive Midfield,30,€7.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-san-jose/profil/spieler/52469,7.5,2018/19
Peru Nolaskoain,Defensive Midfield,20,€5.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/peru-nolaskoain/profil/spieler/447052,5.0,2018/19
Ander Iturraspe,Defensive Midfield,30,€2.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ander-iturraspe/profil/spieler/71571,2.5,2018/19
Beñat Etxebarria,Central Midfield,32,€4.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888,4.0,2018/19
Dani García,Central Midfield,29,€4.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,4.0,2018/19
Unai López,Central Midfield,23,€1.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-lopez/profil/spieler/192009,1.5,2018/19
Mikel Rico,Central Midfield,34,€800k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-rico/profil/spieler/51474,0.8,2018/19
Iker Muniain,Attacking Midfield,26,€15.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/iker-muniain/profil/spieler/54235,15.0,2018/19
Raúl García,Attacking Midfield,32,€7.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,7.5,2018/19
Iñigo Córdoba,Left Winger,22,€4.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-cordoba/profil/spieler/251848,4.0,2018/19
Ibai Gómez,Left Winger,29,€4.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ibai-gomez/profil/spieler/127837,4.0,2018/19
Iñigo Vicente,Left Winger,21,€1.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-vicente/profil/spieler/335216,1.0,2018/19
Iñaki Williams,Right Winger,25,€50.00m,Athletic Bilbao,"['Ghana', 'Spain']",https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,50.0,2018/19
Markel Susaeta,Right Winger,31,€6.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/markel-susaeta/profil/spieler/54245,6.0,2018/19
Kenan Kodro,Centre-Forward,25,€1.00m,Athletic Bilbao,"['Bosnia-Herzegovina', 'Spain']",https://www.transfermarkt.com/kenan-kodro/profil/spieler/197126,1.0,2018/19
Sabin Merino,Centre-Forward,27,€1.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/sabin-merino/profil/spieler/192736,1.0,2018/19
Aritz Aduriz,Centre-Forward,38,€1.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/aritz-aduriz/profil/spieler/29124,1.0,2018/19
Gorka Guruzeta,Centre-Forward,22,€500k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/gorka-guruzeta/profil/spieler/340205,0.5,2018/19
Rubén Blanco,Goalkeeper,23,€3.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321,3.0,2018/19
Sergio Álvarez,Goalkeeper,32,€2.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/sergio-alvarez/profil/spieler/45912,2.0,2018/19
Iván Villar,Goalkeeper,21,€300k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/ivan-villar/profil/spieler/297194,0.3,2018/19
Wesley Hoedt,Centre-Back,25,€12.00m,Celta de Vigo,['Netherlands'],https://www.transfermarkt.com/wesley-hoedt/profil/spieler/253765,12.0,2018/19
Néstor Araújo,Centre-Back,27,€8.00m,Celta de Vigo,"['Mexico', 'Spain']",https://www.transfermarkt.com/nestor-araujo/profil/spieler/64134,8.0,2018/19
David Costas,Centre-Back,24,€3.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/david-costas/profil/spieler/276111,3.0,2018/19
Júnior Alonso,Centre-Back,26,€3.00m,Celta de Vigo,['Paraguay'],https://www.transfermarkt.com/junior-alonso/profil/spieler/273000,3.0,2018/19
Facundo Roncaglia,Centre-Back,32,€2.50m,Celta de Vigo,"['Argentina', 'Italy']",https://www.transfermarkt.com/facundo-roncaglia/profil/spieler/61546,2.5,2018/19
Gustavo Cabral,Centre-Back,33,€1.50m,Celta de Vigo,"['Argentina', 'Spain']",https://www.transfermarkt.com/gustavo-cabral/profil/spieler/30677,1.5,2018/19
Lucas Olaza,Left-Back,24,€3.50m,Celta de Vigo,"['Uruguay', 'Spain']",https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240,3.5,2018/19
David Juncà,Left-Back,25,€1.50m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/david-junca/profil/spieler/164055,1.5,2018/19
Robert Mazan,Left-Back,25,€300k,Celta de Vigo,['Slovakia'],https://www.transfermarkt.com/robert-mazan/profil/spieler/181619,0.3,2018/19
Hugo Mallo,Right-Back,28,€15.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/hugo-mallo/profil/spieler/119905,15.0,2018/19
Kevin Vázquez,Right-Back,26,€500k,Celta de Vigo,['Spain'],https://www.transfermarkt.com/kevin-vazquez/profil/spieler/221315,0.5,2018/19
Stanislav Lobotka,Defensive Midfield,24,€25.00m,Celta de Vigo,['Slovakia'],https://www.transfermarkt.com/stanislav-lobotka/profil/spieler/192735,25.0,2018/19
Okay Yokuşlu,Defensive Midfield,25,€12.00m,Celta de Vigo,['Türkiye'],https://www.transfermarkt.com/okay-yokuslu/profil/spieler/137616,12.0,2018/19
Nemanja Radoja,Defensive Midfield,26,€3.00m,Celta de Vigo,['Serbia'],https://www.transfermarkt.com/nemanja-radoja/profil/spieler/168959,3.0,2018/19
Fran Beltrán,Central Midfield,20,€18.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/fran-beltran/profil/spieler/423444,18.0,2018/19
Mathias Jensen,Central Midfield,23,€2.50m,Celta de Vigo,['Denmark'],https://www.transfermarkt.com/mathias-jensen/profil/spieler/319859,2.5,2018/19
Jozabed Sánchez,Central Midfield,28,€2.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/jozabed-sanchez/profil/spieler/207924,2.0,2018/19
Brais Méndez,Attacking Midfield,22,€20.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/brais-mendez/profil/spieler/309110,20.0,2018/19
Ryad Boudebouz,Attacking Midfield,29,€6.00m,Celta de Vigo,"['Algeria', 'France']",https://www.transfermarkt.com/ryad-boudebouz/profil/spieler/77826,6.0,2018/19
Andrew Hjulsager,Attacking Midfield,24,€1.00m,Celta de Vigo,['Denmark'],https://www.transfermarkt.com/andrew-hjulsager/profil/spieler/167798,1.0,2018/19
Sofiane Boufal,Left Winger,25,€12.00m,Celta de Vigo,"['Morocco', 'France']",https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271,12.0,2018/19
Pione Sisto,Left Winger,24,€8.00m,Celta de Vigo,"['Denmark', 'Southern Sudan']",https://www.transfermarkt.com/pione-sisto/profil/spieler/252641,8.0,2018/19
Emre Mor,Right Winger,21,€2.00m,Celta de Vigo,"['Türkiye', 'Denmark']",https://www.transfermarkt.com/emre-mor/profil/spieler/283223,2.0,2018/19
Maxi Gómez,Centre-Forward,22,€40.00m,Celta de Vigo,['Uruguay'],https://www.transfermarkt.com/maxi-gomez/profil/spieler/396894,40.0,2018/19
Iago Aspas,Centre-Forward,31,€25.00m,Celta de Vigo,['Spain'],https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,25.0,2018/19
Dennis Eckert Ayensa,Centre-Forward,22,€1.20m,Celta de Vigo,"['Germany', 'Spain']",https://www.transfermarkt.com/dennis-eckert-ayensa/profil/spieler/249303,1.2,2018/19
Emmanuel Apeh,Centre-Forward,22,€300k,Celta de Vigo,['Nigeria'],https://www.transfermarkt.com/emmanuel-apeh/profil/spieler/463332,0.3,2018/19
Sergio Asenjo,Goalkeeper,30,€12.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710,12.0,2018/19
Andrés Fernández,Goalkeeper,32,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/andres-fernandez/profil/spieler/57522,1.5,2018/19
Mariano Barbosa,Goalkeeper,34,€400k,Villarreal CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/mariano-barbosa/profil/spieler/30749,0.4,2018/19
Mario Gaspar,Centre-Back,28,€10.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/mario-gaspar/profil/spieler/73250,10.0,2018/19
Álvaro González,Centre-Back,29,€8.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,8.0,2018/19
Ramiro Funes Mori,Centre-Back,28,€8.00m,Villarreal CF,"['Argentina', 'United States']",https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,8.0,2018/19
Víctor Ruiz,Centre-Back,30,€7.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/victor-ruiz/profil/spieler/62920,7.0,2018/19
Daniele Bonera,Centre-Back,38,€200k,Villarreal CF,['Italy'],https://www.transfermarkt.com/daniele-bonera/profil/spieler/5856,0.2,2018/19
Pepe Castaño,Centre-Back,20,€150k,Villarreal CF,['Spain'],https://www.transfermarkt.com/pepe-castano/profil/spieler/354742,0.15,2018/19
Alfonso Pedraza,Left-Back,23,€22.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,22.0,2018/19
Jaume Costa,Left-Back,31,€4.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/jaume-costa/profil/spieler/65318,4.0,2018/19
Xavi Quintillà,Left-Back,22,€1.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/xavi-quintilla/profil/spieler/204102,1.0,2018/19
Miguel Layún,Right-Back,31,€3.00m,Villarreal CF,"['Mexico', 'Spain']",https://www.transfermarkt.com/miguel-layun/profil/spieler/58576,3.0,2018/19
Miguel Llambrich,Right-Back,23,€800k,Villarreal CF,['Spain'],https://www.transfermarkt.com/miguel-llambrich/profil/spieler/399775,0.8,2018/19
Andrei Rațiu,Right-Back,21,€300k,Villarreal CF,"['Romania', 'Spain']",https://www.transfermarkt.com/andrei-ratiu/profil/spieler/527966,0.3,2018/19
Santiago Cáseres,Defensive Midfield,22,€10.00m,Villarreal CF,['Argentina'],https://www.transfermarkt.com/santiago-caseres/profil/spieler/466298,10.0,2018/19
Vicente Iborra,Defensive Midfield,31,€9.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/vicente-iborra/profil/spieler/65467,9.0,2018/19
Javi Fuego,Defensive Midfield,35,€800k,Villarreal CF,['Spain'],https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,0.8,2018/19
Bruno Soriano,Defensive Midfield,35,€800k,Villarreal CF,['Spain'],https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412,0.8,2018/19
Manuel Iturra,Defensive Midfield,35,€400k,Villarreal CF,"['Chile', 'Italy']",https://www.transfermarkt.com/manuel-iturra/profil/spieler/40428,0.4,2018/19
Pablo Fornals,Central Midfield,23,€25.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885,25.0,2018/19
Manu Trigueros,Central Midfield,27,€15.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/manu-trigueros/profil/spieler/188854,15.0,2018/19
Santi Cazorla,Central Midfield,34,€4.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,4.0,2018/19
Manu Morlanes,Central Midfield,20,€2.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225,2.5,2018/19
Iván Martín,Attacking Midfield,20,€300k,Villarreal CF,['Spain'],https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,0.3,2018/19
Nicola Sansone,Left Winger,27,€7.50m,Villarreal CF,"['Italy', 'Germany']",https://www.transfermarkt.com/nicola-sansone/profil/spieler/82048,7.5,2018/19
Samuel Chukwueze,Right Winger,20,€30.00m,Villarreal CF,['Nigeria'],https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922,30.0,2018/19
Dani Raba,Right Winger,23,€2.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/dani-raba/profil/spieler/413262,2.0,2018/19
Gerard Moreno,Centre-Forward,27,€17.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,17.5,2018/19
Karl Toko Ekambi,Centre-Forward,26,€17.50m,Villarreal CF,"['Cameroon', 'France']",https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,17.5,2018/19
Carlos Bacca,Centre-Forward,32,€5.00m,Villarreal CF,['Colombia'],https://www.transfermarkt.com/carlos-bacca/profil/spieler/119235,5.0,2018/19
Enes Ünal,Centre-Forward,22,€5.00m,Villarreal CF,['Türkiye'],https://www.transfermarkt.com/enes-unal/profil/spieler/251106,5.0,2018/19
Roberto,Goalkeeper,33,€1.50m,RCD Espanyol Barcelona,['Spain'],https://www.transfermarkt.com/roberto/profil/spieler/37403,1.5,2018/19
Diego López,Goalkeeper,37,€1.00m,RCD Espanyol Barcelona,['Spain'],https://www.transfermarkt.com/diego-lopez/profil/spieler/34370,1.0,2018/19
