player,position,age,market_value,club,nationality,player_url,mv_millions,season
Sergio Arribas,Attacking Midfield,19,€3.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/sergio-arribas/profil/spieler/537762,3.0,2020/21
Eden Hazard,Left Winger,30,€40.00m,Real Madrid,['Belgium'],https://www.transfermarkt.com/eden-hazard/profil/spieler/50202,40.0,2020/21
Vinicius Junior,Left Winger,20,€40.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998,40.0,2020/21
Óscar Aranda,Left Winger,19,-,Real Madrid,['Spain'],https://www.transfermarkt.com/oscar-aranda/profil/spieler/652332,0.0,2020/21
Rodrygo,Right Winger,20,€35.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/rodrygo/profil/spieler/412363,35.0,2020/21
Karim Benzema,Centre-Forward,33,€25.00m,Real Madrid,"['France', 'Algeria']",https://www.transfermarkt.com/karim-benzema/profil/spieler/18922,25.0,2020/21
Luka Jović,Centre-Forward,23,€20.00m,Real Madrid,"['Serbia', 'Bosnia-Herzegovina']",https://www.transfermarkt.com/luka-jovic/profil/spieler/257462,20.0,2020/21
Borja Mayoral,Centre-Forward,24,€14.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,14.0,2020/21
Mariano Díaz,Centre-Forward,27,€10.00m,Real Madrid,"['Dominican Republic', 'Spain']",https://www.transfermarkt.com/mariano-diaz/profil/spieler/225020,10.0,2020/21
Hugo Duro,Centre-Forward,21,€5.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,5.0,2020/21
Jan Oblak,Goalkeeper,28,€70.00m,Atlético de Madrid,['Slovenia'],https://www.transfermarkt.com/jan-oblak/profil/spieler/121483,70.0,2020/21
Ivo Grbic,Goalkeeper,25,€3.50m,Atlético de Madrid,['Croatia'],https://www.transfermarkt.com/ivo-grbic/profil/spieler/226073,3.5,2020/21
Miguel San Román,Goalkeeper,23,€700k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/miguel-san-roman/profil/spieler/396337,0.7,2020/21
José María Giménez,Centre-Back,26,€60.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,60.0,2020/21
Mario Hermoso,Centre-Back,26,€35.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/mario-hermoso/profil/spieler/281769,35.0,2020/21
Stefan Savic,Centre-Back,30,€25.00m,Atlético de Madrid,"['Montenegro', 'Serbia']",https://www.transfermarkt.com/stefan-savic/profil/spieler/107010,25.0,2020/21
Felipe,Centre-Back,32,€12.00m,Atlético de Madrid,['Brazil'],https://www.transfermarkt.com/felipe/profil/spieler/156501,12.0,2020/21
Nehuén Pérez,Centre-Back,21,€4.00m,Atlético de Madrid,['Argentina'],https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693,4.0,2020/21
Álvaro García,Centre-Back,21,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/alvaro-garcia/profil/spieler/495600,0.2,2020/21
Adrián Corral,Centre-Back,18,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/adrian-corral/profil/spieler/708388,0.2,2020/21
Renan Lodi,Left-Back,23,€25.00m,Atlético de Madrid,"['Brazil', 'Italy']",https://www.transfermarkt.com/renan-lodi/profil/spieler/476352,25.0,2020/21
Manu Sánchez,Left-Back,20,€8.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809,8.0,2020/21
Juan Manuel Sanabria,Left-Back,21,€800k,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/juan-manuel-sanabria/profil/spieler/446106,0.8,2020/21
Kieran Trippier,Right-Back,30,€20.00m,Atlético de Madrid,['England'],https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,20.0,2020/21
Sime Vrsaljko,Right-Back,29,€5.00m,Atlético de Madrid,['Croatia'],https://www.transfermarkt.com/sime-vrsaljko/profil/spieler/76061,5.0,2020/21
Ricard Sánchez,Right-Back,21,€1.50m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/ricard-sanchez/profil/spieler/388545,1.5,2020/21
Thomas Partey,Defensive Midfield,28,€40.00m,Atlético de Madrid,['Ghana'],https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,40.0,2020/21
Lucas Torreira,Defensive Midfield,25,€20.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077,20.0,2020/21
Geoffrey Kondogbia,Defensive Midfield,28,€15.00m,Atlético de Madrid,"['Central African Republic', 'France']",https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,15.0,2020/21
Koke,Central Midfield,29,€60.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/koke/profil/spieler/74229,60.0,2020/21
Saúl Ñíguez,Central Midfield,26,€40.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,40.0,2020/21
Héctor Herrera,Central Midfield,31,€7.00m,Atlético de Madrid,"['Mexico', 'Portugal']",https://www.transfermarkt.com/hector-herrera/profil/spieler/122043,7.0,2020/21
Toni Moya,Central Midfield,23,€400k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/toni-moya/profil/spieler/295065,0.4,2020/21
Josep Calavera,Central Midfield,21,€250k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/josep-calavera/profil/spieler/408472,0.25,2020/21
Óscar Castro,Central Midfield,20,€50k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/oscar-castro/profil/spieler/536823,0.05,2020/21
Marcos Llorente,Right Midfield,26,€80.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,80.0,2020/21
Thomas Lemar,Attacking Midfield,25,€25.00m,Atlético de Madrid,"['France', 'Guadeloupe']",https://www.transfermarkt.com/thomas-lemar/profil/spieler/205562,25.0,2020/21
Mario Soriano,Attacking Midfield,19,€500k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/mario-soriano/profil/spieler/568148,0.5,2020/21
Yannick Carrasco,Left Winger,27,€40.00m,Atlético de Madrid,"['Belgium', 'Spain']",https://www.transfermarkt.com/yannick-carrasco/profil/spieler/140776,40.0,2020/21
Vitolo,Left Winger,31,€4.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/vitolo/profil/spieler/67082,4.0,2020/21
Víctor Mollejo,Left Winger,20,€3.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/victor-mollejo/profil/spieler/505673,3.0,2020/21
Ángel Correa,Right Winger,26,€40.00m,Atlético de Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/angel-correa/profil/spieler/266807,40.0,2020/21
Germán Valera,Right Winger,19,€2.50m,Atlético de Madrid,"['Spain', 'Lithuania']",https://www.transfermarkt.com/german-valera/profil/spieler/548188,2.5,2020/21
João Félix,Second Striker,21,€80.00m,Atlético de Madrid,['Portugal'],https://www.transfermarkt.com/joao-felix/profil/spieler/462250,80.0,2020/21
Moussa Dembélé,Centre-Forward,24,€20.00m,Atlético de Madrid,"['France', 'Mali']",https://www.transfermarkt.com/moussa-dembele/profil/spieler/229004,20.0,2020/21
Luis Suárez,Centre-Forward,34,€15.00m,Atlético de Madrid,['Uruguay'],https://www.transfermarkt.com/luis-suarez/profil/spieler/44352,15.0,2020/21
Diego Costa,Centre-Forward,32,€6.00m,Atlético de Madrid,"['Spain', 'Brazil']",https://www.transfermarkt.com/diego-costa/profil/spieler/44779,6.0,2020/21
Sergio Camello,Centre-Forward,20,€2.30m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/sergio-camello/profil/spieler/505674,2.3,2020/21
Ivan Saponjic,Centre-Forward,23,€1.20m,Atlético de Madrid,['Serbia'],https://www.transfermarkt.com/ivan-saponjic/profil/spieler/274347,1.2,2020/21
Bono,Goalkeeper,30,€18.00m,Sevilla FC,"['Morocco', 'Canada']",https://www.transfermarkt.com/bono/profil/spieler/207834,18.0,2020/21
Tomáš Vaclík,Goalkeeper,32,€4.00m,Sevilla FC,['Czech Republic'],https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000,4.0,2020/21
Javi Díaz,Goalkeeper,24,€400k,Sevilla FC,['Spain'],https://www.transfermarkt.com/javi-diaz/profil/spieler/396107,0.4,2020/21
Alfonso Pastor,Goalkeeper,20,€250k,Sevilla FC,['Spain'],https://www.transfermarkt.com/alfonso-pastor/profil/spieler/537367,0.25,2020/21
Adrián González,Goalkeeper,21,€50k,Sevilla FC,['Spain'],https://www.transfermarkt.com/adrian-gonzalez/profil/spieler/537369,0.05,2020/21
Diego Carlos,Centre-Back,28,€45.00m,Sevilla FC,"['Brazil', 'Spain']",https://www.transfermarkt.com/diego-carlos/profil/spieler/329145,45.0,2020/21
Sergi Gómez,Centre-Back,29,€3.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,3.0,2020/21
Karim Rekik,Centre-Back,26,€3.00m,Sevilla FC,"['Netherlands', 'Tunisia']",https://www.transfermarkt.com/karim-rekik/profil/spieler/182579,3.0,2020/21
Joris Gnagnon,Centre-Back,24,€1.50m,Sevilla FC,"['France', ""Cote d'Ivoire""]",https://www.transfermarkt.com/joris-gnagnon/profil/spieler/378954,1.5,2020/21
Kike Ríos,Centre-Back,21,€50k,Sevilla FC,['Spain'],https://www.transfermarkt.com/kike-rios/profil/spieler/398435,0.05,2020/21
Marcos Acuña,Left-Back,29,€15.00m,Sevilla FC,['Argentina'],https://www.transfermarkt.com/marcos-acuna/profil/spieler/60410,15.0,2020/21
Sergio Escudero,Left-Back,31,€2.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,2.5,2020/21
Javi Vázquez,Left-Back,20,€150k,Sevilla FC,['Spain'],https://www.transfermarkt.com/javi-vazquez/profil/spieler/461866,0.15,2020/21
Pablo Pérez,Left-Back,19,€100k,Sevilla FC,['Spain'],https://www.transfermarkt.com/pablo-perez/profil/spieler/711628,0.1,2020/21
Jules Koundé,Right-Back,22,€60.00m,Sevilla FC,"['France', 'Benin']",https://www.transfermarkt.com/jules-kounde/profil/spieler/411975,60.0,2020/21
Álex Pozo,Right-Back,22,€4.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/alex-pozo/profil/spieler/341272,4.0,2020/21
Jesús Navas,Right-Back,35,€3.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,3.0,2020/21
Juanlu Sánchez,Right-Back,17,€400k,Sevilla FC,['Spain'],https://www.transfermarkt.com/juanlu-sanchez/profil/spieler/676042,0.4,2020/21
Nemanja Gudelj,Defensive Midfield,29,€6.00m,Sevilla FC,"['Serbia', 'Netherlands']",https://www.transfermarkt.com/nemanja-gudelj/profil/spieler/74294,6.0,2020/21
Fernando,Defensive Midfield,33,€4.00m,Sevilla FC,"['Brazil', 'Portugal']",https://www.transfermarkt.com/fernando/profil/spieler/51174,4.0,2020/21
Joan Jordán,Central Midfield,26,€30.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,30.0,2020/21
Óliver Torres,Central Midfield,26,€13.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,13.0,2020/21
Ivan Rakitic,Central Midfield,33,€10.00m,Sevilla FC,"['Croatia', 'Switzerland']",https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467,10.0,2020/21
Óscar Rodríguez,Attacking Midfield,23,€12.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/oscar-rodriguez/profil/spieler/284884,12.0,2020/21
Franco Vázquez,Attacking Midfield,32,€4.00m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/franco-vazquez/profil/spieler/76163,4.0,2020/21
Lucas Ocampos,Left Winger,26,€40.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/lucas-ocampos/profil/spieler/189441,40.0,2020/21
Bryan Gil,Left Winger,20,€30.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,30.0,2020/21
Papu Gómez,Left Winger,33,€9.00m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/papu-gomez/profil/spieler/20005,9.0,2020/21
Oussama Idrissi,Left Winger,25,€8.00m,Sevilla FC,"['Morocco', 'Netherlands']",https://www.transfermarkt.com/oussama-idrissi/profil/spieler/241391,8.0,2020/21
Suso,Right Winger,27,€20.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/suso/profil/spieler/111961,20.0,2020/21
Munir El Haddadi,Right Winger,25,€10.00m,Sevilla FC,"['Morocco', 'Spain']",https://www.transfermarkt.com/munir-el-haddadi/profil/spieler/223725,10.0,2020/21
Aleix Vidal,Right Winger,31,€2.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,2.0,2020/21
Carlos Álvarez,Right Winger,17,€300k,Sevilla FC,['Spain'],https://www.transfermarkt.com/carlos-alvarez/profil/spieler/668179,0.3,2020/21
Antonio Zarzana,Right Winger,19,€50k,Sevilla FC,['Spain'],https://www.transfermarkt.com/antonio-zarzana/profil/spieler/587562,0.05,2020/21
Youssef En-Nesyri,Centre-Forward,24,€40.00m,Sevilla FC,['Morocco'],https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,40.0,2020/21
Luuk de Jong,Centre-Forward,30,€10.00m,Sevilla FC,['Netherlands'],https://www.transfermarkt.com/luuk-de-jong/profil/spieler/72522,10.0,2020/21
Carlos Fernández,Centre-Forward,25,€9.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,9.0,2020/21
Iván Romero,Centre-Forward,20,€500k,Sevilla FC,['Spain'],https://www.transfermarkt.com/ivan-romero/profil/spieler/628886,0.5,2020/21
Álex Remiro,Goalkeeper,26,€20.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/alex-remiro/profil/spieler/212862,20.0,2020/21
Miguel Ángel Moyá,Goalkeeper,37,€800k,Real Sociedad,['Spain'],https://www.transfermarkt.com/miguel-angel-moya/profil/spieler/26065,0.8,2020/21
Andoni Zubiaurre,Goalkeeper,24,€300k,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-zubiaurre/profil/spieler/428948,0.3,2020/21
Gaizka Ayesa,Goalkeeper,20,€200k,Real Sociedad,['Spain'],https://www.transfermarkt.com/gaizka-ayesa/profil/spieler/561702,0.2,2020/21
Unai Marrero,Goalkeeper,19,-,Real Sociedad,['Spain'],https://www.transfermarkt.com/unai-marrero/profil/spieler/625657,0.0,2020/21
Robin Le Normand,Centre-Back,24,€22.00m,Real Sociedad,"['Spain', 'France']",https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809,22.0,2020/21
Diego Llorente,Centre-Back,27,€20.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/diego-llorente/profil/spieler/246291,20.0,2020/21
Igor Zubeldia,Centre-Back,24,€20.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/igor-zubeldia/profil/spieler/355628,20.0,2020/21
Aritz Elustondo,Centre-Back,27,€15.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,15.0,2020/21
Modibo Sagnan,Centre-Back,22,€3.00m,Real Sociedad,"['Mali', 'France']",https://www.transfermarkt.com/modibo-sagnan/profil/spieler/524925,3.0,2020/21
Jon Pacheco,Centre-Back,20,€200k,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-pacheco/profil/spieler/580560,0.2,2020/21
Jérémy Blasco,Centre-Back,22,€150k,Real Sociedad,['France'],https://www.transfermarkt.com/jeremy-blasco/profil/spieler/517845,0.15,2020/21
Aritz Arambarri,Centre-Back,23,€150k,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-arambarri/profil/spieler/434602,0.15,2020/21
Aihen Muñoz,Left-Back,23,€6.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,6.0,2020/21
Nacho Monreal,Left-Back,35,€1.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/nacho-monreal/profil/spieler/43003,1.5,2020/21
Andoni Gorosabel,Right-Back,24,€10.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-gorosabel/profil/spieler/289255,10.0,2020/21
Joseba Zaldua,Right-Back,29,€5.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/joseba-zaldua/profil/spieler/197135,5.0,2020/21
Martín Zubimendi,Defensive Midfield,22,€20.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/martin-zubimendi/profil/spieler/423440,20.0,2020/21
Asier Illarramendi,Defensive Midfield,31,€6.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344,6.0,2020/21
Urko González de Zárate,Defensive Midfield,20,€500k,Real Sociedad,['Spain'],https://www.transfermarkt.com/urko-gonzalez-de-zarate/profil/spieler/625651,0.5,2020/21
Mikel Merino,Central Midfield,25,€40.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,40.0,2020/21
Ander Guevara,Central Midfield,23,€7.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-guevara/profil/spieler/465967,7.5,2020/21
Jon Guridi,Central Midfield,26,€1.80m,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-guridi/profil/spieler/289257,1.8,2020/21
Luca Sangalli,Central Midfield,26,€1.50m,Real Sociedad,"['Spain', 'Italy']",https://www.transfermarkt.com/luca-sangalli/profil/spieler/289286,1.5,2020/21
Beñat Turrientes,Central Midfield,19,€300k,Real Sociedad,['Spain'],https://www.transfermarkt.com/benat-turrientes/profil/spieler/634431,0.3,2020/21
Roberto López,Attacking Midfield,21,€8.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/roberto-lopez/profil/spieler/569866,8.0,2020/21
David Silva,Attacking Midfield,35,€5.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/david-silva/profil/spieler/35518,5.0,2020/21
